"tax_id","org_name","isolation_source","metabolism","cogem_classification"
82990,"Buttiauxella gaviniae","snail","Aerobic"
82991,"Buttiauxella izardii","snail","Aerobic"
82992,"Buttiauxella noackiae","snail","Aerobic"
82993,"Buttiauxella warmboldiae","snail","Aerobic"
61648,"Kluyvera intermedia","snail","Aerobic"
73098,"Kluyvera georgiana","sputum","Aerobic"
84757,"Beutenbergia cavernae","soil, cellar","Aerobic"
84096,"Gordonia alkanivorans","tar and phenol contaminated soil","Aerobic"
82346,"Ornithinicoccus hortensis","soil, garden","Aerobic"
1249,"Weissella paramesenteroides","silage","Aerobic"
1249,"Weissella paramesenteroides","english hard cheese","Aerobic"
46256,"Weissella hellenica","unknown source","Aerobic"
89059,"Lactobacillus acidipiscis","cheese","Aerobic"
74033,"Antarctobacter heliothermus","water samples","Aerobic"
89967,"Hymenobacter roseosalivarius","sandstone and soils","Aerobic"
74031,"Roseovarius tolerans","water samples","Aerobic"
104663,"Chitinophaga filiformis","soil","Aerobic"
999,"Bernardetia litoralis","marine aquarium outflow","Aerobic"
104270,"Tenacibaculum ovolyticum","atlantic halibut, hippoglossus hipoglossus, eggs","Aerobic"
104270,"Tenacibaculum ovolyticum","halibut, hipoglossus hipoglossus,water in egg incubator","Aerobic"
104270,"Tenacibaculum ovolyticum","atlantic halibut, hipoglossus hipoglossus, egg","Aerobic"
1002,"Hugenholtzia roseola","hot spring","Aerobic"
1002,"Flexibacter roseolus","hot spring","Aerobic"
1004,"Chitinophaga sancti","soil in feed lot","Aerobic"
1006,"Marivirga tractuosa","beach sand","Aerobic"
1006,"Marivirga tractuosa","brown, fine mud","Aerobic"
46170,"Staphylococcus aureus aureus","lung","Aerobic"
337,"Burkholderia glumae","oryza sativa, grain","Aerobic"
62320,"Haloterrigena turkmenica","saline soil","Aerobic"
1397,"Bacillus circulans","soil","Aerobic"
109329,"Nocardiopsis trehalosi","soil","Aerobic"
109330,"Nocardiopsis tropica",NA,"Aerobic"
120959,"Mycobacterium kubicae","sputum","Aerobic"
29488,"Photorhabdus luminescens","nematode, heterorhabditis bacteriophora","Aerobic"
905,"Acidaminococcus fermentans","pig, gut","Anaerobic"
47920,"Acidovorax delafieldii","pus","Aerobic"
47920,"Acidovorax delafieldii","trachea","Aerobic"
32040,"Acidovorax konjaci","amorphophallus rivieri cv. konjac","Aerobic"
80878,"Acidovorax temperans","hospital tap water","Aerobic"
88874,"Luteococcus peritonei","peritoneum","Aerobic"
68569,"Sphingomonas leidyi","millipede hind gut","Aerobic"
74315,"Brevundimonas intermedia","pond water","Aerobic"
74312,"Brevundimonas variabilis","pond water","Aerobic"
69395,"Caulobacter henricii","freshwater pond","Aerobic"
70864,"Shewanella pealeana","accessory nidamental glands of the squid loligo pealei","Aerobic"
75688,"Neptunomonas naphthovorans","creosote contaminated marine sediment","Aerobic"
74313,"Brevundimonas subvibrioides","pond water","Aerobic"
38313,"Shewanella algae","surface of a red algae (jania sp.)","Aerobic"
128780,"Stenotrophomonas acidaminiphila","mud","Aerobic"
128782,"Bosea minatitlanensis","mud","Aerobic"
77524,"Colwellia maris","sea water","Aerobic"
64975,"Marinospirillum megaterium","kusaya gravy, fermented fish extract sauce","Aerobic"
37763,"Clostridium perfringens A","piglet","Anaerobic"
1914243,"Citrobacter europaeus","feces","Aerobic"
35703,"Citrobacter amalonaticus","faeces","Aerobic"
82988,"Buttiauxella brennerae","snail","Aerobic"
531,"Polaribacter irgensii","sea water","Aerobic"
53483,"Polaribacter filamentus","surface sea water","Aerobic"
37453,"Polaribacter franzmannii","sea ice","Aerobic"
294,"Pseudomonas fluorescens","creamery waste","Aerobic"
146827,"Corynebacterium simulans","biopsy axillar lymph node","Aerobic"
146827,"Corynebacterium simulans","foot abscess","Aerobic"
146827,"Corynebacterium simulans","boil","Aerobic"
116089,"Lactobacillus psittaci","parrot, lung","Aerobic"
70775,"Pseudomonas plecoglossicida","ayu, plecoglossus altivelis","Aerobic"
120370,"Vagococcus fessus","seal liver and kidney","Aerobic"
60549,"Paraburkholderia phenazinium","soil enriched with threonine","Aerobic"
2752,"Carnobacterium funditum","water","Aerobic"
1833,"Rhodococcus erythropolis","soil, petroleum zone","Aerobic"
1396,"Bacillus cereus","meat loaf implicated in gastroenteritis outbreak","Aerobic"
67854,"Actinobacillus succinogenes","cattle, rumen contents","Aerobic"
82367,"Paracoccus pantotrophus","waste treatment plant","Aerobic"
37763,"Clostridium perfringens A","faeces","Anaerobic"
36773,"Burkholderia sp.","flooded soil","Aerobic"
43354,"Prauserella rugosa","rumen","Aerobic"
37763,"Clostridium perfringens A","beef","Anaerobic"
37763,"Clostridium perfringens A","young pig","Anaerobic"
79668,"Clostridium perfringens C","young pig","Anaerobic"
46353,"Agrococcus jenensis","frozen compost soil","Aerobic"
88139,"Modestobacter multiseptatus","soil","Aerobic"
83828,"Brevibacterium avium","bumble foot turkeys","Aerobic"
119206,"Aerococcus sanguicola","blood","Aerobic"
93221,"Pandoraea pulmonicola","sputum","Aerobic"
93220,"Pandoraea pnomenusa","cystic fibrosis patient","Aerobic"
93218,"Pandoraea apista","sputum","Aerobic"
82805,"Hymenobacter actinosclerus","pork chops, irradiated to a dose of 1.75 kgy","Aerobic"
99807,"Corynebacterium auriscanis","dog, otitis","Aerobic"
125288,"Ornithinimicrobium humiphilum","soil, garden","Aerobic"
39487,"Atopobium fossor","horse, submandilar abscess","Anaerobic"
74661,"Halomonas campisalis","soil sample collected from a salt flat south of alkali lake","Aerobic"
79668,"Clostridium perfringens C","piglet","Anaerobic"
984307,"Paraburkholderia kururiensis","aquifer sample collected from a tce-polluted site","Aerobic"
47951,"Vibrio cyclitrophicus","creosote-contaminated marine sediment","Aerobic"
129847,"Pseudomonas grimontii","mineral water","Aerobic"
129817,"Pseudomonas brenneri","mineral water","Aerobic"
60548,"Paraburkholderia graminis","maize senescent root system","Aerobic"
546,"Citrobacter freundii","human, urine","Aerobic"
1639133,"Citrobacter portucalensis","urine","Aerobic"
110933,"Leifsonia poae","poa annua root gall","Aerobic"
36841,"Terrisporobacter glycolicus","olive mill, wastewater","Anaerobic"
1490,"Paraclostridium bifermentans","olive mill, wastewater","Anaerobic"
128785,"Pseudoxanthomonas mexicana","mud","Aerobic"
37763,"Clostridium perfringens A","rabbit","Anaerobic"
63186,"Zobellia galactanivorans","red algae","Aerobic"
87461,"Rhodopseudomonas rhenobacensis","eutrophic freshwater pond","Microaerophilic"
70863,"Shewanella oneidensis","sediments","Aerobic"
29347,"Clostridium scindens","feces","Anaerobic"
89153,"Clostridium hylemonae","feces","Anaerobic"
100884,"Coprobacillus cateniformis","feces","Anaerobic"
92759,"Gluconacetobacter sacchari","sugar cane","Aerobic"
47880,"Pseudomonas fulva","japanese paddy","Aerobic"
50340,"Pseudomonas fuscovaginae","oryza sativa","Aerobic"
86175,"Pseudomonas pertucinogena",NA,"Aerobic"
49186,"Marinobacterium stanieri","seawater","Aerobic"
317,"Pseudomonas syringae","syringa vulgaris","Aerobic"
33069,"Pseudomonas viridiflava","dwarf or runner bean","Aerobic"
1352,"Enterococcus faecium","pig, faeces","Aerobic"
94136,"Alkalibacillus haloalkaliphilus","lake abu gabara","Aerobic"
46677,"Pseudomonas agarici","agaricus bisporus, drippy gills","Aerobic"
36746,"Pseudomonas cichorii","cichorium endiva","Aerobic"
76947,"Sphingobium herbicidovorans","soil","Aerobic"
46680,"Pseudomonas nitroreducens","sequencing batch bioreactor","Aerobic"
95300,"Pseudomonas vancouverensis","soil, forest","Aerobic"
89065,"Pseudomonas abietaniphila","bleached kraft mill effluent","Aerobic"
40561,"Zoogloea resiniphila","sequencing batch bioreactor","Aerobic"
53407,"Pseudomonas asplenii","asplenium nidus","Aerobic"
53406,"Pseudomonas anguilliseptica","pond-cultured anguilla japonica","Aerobic"
298,"Pseudomonas marginalis","cichorum intybus, endive imported from belgium","Aerobic"
38288,"Corynebacterium genitalium",NA,"Aerobic"
86183,"Pseudomonas boreopolis",NA,"Aerobic"
28095,"Burkholderia gladioli","surface sterilised macerated mealybug","Aerobic"
99653,"Rhodococcus koreensis","industrial wastewater","Aerobic"
84096,"Gordonia alkanivorans","industrial wastewater","Aerobic"
86186,"Pseudomonas cissicola","leaf spot of cissus japonica","Aerobic"
28213,"Sphingomonas parapaucimobilis","urine","Aerobic"
28212,"Sphingomonas adhaesiva",NA,"Aerobic"
13690,"Sphingomonas yanoikuyae",NA,"Aerobic"
65656,"Hydrogenophaga taeniospiralis","soil","Aerobic"
108,"Spirosoma linguale","deep well water","Aerobic"
165813,"Sporanaerobacter acetigenes","waste water digestor, cheesedairy","Anaerobic"
1217908,"Octadecabacter antarcticus","ice, 25-50 cm from bottom of sea","Aerobic"
47877,"Pseudomonas amygdali","melia azedarach","Aerobic"
47877,"Pseudomonas amygdali","prunus dulcis","Aerobic"
29442,"Pseudomonas tolaasii","agaricus bisporus","Aerobic"
46678,"Pseudomonas caricapapayae","carica papayae","Aerobic"
83263,"Aminobacter aminovorans","garden soil, enrichment with trimethylamine","Aerobic"
100886,"Catenibacterium mitsuokai","faeces","Anaerobic"
131081,"Corynebacterium capitovis","sheep, scraping from infected head of a sheep","Aerobic"
131318,"Corynebacterium felinum","scottish wild cat, fellis silvestris","Aerobic"
1275,"Kocuria rosea","goldfish aquarium","Aerobic"
1352,"Enterococcus faecium","cheese","Aerobic"
47878,"Pseudomonas azotoformans","japanese unhulled rice","Aerobic"
47882,"Pseudomonas straminea","japanese unhulled rice","Aerobic"
48076,"Marinobacterium iners","oil brine","Aerobic"
46680,"Pseudomonas nitroreducens","oil brine","Aerobic"
89061,"Weissella thailandensis","fermented fish","Aerobic"
65497,"Actinoalloteichus cyanogriseus","soil","Aerobic"
46170,"Staphylococcus aureus aureus","aneurism","Aerobic"
46170,"Staphylococcus aureus aureus","nose","Aerobic"
46170,"Staphylococcus aureus aureus","tracheal","Aerobic"
136857,"Corynebacterium testudinoris","tortoise, necrotic lesions in mouth","Aerobic"
47880,"Pseudomonas fulva","japanese unhulled rice","Aerobic"
86796,"Marmoricola aurantiacus","marble statue","Aerobic"
57704,"Tsukamurella tyrosinosolvens","blood","Aerobic"
81030,"Hyphomonas hirschiana","mussel bed in thermal vent","Aerobic"
109214,"Xanthomonas cynarae","cynara scolymus","Aerobic"
136100,"Knoellia sinensis","soil, cellar","Aerobic"
184882,"Knoellia subterranea","cave, soil between rocks","Aerobic"
135735,"Bacillus endophyticus","inner tissues of cotton plants","Aerobic"
210,"Helicobacter pylori","gastritis","Microaerophilic"
67828,"Citrobacter gillenii","feces","Aerobic"
75105,"Paraburkholderia caribensis","soil, vertisol","Aerobic"
75658,"Campylobacter lanienae","asymptomatic worker in an abattoir","Microaerophilic"
408,"Methylobacterium extorquens","active sludge","Aerobic"
119025,"Albibacter helveticus","groundwater","Aerobic"
98671,"Pseudoglutamicibacter albus","urine","Aerobic"
98671,"Pseudoglutamicibacter albus","blood","Aerobic"
68895,"Cupriavidus basilensis","sediment of a fresh water pond","Aerobic"
67826,"Citrobacter sedlakii","bile","Aerobic"
84480,"Amycolatopsis thermoflava","soil","Aerobic"
29303,"Streptomyces cattleya","soil","Aerobic"
114259,"Nocardia paucivorans","sputum","Aerobic"
150025,"Leifsonia naganoensis","soil","Aerobic"
109465,"Nocardioides pyridinolyticus","oxic zone of an oil shale column","Aerobic"
208439,"Amycolatopsis japonica",NA,"Aerobic"
150026,"Leifsonia shinshuensis","soil","Aerobic"
1790,"Mycobacterium asiaticum","indian monkey, macacus rhesus","Aerobic"
121616,"Micromonospora matsumotoense","woodland soil","Aerobic"
238,"Elizabethkingia meningoseptica","tracheoalveolar aspirates","Aerobic"
569,"Hafnia alvei","bile","Aerobic"
120957,"Nocardia abscessus","joint abscess of a 56 year old man with a complete endoprosthesis of one of his knees","Aerobic"
150024,"Halomonas magadiensis","littoral sediments, magadii lake","Aerobic"
86669,"Acidovorax defluvii","activated sludge","Aerobic"
28031,"Lysinibacillus fusiformis","culex fatigans","Aerobic"
147825,"Psychrobacter proteolyticus","antarctic krill, stomach specimen","Aerobic"
249567,"Streptomyces decoyicus","garden soils","Aerobic"
285578,"Streptomyces angustmyceticus",NA,"Aerobic"
34015,"Sphingomonas natatoria","fresh water, swimming pool","Aerobic"
56361,"Blastomonas ursincola","cyanobacterial mat","Aerobic"
89772,"Aquamicrobium lusatiense","activated sludge, industrial waste water treatment plant","Aerobic"
95485,"Burkholderia stabilis","cystic fibrosis","Aerobic"
60246,"Helicobacter ganmani","mouse","Anaerobic"
76848,"Sphingomonas roseiflava","setaria viridis","Aerobic"
149017,"Arcanobacterium hippocoleae","horse, vaginal discharge","Anaerobic"
907,"Megasphaera elsdenii","sheep, rumen","Anaerobic"
158080,"Chromohalobacter salexigens","saltern","Aerobic"
156456,"Anaeroglobus geminatus","gastric fluid","Anaerobic"
151081,"Pseudoalteromonas ruthenica","mussel crenomytilus grayanus","Aerobic"
152297,"Pseudoalteromonas issachenkonii","alga fucus evanescens","Aerobic"
184924,"Pseudoalteromonas maricaloris","sponge fascaplysinopsis reticulate","Aerobic"
93973,"Shewanella japonica","sea water","Aerobic"
86104,"Arenibacter latericius","sandy sediments","Aerobic"
102148,"Solobacterium moorei","intestine","Anaerobic"
28169,"Listonella pelagia","seawater","Aerobic"
183417,"Proteus hauseri",NA,"Aerobic"
1311818,"Proteus genomospecies 4","urine","Aerobic"
1311788,"Proteus genomospecies 5","urine","Aerobic"
1311820,"Proteus genomospecies 6","urine","Aerobic"
184072,"Cosenzaea myxofaciens","gypsy moth, porthetria dispar larvae","Aerobic"
1352,"Enterococcus faecium","water","Aerobic"
1351,"Enterococcus faecalis","urinary tract infection","Aerobic"
562,"Escherichia coli","sewage","Aerobic"
287,"Pseudomonas aeruginosa","bile","Aerobic"
470,"Acinetobacter baumannii","rectum","Aerobic"
138595,"Olsenella profusa","subgingival plaque","Anaerobic"
104087,"Pseudomonas frederiksbergensis","soil from a gasification site","Aerobic"
37763,"Clostridium perfringens A","horse","Anaerobic"
37763,"Clostridium perfringens A","calf","Anaerobic"
40223,"Methylophaga thalassica","sea water","Aerobic"
45495,"Methylophaga marina","marine sludge","Aerobic"
150336,"Clostridium thiosulfatireducens","waste water digestor from a cheesedairy","Anaerobic"
173959,"Brevibacillus invocatus","antibiotic fermenter contaminant","Aerobic"
147206,"Collinsella stercoris","feces","Anaerobic"
147207,"Collinsella intestinalis","feces","Anaerobic"
1352,"Enterococcus faecium","sausage","Aerobic"
674,"Vibrio mimicus","lake water","Aerobic"
46182,"Nonomuraea spiralis","soil","Aerobic"
46174,"Nonomuraea ferruginea","compost soil","Aerobic"
39960,"Erythrobacter litoralis","cyanobacterial mat","Aerobic"
35811,"Erythromicrobium ramosum","cyanobacterial mat from a hot spring","Aerobic"
1462,"Geobacillus kaustophilus","pasteurized milk","Aerobic"
1426,"Geobacillus thermoglucosidasius","soil","Aerobic"
1484,"Hydrogenibacillus schlegelii","mud surface","Aerobic"
59843,"Paenibacillus glucanolyticus",NA,"Aerobic"
37763,"Clostridium perfringens A","dead turkey","Anaerobic"
37763,"Clostridium perfringens A","ox, feces","Anaerobic"
37763,"Clostridium perfringens A","ox","Anaerobic"
37763,"Clostridium perfringens A","pig, feces","Anaerobic"
37763,"Clostridium perfringens A","turkey","Anaerobic"
120213,"Subtercola boreus","groundwater","Aerobic"
120298,"Subtercola frigoramans","groundwater","Aerobic"
545,"Citrobacter koseri","trachea","Aerobic"
37763,"Clostridium perfringens A","pig, faeces","Anaerobic"
46177,"Nonomuraea pusilla","soil","Aerobic"
37484,"Nonomuraea helvata","soil","Aerobic"
1422,"Geobacillus stearothermophilus","hot springs","Aerobic"
86179,"Chromohalobacter beijerinckii",NA,"Aerobic"
297,"Hydrogenophilus thermoluteolus","soil around hot spring","Aerobic"
384,"Rhizobium leguminosarum","effective nodules of pisum sativum","Aerobic"
135000,"Alteromonas alvinellae","polychaete annelid avinella pompejana","Aerobic"
88688,"Caulobacter segnis","soil","Aerobic"
93369,"Pseudaminobacter salicylatoxidans","water, river","Aerobic"
76980,"Ahrensia kielensis","brackish water","Aerobic"
29348,"Clostridium spiroforme","feces","Anaerobic"
103817,"Janibacter terrae","polluted groundwater","Aerobic"
117207,"Sphingopyxis alaskensis","seawater","Aerobic"
85044,"Williamsia muralis","water-damaged indoor building material","Aerobic"
70584,"Aquabacterium parvum","drinking water biofilms","Aerobic"
70586,"Aquabacterium commune","drinking water biofilms","Aerobic"
70582,"Aquabacterium citratiphilum","drinking water biofilms","Aerobic"
43666,"Paeniglutamicibacter sulfureus","oil-brine in yabase oil-field","Aerobic"
37930,"Glutamicibacter protophormiae","fly, protophormia terraenovae","Aerobic"
43664,"Paenarthrobacter histidinolovorans","soil","Aerobic"
1676,"Pseudarthrobacter polychromogenes","air","Aerobic"
29320,"Paenarthrobacter nicotinovorans",NA,"Aerobic"
42256,"Rubrobacter radiotolerans","thermo-mineral water spring","Aerobic"
88568,"Friedmanniella lacustris","water","Aerobic"
160826,"Nocardioides aquaticus","water","Aerobic"
52762,"Skermanella parooensis","fresh water","Aerobic"
1352,"Enterococcus faecium","stool","Aerobic"
1351,"Enterococcus faecalis","eye","Aerobic"
76891,"Asticcacaulis biprosthecium","freshwater aquarium","Aerobic"
69473,"Acholeplasma vituli","foetal bovine serum and cell cultures","Aerobic"
43665,"Paenarthrobacter ilicis","american holly, ilex opaca","Aerobic"
1671,"Arthrobacter oxydans","air","Aerobic"
78448,"Bifidobacterium pullorum","chicken, feces","Anaerobic"
94254,"Dyadobacter fermentans","surface sterilized zea mays stems","Aerobic"
46180,"Nonomuraea rubra","soil","Aerobic"
46181,"Nonomuraea salmonea",NA,"Aerobic"
103838,"Nonomuraea turkmeniaca","soil","Aerobic"
58124,"Catellatospora citrea citrea","woodland soil","Aerobic"
121620,"Catellatospora methionotrophica","woodland soil","Aerobic"
53367,"Asanoa ferruginea","woodland soil","Aerobic"
53368,"Hamadaea tsunoensis","woodland soil","Aerobic"
61858,"Natronorubrum bangense","sediment of the bange salt-alkaline lake","Aerobic"
63128,"Natronorubrum tibetense","sediment of the bange salt-alkaline lake","Aerobic"
60489,"Nocardioides nitrophenolicus","industrial wastewater","Aerobic"
103817,"Janibacter terrae","soil around a wastewater treatment plant","Aerobic"
83526,"Lactobacillus paralimentarius","fermented vegetable, kimchi","Aerobic"
129052,"Catelliglobosispora koreensis","soil at a gold-mine cave","Aerobic"
28092,"Paraburkholderia andropogonis","leaf spot, dianthus caryophyllus cv. apollo","Aerobic"
1352,"Enterococcus faecium","surgical drainage","Aerobic"
115433,"Amycolatopsis sacchari","floor dust of a hemp factory","Aerobic"
150832,"Nesterenkonia lacusekhoensis","water","Aerobic"
85085,"Pseudarthrobacter chlorophenolicus","soil","Aerobic"
103816,"Rhodococcus pyridinivorans","activated sludge","Aerobic"
881,"Desulfovibrio vulgaris vulgaris","soil","Anaerobic"
39950,"Dialister pneumosintes","nasal passage abscess","Anaerobic"
870,"Dichelobacter nodosus","foot rot in sheep","Anaerobic"
45254,"Dysgonomonas capnocytophagoides","cutaneous abscess","Anaerobic"
52229,"Hallella seregens","gingival crevice of periodontally healthy patient","Anaerobic"
76305,"Roseibium denhamense","botryocladia sp.","Aerobic"
150831,"Roseibium hamelinense","sands","Aerobic"
562,"Escherichia coli","human, anus","Aerobic"
548,"Klebsiella aerogenes","urine","Aerobic"
584,"Proteus mirabilis","drain","Aerobic"
587,"Providencia rettgeri","sputum","Aerobic"
160799,"Paenibacillus borealis","spruce forest humus","Aerobic"
78229,"Acidovorax anthurii","anthurium sp.","Aerobic"
78587,"Asticcacaulis excentricus","freshwater aquarium","Aerobic"
118246,"Ureibacillus terrenus","soil","Aerobic"
61150,"Pseudoalteromonas peptidolytica","seawater","Aerobic"
38304,"Corynebacterium tuberculostearicum","contaminant","Aerobic"
43990,"Corynebacterium segmentosum","nasal catarrh","Aerobic"
34,"Myxococcus xanthus","soil","Aerobic"
28068,"Rubrivivax gelatinosus","acetate enrichment","Anaerobic"
41202,"Ewingella americana","blood","Aerobic"
33910,"Amycolatopsis mediterranei","soil","Aerobic"
120107,"Sphingobium cloacae","wastewater of a sewage treatment","Aerobic"
91359,"Enterovibrio calviensis","0.2 mm filtrated seawater","Aerobic"
101571,"Burkholderia ubonensis","road-side, surface soil","Aerobic"
163665,"Dysgonomonas mossii","abdominal drainage","Anaerobic"
34038,"Rahnella aquatilis","beta vulgaris","Aerobic"
165758,"Streptococcus gallinaceus","chicken, sepsis","Aerobic"
94137,"Filobacillus milosensis","beach sediment","Aerobic"
225971,"Erythrobacter citreus","seawater","Aerobic"
46170,"Staphylococcus aureus aureus","skin","Aerobic"
134537,"Paraburkholderia fungorum","fungus","Aerobic"
134536,"Paraburkholderia caledonica","soil rhizosphere","Aerobic"
1352,"Enterococcus faecium","wound infection","Aerobic"
33995,"Komagataeibacter europaeus","cider vinegar","Aerobic"
112413,"Amycolatopsis rubida","soil, conifer forest","Aerobic"
157779,"Halomonas marisflavi","water sample","Aerobic"
178774,"Bacillus luciferensis","geothermal soil","Aerobic"
29491,"Aeromonas salmonicida salmonicida","diseased fish","Aerobic"
99907,"Alkalibacterium olivapovliticus","edible-olive wash-waters","Aerobic"
112009,"Ignatzschineria larvae","larval stages of wohlfahrtia magnifica maggots","Aerobic"
68170,"Lechevalieria aerocolonigenes","soil","Aerobic"
103732,"Lechevalieria flava","soil","Aerobic"
31958,"Amycolatopsis orientalis","soil","Aerobic"
2074,"Pseudonocardia autotrophica","contaminant in a phosphate buffer solution","Aerobic"
52226,"Mitsuokella multacida","feces","Anaerobic"
34007,"Paracoccus versutus","enrichment medium for thiobacillus denitrificans","Aerobic"
182773,"Clostridium isatidis","woad vat","Anaerobic"
350,"Zoogloea ramigera","branched zoogloea from trickling filter sample","Aerobic"
108437,"Comamonas nitrativorans","denitrifying reactor treating landfill leachate","Aerobic"
107327,"Pseudoalteromonas ulvae","surface of the marine alga ulva lactuca","Aerobic"
99286,"Flavobacterium frigidarium","marine sediment","Aerobic"
146820,"Streptomyces stelliscabiei","solanum tuberosum","Aerobic"
65515,"Nonomuraea dietziae","soil","Aerobic"
137993,"Bacillus funiculus","activated sludge of wastewater tanks","Aerobic"
155618,"Enterococcus haemoperoxidus","non-drinkable water","Aerobic"
88373,"Agromyces luteolus","surface of roots of sonneratia alba","Aerobic"
43355,"Crossiella cryophila","soil","Aerobic"
112331,"Planomicrobium koreense","jeotgal, korean traditional fermented seafood","Aerobic"
83456,"Myxococcus virescens","soil, seaside","Aerobic"
62153,"Vibrio shilonii","bleached coral sample","Aerobic"
104336,"Microbacterium foliorum","phyllosphere of grasses","Aerobic"
124798,"Microbacterium phyllosphaerae","phyllosphere of grasses","Aerobic"
168471,"Laribacter hongkongensis","blood","Aerobic"
146819,"Streptomyces europaeiscabiei","solanum tuberosum","Aerobic"
146821,"Streptomyces reticuliscabiei","lesions of nettedscab on potato tubers","Aerobic"
1452,"Bacillus atrophaeus","soil","Aerobic"
112140,"Gluconacetobacter johannae","coffee plants, rhizosphere","Aerobic"
142834,"Gluconacetobacter azotocaptans","coffee plants, rhizosphere","Aerobic"
169177,"Exiguobacterium undae","garden pond","Aerobic"
132920,"Exiguobacterium antarcticum","microbial material","Aerobic"
137584,"Thalassomonas viridans","cultivated oyster","Aerobic"
136468,"Vibrio lentus","cultivated oyster","Aerobic"
164546,"Cupriavidus taiwanensis",NA,"Aerobic"
112904,"Enterococcus villorum","piglet","Aerobic"
150033,"Enterococcus ratti","neonatal rat, diarrhea","Aerobic"
173675,"Sphingopyxis witflariensis","activated sludge","Aerobic"
136093,"Globicatella sulfidifaciens","cattle, lung","Microaerophilic"
173676,"Novosphingobium hassiacum","aerated sevage pond","Aerobic"
151783,"Cupriavidus campinensis","zinc desertified area","Aerobic"
119219,"Cupriavidus metallidurans","waste water, zinc factory","Aerobic"
160386,"Corynebacterium casei","cheese","Aerobic"
1727,"Corynebacterium variabile","cheese","Aerobic"
159896,"Microbacterium gubbeenense","cheese","Aerobic"
93380,"Pseudaminobacter defluvii","activated sludge","Aerobic"
562,"Escherichia coli","infant","Aerobic"
121428,"Sphingobium xenophagum","water, river","Aerobic"
160396,"Chryseobacterium defluvii","wastewater","Aerobic"
1353,"Enterococcus gallinarum","unknown","Aerobic"
37734,"Enterococcus casseliflavus","abscess","Aerobic"
37734,"Enterococcus casseliflavus","blood culture","Aerobic"
159450,"Paraburkholderia sacchari","soil","Aerobic"
175570,"Virgisporangium aurantiacum","soil, vegetable field","Aerobic"
65505,"Virgisporangium ochraceum","soil, vegetable field","Aerobic"
104269,"Tenacibaculum amylolyticum","green algae","Aerobic"
104268,"Tenacibaculum mesophilum","sponge","Aerobic"
174038,"Luteococcus sanguinis","blood","Aerobic"
225971,"Erythrobacter citreus","indian ocean","Aerobic"
571,"Klebsiella oxytoca","urine","Aerobic"
134962,"Nocardia soli","soil from river","Aerobic"
116718,"Paenibacillus azoreducens","wastewater","Aerobic"
165807,"Nocardia cummidelens","vulcanised rubber","Aerobic"
134984,"Nocardia fluminea","soil","Aerobic"
83619,"Pseudoxanthomonas broegbernensis","experimental biofilter","Aerobic"
83617,"Stenotrophomonas nitritireducens","laboratory scale biofilter","Aerobic"
83615,"Luteimonas mephitis","experimental biofilter","Aerobic"
300181,"Serratia ureilytica","unknown source","Aerobic"
88074,"Kitasatospora cineracea","soil","Aerobic"
88075,"Kitasatospora niigatensis","soil","Aerobic"
95162,"Nocardia beijingensis","mud from a sewage ditch","Aerobic"
99117,"Friedmanniella capsulata","activated sludge","Aerobic"
57003,"Amaricoccus veronensis","activated sludge","Aerobic"
57002,"Amaricoccus tamworthensis","activated sludge","Aerobic"
57001,"Amaricoccus macauensis","activated sludge","Aerobic"
210,"Helicobacter pylori","gastric","Microaerophilic"
156977,"Microbacterium resistens","corneal ulcer","Aerobic"
152480,"Burkholderia ambifaria","healthy pea plants","Aerobic"
94624,"Bordetella petrii","river sediment derived anaerobic bioreactor","Aerobic"
93222,"Pandoraea sputorum","cystic fibrosis patient","Aerobic"
65786,"Hydrogenophaga intermedia","waste water","Aerobic"
170994,"Brevibacterium paucivorans","blood","Aerobic"
119858,"Bacillus sonorensis","soil","Aerobic"
114136,"Paenibacillus jamilae","olive-mill wastewater","Aerobic"
117606,"Halomonas maura","solar jaltplant","Aerobic"
110479,"Asaia siamensis","crown flower, calotropis gigantea","Aerobic"
187326,"Megasphaera micronuciformis","liver abscess","Anaerobic"
105219,"Ralstonia mannitolilytica","contaminated autoclave fluids","Aerobic"
584,"Proteus mirabilis","wound exudate","Aerobic"
108980,"Acinetobacter ursingii","blood","Aerobic"
108981,"Acinetobacter schindleri","urine","Aerobic"
180588,"Psychrobacter faecalis","bioaerosol","Aerobic"
287,"Pseudomonas aeruginosa","sputum of cystic fibrosis patient","Aerobic"
89784,"Alicyclobacillus hesperidum","solfataric soil","Aerobic"
38304,"Corynebacterium tuberculostearicum","bone marrow","Aerobic"
470,"Acinetobacter baumannii","index outbreak","Aerobic"
160791,"Sphingomonas wittichii","water samples","Aerobic"
180195,"Herbaspirillum autotrophicum","eutrophic lake water","Aerobic"
57480,"Microvirgula aerodenitrificans","fresh water","Aerobic"
56425,"Mycobacterium bohemicum","bronchopulmonary swab","Aerobic"
208223,"Kosakonia cowanii","blood","Aerobic"
153622,"Vibrio agarivorans","seawater","Aerobic"
131080,"Limnobacter thiooxidans","fresh water, lake","Aerobic"
287,"Pseudomonas aeruginosa","infection of burn wound","Aerobic"
87645,"Aquaspirillum arcticum","sediment, snow and ice","Aerobic"
80879,"Curvibacter delicatus","distilled water sample","Aerobic"
180194,"Giesbergeria giesbergeri","fresh water","Aerobic"
180194,"Giesbergeria giesbergeri","pond water","Aerobic"
