"tax_id","org_name","genome_size","gc_content","motility","gram_stain","sporulation","cell_shape","range_salinity","range_tmp","metabolism","optimum_tmp","ref_type","reference"
1238,NA,NA,39.14,NA,NA,NA,NA,NA,"Psychrophilic","Facultative",20,"doi","doi.org/10.1093/nar/gkw1017"
1238,NA,NA,40.62,NA,NA,NA,NA,NA,"Psychrophilic","Facultative",20,"doi","doi.org/10.1093/nar/gkw1017"
1238,NA,NA,55.04,NA,NA,NA,NA,NA,"Psychrophilic","Facultative",20,"doi","doi.org/10.1093/nar/gkw1017"
1238,NA,3515553,39.86,NA,NA,NA,NA,NA,"Psychrophilic","Facultative",20,"doi","doi.org/10.1093/nar/gkw1017"
1238,NA,NA,39.42,NA,NA,NA,NA,NA,"Psychrophilic","Facultative",20,"doi","doi.org/10.1093/nar/gkw1017"
1238,NA,NA,39.23,NA,NA,NA,NA,NA,"Psychrophilic","Facultative",20,"doi","doi.org/10.1093/nar/gkw1017"
1238,NA,NA,38.29,NA,NA,NA,NA,NA,"Psychrophilic","Facultative",20,"doi","doi.org/10.1093/nar/gkw1017"
1238,NA,NA,38.16,NA,NA,NA,NA,NA,"Psychrophilic","Facultative",20,"doi","doi.org/10.1093/nar/gkw1017"
1238,NA,3354469,39.66,NA,NA,NA,NA,NA,"Psychrophilic","Facultative",20,"doi","doi.org/10.1093/nar/gkw1017"
1238,NA,3489052,39.74,NA,NA,NA,NA,NA,"Psychrophilic","Facultative",20,"doi","doi.org/10.1093/nar/gkw1017"
1238,NA,NA,40.61,NA,NA,NA,NA,NA,"Psychrophilic","Facultative",20,"doi","doi.org/10.1093/nar/gkw1017"
1238,NA,NA,53.08,NA,NA,NA,NA,NA,"Psychrophilic","Facultative",20,"doi","doi.org/10.1093/nar/gkw1017"
1238,NA,NA,39.19,NA,NA,NA,NA,NA,"Psychrophilic","Facultative",20,"doi","doi.org/10.1093/nar/gkw1017"
1238,NA,NA,39.08,NA,NA,NA,NA,NA,"Psychrophilic","Facultative",20,"doi","doi.org/10.1093/nar/gkw1017"
1238,NA,NA,38.28,NA,NA,NA,NA,NA,"Psychrophilic","Facultative",20,"doi","doi.org/10.1093/nar/gkw1017"
1238,NA,3349099,39.66,NA,NA,NA,NA,NA,"Psychrophilic","Facultative",20,"doi","doi.org/10.1093/nar/gkw1017"
1238,NA,NA,38.15,NA,NA,NA,NA,NA,"Psychrophilic","Facultative",20,"doi","doi.org/10.1093/nar/gkw1017"
1238,NA,3509728,39.64,NA,NA,NA,NA,NA,"Psychrophilic","Facultative",20,"doi","doi.org/10.1093/nar/gkw1017"
1238,NA,NA,37.27,NA,NA,NA,NA,NA,"Psychrophilic","Facultative",20,"doi","doi.org/10.1093/nar/gkw1017"
1238,NA,NA,39.07,NA,NA,NA,NA,NA,"Psychrophilic","Facultative",20,"doi","doi.org/10.1093/nar/gkw1017"
1238,NA,NA,38.92,NA,NA,NA,NA,NA,"Psychrophilic","Facultative",20,"doi","doi.org/10.1093/nar/gkw1017"
1238,NA,NA,40.6,NA,NA,NA,NA,NA,"Psychrophilic","Facultative",20,"doi","doi.org/10.1093/nar/gkw1017"
1238,NA,NA,38.49,NA,NA,NA,NA,NA,"Psychrophilic","Facultative",20,"doi","doi.org/10.1093/nar/gkw1017"
1238,NA,NA,38.91,NA,NA,NA,NA,NA,"Psychrophilic","Facultative",20,"doi","doi.org/10.1093/nar/gkw1017"
1238,NA,3308199,39.67,NA,NA,NA,NA,NA,"Psychrophilic","Facultative",20,"doi","doi.org/10.1093/nar/gkw1017"
1238,NA,NA,39.51,NA,NA,NA,NA,NA,"Psychrophilic","Facultative",20,"doi","doi.org/10.1093/nar/gkw1017"
1238,NA,NA,39.33,NA,NA,NA,NA,NA,"Psychrophilic","Facultative",20,"doi","doi.org/10.1093/nar/gkw1017"
1238,NA,NA,39.04,NA,NA,NA,NA,NA,"Psychrophilic","Facultative",20,"doi","doi.org/10.1093/nar/gkw1017"
1238,NA,3511244,39.64,NA,NA,NA,NA,NA,"Psychrophilic","Facultative",20,"doi","doi.org/10.1093/nar/gkw1017"
1238,NA,NA,38.96,NA,NA,NA,NA,NA,"Psychrophilic","Facultative",20,"doi","doi.org/10.1093/nar/gkw1017"
1238,NA,NA,38.95,NA,NA,NA,NA,NA,"Psychrophilic","Facultative",20,"doi","doi.org/10.1093/nar/gkw1017"
1238,NA,3515768,39.64,NA,NA,NA,NA,NA,"Psychrophilic","Facultative",20,"doi","doi.org/10.1093/nar/gkw1017"
1238,NA,3285457,39.69,NA,NA,NA,NA,NA,"Psychrophilic","Facultative",20,"doi","doi.org/10.1093/nar/gkw1017"
1238,NA,NA,38.5,NA,NA,NA,NA,NA,"Psychrophilic","Facultative",20,"doi","doi.org/10.1093/nar/gkw1017"
1238,NA,NA,39.52,NA,NA,NA,NA,NA,"Psychrophilic","Facultative",20,"doi","doi.org/10.1093/nar/gkw1017"
1238,NA,NA,39.32,NA,NA,NA,NA,NA,"Psychrophilic","Facultative",20,"doi","doi.org/10.1093/nar/gkw1017"
1238,NA,NA,38.97,NA,NA,NA,NA,NA,"Psychrophilic","Facultative",20,"doi","doi.org/10.1093/nar/gkw1017"
1238,NA,NA,37.28,NA,NA,NA,NA,NA,"Psychrophilic","Facultative",20,"doi","doi.org/10.1093/nar/gkw1017"
1238,NA,3515614,39.64,NA,NA,NA,NA,NA,"Psychrophilic","Facultative",20,"doi","doi.org/10.1093/nar/gkw1017"
1238,NA,NA,38.94,NA,NA,NA,NA,NA,"Psychrophilic","Facultative",20,"doi","doi.org/10.1093/nar/gkw1017"
1238,NA,3429719,39.68,NA,NA,NA,NA,NA,"Psychrophilic","Facultative",20,"doi","doi.org/10.1093/nar/gkw1017"
1238,NA,NA,38.93,NA,NA,NA,NA,NA,"Psychrophilic","Facultative",20,"doi","doi.org/10.1093/nar/gkw1017"
1238,NA,NA,39.12,NA,NA,NA,NA,NA,"Psychrophilic","Facultative",20,"doi","doi.org/10.1093/nar/gkw1017"
1238,NA,3516383,39.64,NA,NA,NA,NA,NA,"Psychrophilic","Facultative",20,"doi","doi.org/10.1093/nar/gkw1017"
1238,NA,NA,38.98,NA,NA,NA,NA,NA,"Psychrophilic","Facultative",20,"doi","doi.org/10.1093/nar/gkw1017"
1238,NA,NA,38.88,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,"doi","doi.org/10.1093/nar/gkw1017"
1238,NA,NA,40.6,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,"doi","doi.org/10.1093/nar/gkw1017"
1238,NA,3489744,39.65,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,"doi","doi.org/10.1093/nar/gkw1017"
1238,NA,NA,39.05,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,"doi","doi.org/10.1093/nar/gkw1017"
1238,NA,NA,37.27,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,"doi","doi.org/10.1093/nar/gkw1017"
1238,NA,3061568,40.64,NA,"Negative",NA,NA,NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
521674,"Planctomyces limnophilus DSM 3776",5460085,53.7,"Yes","-",NA,"Oval",NA,"Mesophilic","Aerobic",NA,"doi","doi.org/10.1093/nar/gkw1017"
344747,"Planctomyces maris DSM 8797",NA,50.4,"Yes","-",NA,"Oval","Mesophilic","Mesophilic","Aerobic",NA,"doi","doi.org/10.1093/nar/gkw1017"
1752218,NA,5083525,60.473785,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,"doi","doi.org/10.1093/nar/gkw1017"
1703413,NA,2821569,67.578445,NA,NA,NA,NA,NA,"Mesophilic","Anaerobic",NA,"doi","doi.org/10.1093/nar/gkw1017"
1703414,NA,2020164,52.3878,NA,NA,NA,NA,NA,"Mesophilic","Anaerobic",NA,"doi","doi.org/10.1093/nar/gkw1017"
1703415,NA,1746620,62.151157,NA,NA,NA,NA,NA,"Mesophilic","Anaerobic",NA,"doi","doi.org/10.1093/nar/gkw1017"
1704028,NA,3770408,66.67678,NA,NA,NA,NA,NA,"Mesophilic","Anaerobic",NA,"doi","doi.org/10.1093/nar/gkw1017"
1704029,NA,2299355,69.24653,NA,NA,NA,NA,NA,"Mesophilic","Anaerobic",NA,"doi","doi.org/10.1093/nar/gkw1017"
1704030,NA,1825793,62.33842,NA,NA,NA,NA,NA,"Mesophilic","Anaerobic",NA,"doi","doi.org/10.1093/nar/gkw1017"
2596890,NA,9503417,39.384846,"Yes","Negative",NA,NA,NA,"Mesophilic","Aerobic",NA,"doi","doi.org/10.1093/nar/gkw1017"
521674,NA,NA,57.03,"Yes","Negative",NA,"Cocci",NA,"Mesophilic","Aerobic",NA,"doi","doi.org/10.1093/nar/gkw1017"
282423,NA,5084134,39.63554,NA,NA,NA,"Filamentous",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
388467,NA,5045869,39.57,"Yes","Negative",NA,"Filamentous",NA,"Mesophilic","Facultative",20,"doi","doi.org/10.1093/nar/gkw1017"
388467,NA,NA,36.92,"Yes","Negative",NA,"Filamentous",NA,"Mesophilic","Facultative",20,"doi","doi.org/10.1093/nar/gkw1017"
388467,NA,NA,38.74,"Yes","Negative",NA,"Filamentous",NA,"Mesophilic","Facultative",20,"doi","doi.org/10.1093/nar/gkw1017"
388467,NA,NA,39.24,"Yes","Negative",NA,"Filamentous",NA,"Mesophilic","Facultative",20,"doi","doi.org/10.1093/nar/gkw1017"
388467,NA,NA,37.76,"Yes","Negative",NA,"Filamentous",NA,"Mesophilic","Facultative",20,"doi","doi.org/10.1093/nar/gkw1017"
388467,NA,NA,40.27,"Yes","Negative",NA,"Filamentous",NA,"Mesophilic","Facultative",20,"doi","doi.org/10.1093/nar/gkw1017"
329553,"Planktothrix agardhii NIVA-CYA 15",5392702,39.5,"Yes","Negative",NA,"Filamentous","NonHalophilic",NA,"Aerobic",NA,"doi","doi.org/10.1093/nar/gkw1017"
213631,"Planktothrix agardhii NIVA-CYA 34",5515411,39.5,"Yes","Negative",NA,"Filamentous","NonHalophilic",NA,"Aerobic",NA,"doi","doi.org/10.1093/nar/gkw1017"
329545,"Planktothrix agardhii NIVA-CYA 56/3",5485641,39.5,"Yes","Negative",NA,"Filamentous","NonHalophilic",NA,"Aerobic",NA,"doi","doi.org/10.1093/nar/gkw1017"
545630,"Planktothrix mougeotii NIVA-CYA 405",5474504,39.5,"Motile","Negative",NA,"Filamentous","NonHalophilic",NA,"Aerobic",NA,"doi","doi.org/10.1093/nar/gkw1017"
545626,"Planktothrix prolifica NIVA-CYA 406",5633860,39.5,"Yes","Negative",NA,"Filamentous","NonHalophilic",NA,"Aerobic",NA,"doi","doi.org/10.1093/nar/gkw1017"
1255359,"Planktothrix prolifica NIVA-CYA 540",5510105,39.5,"Yes","Negative",NA,"Filamentous","NonHalophilic",NA,"Aerobic",NA,"doi","doi.org/10.1093/nar/gkw1017"
1255374,"Planktothrix rubescens NIVA-CYA 407",5402900,39.5,"Yes","Negative","No","Filamentous","NonHalophilic",NA,"Aerobic",NA,"doi","doi.org/10.1093/nar/gkw1017"
329562,"Planktothrix prolifica NIVA-CYA 98",5627686,39.5,"Yes","Negative","No","Filamentous","NonHalophilic",NA,"Aerobic",NA,"doi","doi.org/10.1093/nar/gkw1017"
1005941,"Planococcus halocryophilus Or1",3426806,39.9,NA,NA,NA,NA,"ExtremeHalophilic","Cryophilic","Unknown",NA,"doi","doi.org/10.1093/nar/gkw1017"
192421,NA,3251644,47.27,NA,NA,NA,NA,NA,"Mesophilic","Aerobic",32,"doi","doi.org/10.1093/nar/gkw1017"
200991,NA,3518002,48.43,NA,NA,NA,NA,NA,"Mesophilic","Aerobic",37,"doi","doi.org/10.1093/nar/gkw1017"
1541197,NA,3310887,46.28,"Yes","Positive","No","Cocci","ModerateHalophilic","Mesophilic","Aerobic",35,"doi","doi.org/10.1093/nar/gkw1017"
1526927,NA,3199864,39.33,NA,"Positive",NA,"Cocci","Unknown","Cryophilic","Aerobic",NA,"doi","doi.org/10.1093/nar/gkw1017"
1526927,NA,NA,33.26,NA,"Positive",NA,"Cocci",NA,"Cryophilic","Aerobic",NA,"doi","doi.org/10.1093/nar/gkw1017"
1273538,NA,3900800,46.997437,"Yes","Positive",NA,"Coccobacilli",NA,"Psychrophilic","Aerobic",25,"doi","doi.org/10.1093/nar/gkw1017"
1885025,NA,5004097,71.59244,"Yes","Negative",NA,"Bacilli",NA,"Psychrophilic","Aerobic",15,"doi","doi.org/10.1093/nar/gkw1017"
391625,"Plesiocystis pacifica SIR-1",NA,70.7,"Yes","-",NA,"Rod","Mesophilic","Mesophilic","Aerobic",29,"doi","doi.org/10.1093/nar/gkw1017"
1315976,"Plesiomonas shigelloides 302-73",3908112,51.2,"Yes","Negative",NA,"Bacilli",NA,NA,"Anaerobic",NA,"doi","doi.org/10.1093/nar/gkw1017"
1339230,NA,3836772,51.7,NA,NA,NA,NA,"Mesophilic","Mesophilic","Aerobic",NA,"doi","doi.org/10.1093/nar/gkw1017"
118161,"Pleurocapsa sp. PCC 7319",7384997,38.7,NA,NA,NA,NA,NA,"Mesophilic","Aerobic",NA,"doi","doi.org/10.1093/nar/gkw1017"
1354260,NA,5662775,58.64,"Yes","Negative",NA,"Bacilli",NA,"Mesophilic","Facultative",30,"doi","doi.org/10.1093/nar/gkw1017"
1248440,"Polaribacter franzmannii ATCC 700399",6902853,32.5,NA,"Negative",NA,NA,NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
313594,"Polaribacter irgensii 23-P",NA,34.5,"Yes","-",NA,"Rod",NA,"Psychrophilic","Aerobic",NA,"doi","doi.org/10.1093/nar/gkw1017"
1336803,NA,3012752,30.98,"Yes","Negative",NA,"Bacilli","Mesophilic","Psychrophilic","Aerobic",15,"doi","doi.org/10.1093/nar/gkw1017"
1250005,NA,3914068,29.24,"Yes","Negative",NA,"Bacilli","Mesophilic","Mesophilic","Facultative",21,"doi","doi.org/10.1093/nar/gkw1017"
313598,"Polaribacter sp. MED152",NA,30.6,"Yes","-","No","Rod",NA,NA,"Aerobic",NA,"doi","doi.org/10.1093/nar/gkw1017"
1321608,NA,5134650,62.87,"Yes","Negative",NA,"Bacilli",NA,"Mesophilic","Aerobic",29,"doi","doi.org/10.1093/nar/gkw1017"
365044,NA,NA,59.56,"No","Negative",NA,"Cocci",NA,"Mesophilic","Aerobic",20,"doi","doi.org/10.1093/nar/gkw1017"
365044,NA,NA,56.89,"No","Negative",NA,"Cocci",NA,"Mesophilic","Aerobic",20,"doi","doi.org/10.1093/nar/gkw1017"
365044,NA,NA,58.01,"No","Negative",NA,"Cocci",NA,"Mesophilic","Aerobic",20,"doi","doi.org/10.1093/nar/gkw1017"
365044,"Polaromonas naphthalenivorans CJ2",5366143,61.7,"No","-",NA,"Coccus",NA,"Mesophilic","Aerobic",20,"doi","doi.org/10.1093/nar/gkw1017"
365044,NA,NA,52.13,"No","Negative",NA,"Cocci",NA,"Mesophilic","Aerobic",20,"doi","doi.org/10.1093/nar/gkw1017"
365044,NA,NA,58.99,"No","Negative",NA,"Cocci",NA,"Mesophilic","Aerobic",20,"doi","doi.org/10.1093/nar/gkw1017"
365044,NA,NA,55.67,"No","Negative",NA,"Cocci",NA,"Mesophilic","Aerobic",20,"doi","doi.org/10.1093/nar/gkw1017"
365044,NA,NA,57.05,"No","Negative",NA,"Cocci",NA,"Mesophilic","Aerobic",20,"doi","doi.org/10.1093/nar/gkw1017"
365044,NA,NA,57.55,"No","Negative",NA,"Cocci",NA,"Mesophilic","Aerobic",20,"doi","doi.org/10.1093/nar/gkw1017"
296591,"Polaromonas sp. JS666",5898676,62,"No","-",NA,"Rod","Non-halophilic","Mesophilic","Aerobic",20,"doi","doi.org/10.1093/nar/gkw1017"
296591,NA,NA,56.91,"No","Negative",NA,"Bacilli",NA,"Mesophilic","Aerobic",20,"doi","doi.org/10.1093/nar/gkw1017"
296591,NA,NA,59.72,"No","Negative",NA,"Bacilli",NA,"Mesophilic","Aerobic",20,"doi","doi.org/10.1093/nar/gkw1017"
576611,NA,1833375,45.63732,NA,"Negative",NA,"Bacilli",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
576611,NA,2138879,44.81,"No","Negative",NA,"Bacilli",NA,"Mesophilic","Aerobic",NA,"doi","doi.org/10.1093/nar/gkw1017"
576611,NA,2355392,44.69,"No","Negative",NA,"Bacilli",NA,"Mesophilic","Aerobic",NA,"doi","doi.org/10.1093/nar/gkw1017"
576611,NA,2227901,44.78,"No","Negative",NA,"Bacilli",NA,"Mesophilic","Aerobic",NA,"doi","doi.org/10.1093/nar/gkw1017"
576611,NA,2270806,44.78,"No","Negative",NA,"Bacilli",NA,"Mesophilic","Aerobic",NA,"doi","doi.org/10.1093/nar/gkw1017"
576611,NA,2161389,44.84,"No","Negative",NA,"Bacilli",NA,"Mesophilic","Aerobic",NA,"doi","doi.org/10.1093/nar/gkw1017"
576611,NA,1830921,45.637207,NA,"Negative",NA,"Bacilli",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
312153,"Polynucleobacter necessarius subsp. asymbioticus QLW-P1DMWA-1",2159490,44.8,"No","-",NA,"Curved rod",NA,"Mesophilic","Aerobic",NA,"doi","doi.org/10.1093/nar/gkw1017"
576611,NA,2026292,45.16,NA,NA,NA,NA,NA,"Mesophilic","Aerobic",NA,"doi","doi.org/10.1093/nar/gkw1017"
452638,"Polynucleobacter necessarius subsp. necessarius STIR1",1560469,45.6,"No","-",NA,"Curved rod",NA,"Mesophilic","Aerobic",NA,"doi","doi.org/10.1093/nar/gkw1017"
1743157,NA,2318061,45.5,NA,NA,NA,NA,NA,"Mesophilic","Aerobic",NA,"doi","doi.org/10.1093/nar/gkw1017"
1758367,NA,1789076,45.83092,NA,"Negative",NA,"Bacilli",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
1819728,NA,1724643,45.88135,NA,"Negative",NA,"Bacilli",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
1743172,NA,1613813,46.11216,NA,"Negative",NA,"Bacilli",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
1855606,NA,2178845,45.48,NA,"Negative",NA,"Bacilli",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
1855905,NA,1794830,45.870697,NA,"Negative",NA,"Bacilli",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
1743167,NA,2172100,45.46,NA,"Negative",NA,"Bacilli",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
1743159,NA,2045211,45.43,NA,"Negative",NA,"Bacilli",NA,"Mesophilic","Aerobic",NA,"doi","doi.org/10.1093/nar/gkw1017"
709015,"Pontibacter actiniarum DSM 19842",4952578,53.1,"No","Negative",NA,"Bacilli",NA,"Mesophilic","Aerobic",NA,"doi","doi.org/10.1093/nar/gkw1017"
400092,NA,5462537,47.34,NA,"Negative",NA,NA,NA,NA,"Aerobic",NA,"doi","doi.org/10.1093/nar/gkw1017"
1122967,"Pontibacter roseus DSM 17521",4580463,52.6,"No","Negative","No","Bacilli",NA,NA,"Obligate aerobic",NA,"doi","doi.org/10.1093/nar/gkw1017"
1144253,"Pontibacter sp. BAB1700",4537217,50,"Yes","Negative","No","Bacilli","Mesophilic","Mesophilic","Aerobic",37,"doi","doi.org/10.1093/nar/gkw1017"
267135,NA,NA,66.97,NA,NA,NA,NA,NA,NA,"Unknown",20,"doi","doi.org/10.1093/nar/gkw1017"
267135,NA,NA,67.02,NA,NA,NA,NA,NA,NA,"Unknown",20,"doi","doi.org/10.1093/nar/gkw1017"
267135,NA,NA,66.73,NA,NA,NA,NA,NA,NA,"Unknown",20,"doi","doi.org/10.1093/nar/gkw1017"
267135,NA,NA,64.31,NA,NA,NA,NA,NA,NA,"Unknown",20,"doi","doi.org/10.1093/nar/gkw1017"
267135,NA,NA,66.77,NA,NA,NA,NA,NA,NA,"Unknown",20,"doi","doi.org/10.1093/nar/gkw1017"
267135,NA,NA,66.61,NA,NA,NA,NA,NA,NA,"Unknown",20,"doi","doi.org/10.1093/nar/gkw1017"
267135,NA,NA,66.93,NA,NA,NA,NA,NA,NA,"Unknown",20,"doi","doi.org/10.1093/nar/gkw1017"
267135,NA,NA,51.16,NA,NA,NA,NA,NA,NA,"Unknown",20,"doi","doi.org/10.1093/nar/gkw1017"
267135,NA,NA,67,NA,NA,NA,NA,NA,NA,"Unknown",20,"doi","doi.org/10.1093/nar/gkw1017"
267135,NA,NA,66.44,NA,NA,NA,NA,NA,NA,"Unknown",20,"doi","doi.org/10.1093/nar/gkw1017"
1523423,NA,3253737,62.73,NA,NA,NA,NA,NA,"Mesophilic","Aerobic",NA,"doi","doi.org/10.1093/nar/gkw1017"
1768773,NA,NA,64.24,NA,NA,NA,NA,NA,NA,"Unknown",20,"doi","doi.org/10.1093/nar/gkw1017"
1547597,NA,3385516,42.31,"Yes","Negative",NA,"Bacilli","Unknown","Mesophilic","Anaerobic",NA,"doi","doi.org/10.1093/nar/gkw1017"
879243,"Porphyromonas asaccharolytica DSM 20707",2186370,52.47,"No","-","No","Rod",NA,"Mesophilic","Anaerobic",NA,"doi","doi.org/10.1093/nar/gkw1017"
1403335,NA,2378872,48.36,"No","Negative",NA,"Bacilli",NA,"Mesophilic","Anaerobic",37,"doi","doi.org/10.1093/nar/gkw1017"
1403338,NA,2249024,48.58,"No","Negative",NA,"Bacilli",NA,"Mesophilic","Anaerobic",37,"doi","doi.org/10.1093/nar/gkw1017"
1403336,NA,2372492,48.27,"No","Negative",NA,"Bacilli",NA,"Mesophilic","Anaerobic",37,"doi","doi.org/10.1093/nar/gkw1017"
431947,"Porphyromonas gingivalis ATCC 33277",NA,48.4,"No","-","No","Rod",NA,"Mesophilic","Anaerobic",37,"doi","doi.org/10.1093/nar/gkw1017"
242619,"Porphyromonas gingivalis W83",2343476,48.3,"No","-","No","Rod","Non-halophilic","Mesophilic","Anaerobic",37,"doi","doi.org/10.1093/nar/gkw1017"
837,NA,2367029,48.33,"No","Negative",NA,"Bacilli",NA,"Mesophilic","Anaerobic",37,"doi","doi.org/10.1093/nar/gkw1017"
837,NA,2441780,48.1,"No","Negative","No","Bacilli",NA,"Mesophilic","Anaerobic",37,"doi","doi.org/10.1093/nar/gkw1017"
837,NA,2373453,48.28,NA,NA,NA,NA,NA,"Mesophilic","Anaerobic",37,"doi","doi.org/10.1093/nar/gkw1017"
1122972,"Porphyromonas gulae DSM 15663",2311288,48.6,"No","Negative","No","Bacilli",NA,NA,"Obligate anaerobic",NA,"doi","doi.org/10.1093/nar/gkw1017"
1122973,"Porphyromonas levii DSM 23370",2514517,45.7,"No","Negative","No","Bacilli",NA,NA,"Anearobic",NA,"doi","doi.org/10.1093/nar/gkw1017"
1122974,"Porphyromonas macacae DSM 20710",2213832,43.6,"No","Negative","No","Bacilli",NA,NA,"Obligate anaerobic",NA,"doi","doi.org/10.1093/nar/gkw1017"
1122975,"Porphyromonas somerae DSM 23386",2356678,47,"No","Negative","No","Bacilli",NA,NA,"Obligate anaerobic",NA,"doi","doi.org/10.1093/nar/gkw1017"
658663,NA,4887173,45.1,NA,"Negative",NA,"Bacilli",NA,"Mesophilic",NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
596327,"Porphyromonas uenonis 60-3",NA,52.5,NA,"-",NA,"Rod",NA,"Mesophilic","Aerobic",NA,"doi","doi.org/10.1093/nar/gkw1017"
82985,NA,4094629,45.376225,"Yes","Negative",NA,"Bacilli",NA,"Mesophilic","Aerobic",NA,"doi","doi.org/10.1093/nar/gkw1017"
1515610,NA,5325865,70.05678,"Yes","Positive",NA,"Filamentous",NA,"Mesophilic","Aerobic",30,"doi","doi.org/10.1093/nar/gkw1017"
679191,"Prevotella amnii CRIS 21A-A",NA,36.47,"No","-","No","Rod",NA,"Mesophilic","Anaerobic",NA,"doi","doi.org/10.1093/nar/gkw1017"
1122979,"Prevotella amnii DSM 23384",2382022,36.5,"No","Negative","No","Bacilli",NA,NA,"Anearobic",NA,"doi","doi.org/10.1093/nar/gkw1017"
585502,"Prevotella bergensis DSM 17361",NA,47.6,"No","-","No","Rod",NA,"Mesophilic","Anaerobic",NA,"doi","doi.org/10.1093/nar/gkw1017"
553171,"Prevotella bivia JCVIHMP010",NA,39.8,NA,"-",NA,"Rod",NA,NA,"Anaerobic",NA,"doi","doi.org/10.1093/nar/gkw1017"
752555,"Prevotella bryantii B14",NA,39.05,NA,"-","No","Rod",NA,"Mesophilic","Anaerobic",NA,"doi","doi.org/10.1093/nar/gkw1017"
575611,"Prevotella buccae D17",NA,50.9,"No","-","No","Rod",NA,"Mesophilic","Anaerobic",NA,"doi","doi.org/10.1093/nar/gkw1017"
679190,"Prevotella buccalis ATCC 35310",NA,45.3,"No","-","No","Rod",NA,"Mesophilic","Anaerobic",NA,"doi","doi.org/10.1093/nar/gkw1017"
537011,"Prevotella copri DSM 18205",NA,44.9,"No","-","No","Rod",NA,"Mesophilic","Anaerobic",NA,"doi","doi.org/10.1093/nar/gkw1017"
908937,"Prevotella dentalis DSM 3688",NA,56,"Nonmotile",NA,"Nonsporulating","Rod-shaped",NA,"Mesophile","Anaerobe",NA,"doi","doi.org/10.1093/nar/gkw1017"
767031,"Prevotella denticola F0289",2937589,50.36,"No","-","No","Rod",NA,"Mesophilic","Anaerobic",NA,"doi","doi.org/10.1093/nar/gkw1017"
866771,"Prevotella disiens FB035-09AN",NA,40.23,"No","-","No","Rod",NA,"Mesophilic","Anaerobic",NA,"doi","doi.org/10.1093/nar/gkw1017"
1122984,"Prevotella intermedia ATCC 25611 = DSM 20706",2562862,43.3,NA,"Negative",NA,NA,NA,"Mesophilic","Anaerobic",37,"doi","doi.org/10.1093/nar/gkw1017"
1122984,"Prevotella intermedia ATCC 25611 = DSM 20706",2568481,43.3,NA,"Negative",NA,"Rod-shaped",NA,"Mesophilic","Obligate anearobic",NA,"doi","doi.org/10.1093/nar/gkw1017"
1347790,NA,2790340,43.33,"No","Negative",NA,NA,NA,"Mesophilic","Anaerobic",37,"doi","doi.org/10.1093/nar/gkw1017"
28131,NA,2737273,43.46,"No","Negative",NA,"Bacilli",NA,"Mesophilic","Anaerobic",NA,"doi","doi.org/10.1093/nar/gkw1017"
1122985,"Prevotella loescheii DSM 19665 = JCM 12249 = ATCC 15930",3504766,46.6,"No","Negative","No","Bacilli",NA,NA,"Obligate anaerobic",NA,"doi","doi.org/10.1093/nar/gkw1017"
1122986,"Prevotella maculosa DSM 19339",3312100,47.4,"No","Negative",NA,"Bacilli",NA,NA,"Obligate anaerobic",NA,"doi","doi.org/10.1093/nar/gkw1017"
862515,"Prevotella marshii DSM 16973",NA,47.46,"No","-","No","Rod",NA,"Mesophilic","Anaerobic",NA,"doi","doi.org/10.1093/nar/gkw1017"
575612,"Prevotella melaninogenica D18",NA,40.9,"No","-","No","Rod",NA,"Mesophilic","Anaerobic",NA,"doi","doi.org/10.1093/nar/gkw1017"
1122987,"Prevotella micans DSM 21469",2434532,45.5,"No","Negative",NA,"Bacilli",NA,"Mesophilic","Obligate anaerobic",NA,"doi","doi.org/10.1093/nar/gkw1017"
688246,"Prevotella multisaccharivorax DSM 17128",NA,48.31,"No","-","No","Rod",NA,"Mesophilic","Anaerobic",NA,"doi","doi.org/10.1093/nar/gkw1017"
997352,"Prevotella nigrescens ATCC 33563",NA,43,"Nonmotile",NA,"Nonsporulating","Rod-shaped",NA,"Mesophile",NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
1073366,"Prevotella nigrescens CC14M",2965731,42.8,NA,"Positive",NA,NA,NA,"Mesophilic",NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
