"tax_id","org_name","name_class","sporulation","gram_stain","optimum_tmp","optimum_ph","cogem_classification","ref_type","reference"
68909,"Deinococcus geothermalis","scientific name",NA,1,47,6.5,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
55148,"Deinococcus proteolyticus","scientific name",0,1,32.5,NA,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
1299,"Deinococcus radiodurans","scientific name",NA,0,33.5,NA,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
80866,"Delftia acidovorans","scientific name",0,0,NA,NA,2,"doi","doi.org/10.12688/gatesopenres.12772.1"
88274,"delta proteobacterium NaphS2","scientific name",NA,0,NA,NA,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
63959,"Demetria terragena","scientific name",0,1,28,NA,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
118000,"Denitrovibrio acetiphilus","scientific name",0,0,36,7.55,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
36854,"Desulfitobacterium dehalogenans","scientific name",0,1,38,7.5,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
49338,"Desulfitobacterium hafniense","scientific name",1,NA,37,7,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
142877,"Desulfitobacterium metallireducens","scientific name",0,1,30,7,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
60893,"Desulfobacca acetoxidans","scientific name",0,0,37,7.3,1,"doi","doi.org/10.12688/gatesopenres.12772.1"
2290,"Desulfobacter curvatus","scientific name",0,0,30,7,1,"doi","doi.org/10.12688/gatesopenres.12772.1"
2293,"Desulfobacter postgatei","scientific name",0,0,28,7.25,1,"doi","doi.org/10.12688/gatesopenres.12772.1"
2296,"Desulfobacterium autotrophicum","scientific name",0,0,26,7,1,"doi","doi.org/10.12688/gatesopenres.12772.1"
28223,"Desulfobacula toluolica","scientific name",0,0,28,7.05,1,"doi","doi.org/10.12688/gatesopenres.12772.1"
894,"Desulfobulbus propionicus","scientific name",0,0,39,7.3,1,"doi","doi.org/10.12688/gatesopenres.12772.1"
65555,"Desulfocapsa sulfexigens","scientific name",0,0,30,7.1,1,"doi","doi.org/10.12688/gatesopenres.12772.1"
897,"Desulfococcus multivorans","scientific name",0,0,35,7.2,1,"doi","doi.org/10.12688/gatesopenres.12772.1"
45663,"Desulfohalobium retbaense","scientific name",0,0,37,6.75,1,"doi","doi.org/10.12688/gatesopenres.12772.1"
899,"Desulfomicrobium baculatum","scientific name",0,0,NA,NA,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
2358,"Desulfomonile tiedjei","scientific name",0,0,29,7.15,1,"doi","doi.org/10.12688/gatesopenres.12772.1"
53329,"Desulfospira joergensenii","scientific name",0,0,30,7.2,1,"doi","doi.org/10.12688/gatesopenres.12772.1"
79209,"Desulfosporosinus meridiei","scientific name",1,0,NA,7.25,1,"doi","doi.org/10.12688/gatesopenres.12772.1"
1563,"Desulfosporosinus orientis","scientific name",1,1,NA,NA,1,"doi","doi.org/10.12688/gatesopenres.12772.1"
84980,"Desulfotalea psychrophila","scientific name",0,0,NA,7.55,1,"doi","doi.org/10.12688/gatesopenres.12772.1"
58138,"Desulfotomaculum acetoxidans","scientific name",1,1,NA,7.1,1,"doi","doi.org/10.12688/gatesopenres.12772.1"
1565,"Desulfotomaculum carboxydivorans","synonym",1,NA,NA,7,1,"doi","doi.org/10.12688/gatesopenres.12772.1"
102134,"Desulfotomaculum gibsoniae","scientific name",1,NA,NA,NA,1,"doi","doi.org/10.12688/gatesopenres.12772.1"
58135,"Desulfotomaculum kuznetsovii","scientific name",1,1,NA,8,1,"doi","doi.org/10.12688/gatesopenres.12772.1"
1565,"Desulfotomaculum nigrificans","scientific name",1,NA,NA,7,1,"doi","doi.org/10.12688/gatesopenres.12772.1"
59610,"Desulfotomaculum reducens","scientific name",1,1,53,9.75,1,"doi","doi.org/10.12688/gatesopenres.12772.1"
1564,"Desulfotomaculum ruminis","scientific name",1,1,53,9.75,1,"doi","doi.org/10.12688/gatesopenres.12772.1"
873,"Desulfovibrio africanus","scientific name",NA,NA,NA,NA,1,"doi","doi.org/10.12688/gatesopenres.12772.1"
58180,"Desulfovibrio alaskensis","scientific name",NA,0,NA,7.5,1,"doi","doi.org/10.12688/gatesopenres.12772.1"
876,"Desulfovibrio desulfuricans","scientific name",0,0,30,NA,1,"doi","doi.org/10.12688/gatesopenres.12772.1"
878,"Desulfovibrio fructosivorans","scientific name",NA,NA,NA,NA,1,"doi","doi.org/10.12688/gatesopenres.12772.1"
879,"Desulfovibrio gigas","scientific name",NA,NA,NA,NA,1,"doi","doi.org/10.12688/gatesopenres.12772.1"
889,"Desulfovibrio longus","scientific name",0,0,NA,7.5,1,"doi","doi.org/10.12688/gatesopenres.12772.1"
63560,"Desulfovibrio oxyclinae","scientific name",0,0,NA,7.4,1,"doi","doi.org/10.12688/gatesopenres.12772.1"
901,"Desulfovibrio piger","scientific name",0,0,NA,NA,1,"doi","doi.org/10.12688/gatesopenres.12772.1"
880,"Desulfovibrio salexigens","scientific name",0,0,NA,NA,1,"doi","doi.org/10.12688/gatesopenres.12772.1"
42252,"Desulfovibrio termitidis","scientific name",0,NA,35,NA,1,"doi","doi.org/10.12688/gatesopenres.12772.1"
881,"Desulfovibrio vulgaris","scientific name",0,0,25,7.5,1,"doi","doi.org/10.12688/gatesopenres.12772.1"
64160,"Desulfurobacterium thermolithotrophum","scientific name",0,0,70,6,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
94694,"Desulfurococcus fermentans","synonym",NA,NA,81,6,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
94694,"Desulfurococcus kamchatkensis","synonym",NA,NA,85,6.5,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
2275,"Desulfurococcus mucosus","scientific name",NA,NA,85,5,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
891,"Desulfuromonas acetoxidans","scientific name",0,0,30,7.35,1,"doi","doi.org/10.12688/gatesopenres.12772.1"
47055,"Dethiosulfovibrio peptidovorans","scientific name",0,0,42,7,1,"doi","doi.org/10.12688/gatesopenres.12772.1"
870,"Dichelobacter nodosus","scientific name",NA,0,37,NA,1,"doi","doi.org/10.12688/gatesopenres.12772.1"
69223,"Dickeya paradisiaca","scientific name",0,0,26,6.5,1,"doi","doi.org/10.12688/gatesopenres.12772.1"
14,"Dictyoglomus thermophilum","scientific name",0,1,78,NA,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
29394,"Dolosigranulum pigrum","scientific name",NA,1,NA,NA,2,"doi","doi.org/10.12688/gatesopenres.12772.1"
39486,"Dorea formicigenerans","scientific name",0,1,-60,NA,1,"doi","doi.org/10.12688/gatesopenres.12772.1"
88431,"Dorea longicatena","scientific name",0,1,NA,NA,1,"doi","doi.org/10.12688/gatesopenres.12772.1"
75659,"Duganella zoogloeoides","scientific name",0,0,NA,7.25,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
94254,"Dyadobacter fermentans","scientific name",0,0,28,7,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
67780,"Edwardsiella ictaluri","scientific name",0,0,NA,2.5,1,"doi","doi.org/10.12688/gatesopenres.12772.1"
636,"Edwardsiella tarda","scientific name",0,0,NA,7,2,"doi","doi.org/10.12688/gatesopenres.12772.1"
84112,"Eggerthella lenta","scientific name",0,1,37,NA,2,"doi","doi.org/10.12688/gatesopenres.12772.1"
31973,"Eggerthia catenaformis","scientific name",NA,1,NA,NA,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
944,"Ehrlichia canis","scientific name",NA,0,NA,NA,2,"doi","doi.org/10.12688/gatesopenres.12772.1"
945,"Ehrlichia chaffeensis","scientific name",NA,0,NA,NA,2,"doi","doi.org/10.12688/gatesopenres.12772.1"
779,"Ehrlichia ruminantium","scientific name",NA,0,NA,NA,2,"doi","doi.org/10.12688/gatesopenres.12772.1"
539,"Eikenella corrodens","scientific name",0,0,36,NA,2,"doi","doi.org/10.12688/gatesopenres.12772.1"
238,"Elizabethkingia meningoseptica","scientific name",0,0,32.5,NA,2,"doi","doi.org/10.12688/gatesopenres.12772.1"
247,"Empedobacter brevis","scientific name",NA,0,NA,NA,2,"doi","doi.org/10.12688/gatesopenres.12772.1"
54396,"endosymbiont of Riftia pachyptila","scientific name",NA,NA,NA,NA,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
94785,"endosymbiont of Tevnia jerichonana","scientific name",NA,NA,NA,NA,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
548,"Enterobacter aerogenes","synonym",0,0,NA,NA,2,"doi","doi.org/10.12688/gatesopenres.12772.1"
61645,"Enterobacter asburiae","scientific name",0,0,NA,3.5,2,"doi","doi.org/10.12688/gatesopenres.12772.1"
69218,"Enterobacter cancerogenus","scientific name",NA,0,NA,NA,2,"doi","doi.org/10.12688/gatesopenres.12772.1"
550,"Enterobacter cloacae","scientific name",0,0,NA,7,2,"doi","doi.org/10.12688/gatesopenres.12772.1"
57732,"Enterococcus asini","scientific name",0,1,NA,9.6,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
33945,"Enterococcus avium","scientific name",0,1,NA,9.6,2,"doi","doi.org/10.12688/gatesopenres.12772.1"
37734,"Enterococcus casseliflavus","scientific name",NA,1,NA,NA,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
44008,"Enterococcus cecorum","scientific name",NA,1,NA,NA,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
1355,"Enterococcus columbae","scientific name",NA,1,NA,NA,1,"doi","doi.org/10.12688/gatesopenres.12772.1"
44009,"Enterococcus dispar","scientific name",0,1,NA,NA,2,"doi","doi.org/10.12688/gatesopenres.12772.1"
53345,"Enterococcus durans","scientific name",NA,1,NA,NA,2,"doi","doi.org/10.12688/gatesopenres.12772.1"
1351,"Enterococcus faecalis","scientific name",NA,1,NA,NA,2,"doi","doi.org/10.12688/gatesopenres.12772.1"
1352,"Enterococcus faecium","scientific name",NA,1,NA,NA,2,"doi","doi.org/10.12688/gatesopenres.12772.1"
1353,"Enterococcus gallinarum","scientific name",NA,1,NA,NA,2,"doi","doi.org/10.12688/gatesopenres.12772.1"
1354,"Enterococcus hirae","scientific name",0,1,37,9.6,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
71451,"Enterococcus malodoratus","scientific name",0,1,37,9.6,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
53346,"Enterococcus mundtii","scientific name",0,1,NA,9.6,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
71452,"Enterococcus raffinosus","scientific name",0,NA,37,9.6,2,"doi","doi.org/10.12688/gatesopenres.12772.1"
41997,"Enterococcus saccharolyticus","scientific name",NA,1,37,NA,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
1356,"Enterococcus sulfureus","scientific name",0,1,37,NA,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
112904,"Enterococcus villorum","scientific name",0,1,37,NA,2,"doi","doi.org/10.12688/gatesopenres.12772.1"
91359,"Enterovibrio calviensis","scientific name",NA,0,26,NA,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
88132,"Eremococcus coleocola","scientific name",NA,1,NA,NA,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
552,"Erwinia amylovora","scientific name",NA,0,37,NA,1,"doi","doi.org/10.12688/gatesopenres.12772.1"
79967,"Erwinia pyrifoliae","scientific name",0,0,28.5,NA,1,"doi","doi.org/10.12688/gatesopenres.12772.1"
92490,"Erwinia toletana","scientific name",0,0,28.5,NA,1,"doi","doi.org/10.12688/gatesopenres.12772.1"
65700,"Erwinia tracheiphila","scientific name",0,0,28.5,NA,1,"doi","doi.org/10.12688/gatesopenres.12772.1"
1648,"Erysipelothrix rhusiopathiae","scientific name",0,1,33.5,7.4,2,"doi","doi.org/10.12688/gatesopenres.12772.1"
38402,"Erysipelothrix tonsillarum","scientific name",1,1,33.5,7.8,1,"doi","doi.org/10.12688/gatesopenres.12772.1"
39960,"Erythrobacter litoralis","scientific name",0,0,30,NA,1,"doi","doi.org/10.12688/gatesopenres.12772.1"
562,"Escherichia coli","scientific name",0,0,37,6.75,2,"doi","doi.org/10.12688/gatesopenres.12772.1"
564,"Escherichia fergusonii","scientific name",0,0,37,6.75,2,"doi","doi.org/10.12688/gatesopenres.12772.1"
565,"Escherichia hermannii","synonym",0,0,37,6.75,2,"doi","doi.org/10.12688/gatesopenres.12772.1"
1735,"Eubacterium biforme","synonym",0,1,37,NA,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
35517,"Eubacterium brachy","equivalent name",0,0,NA,NA,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
29322,"Eubacterium cellulosolvens","equivalent name",0,1,37,NA,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
39483,"Eubacterium cylindroides","synonym",0,1,NA,5.65,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
31971,"Eubacterium dolichum","equivalent name",0,1,37,NA,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
39485,"Eubacterium eligens","equivalent name",0,1,37,NA,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
39488,"Eubacterium hallii","equivalent name",0,1,37,NA,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
56774,"Eubacterium infirmum","equivalent name",0,1,NA,NA,2,"doi","doi.org/10.12688/gatesopenres.12772.1"
1736,"Eubacterium limosum","scientific name",0,1,37,NA,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
97253,"Eubacterium plexicaudatum","scientific name",0,1,37,NA,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
39490,"Eubacterium ramulus","scientific name",0,NA,37,NA,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
39491,"Eubacterium rectale","equivalent name",0,1,37,NA,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
51123,"Eubacterium saphenum","equivalent name",0,1,37,NA,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
39492,"Eubacterium siraeum","equivalent name",0,1,37,NA,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
39496,"Eubacterium ventriosum","scientific name",NA,1,NA,NA,2,"doi","doi.org/10.12688/gatesopenres.12772.1"
39498,"Eubacterium yurii","equivalent name",NA,1,NA,NA,2,"doi","doi.org/10.12688/gatesopenres.12772.1"
132920,"Exiguobacterium antarcticum","scientific name",0,1,37,NA,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
137730,"Facklamia ignava","scientific name",0,1,NA,NA,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
82347,"Facklamia languida","scientific name",NA,1,NA,NA,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
853,"Faecalibacterium prausnitzii","scientific name",0,1,37,7.15,2,"doi","doi.org/10.12688/gatesopenres.12772.1"
44012,"Ferrimonas balearica","scientific name",0,0,42,7.5,1,"doi","doi.org/10.12688/gatesopenres.12772.1"
54261,"Ferroglobus placidus","scientific name",0,NA,85,7,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
97393,"Ferroplasma acidarmanus","scientific name",NA,NA,38.5,1.35,1,"doi","doi.org/10.12688/gatesopenres.12772.1"
2424,"Fervidobacterium nodosum","scientific name",0,0,67.5,7.25,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
93466,"Fervidobacterium pennivorans","scientific name",0,0,NA,NA,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
833,"Fibrobacter succinogenes","scientific name",0,0,37,NA,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
143361,"Filifactor alocis","scientific name",1,1,37,NA,2,"doi","doi.org/10.12688/gatesopenres.12772.1"
1260,"Finegoldia magna","scientific name",NA,1,NA,NA,2,"doi","doi.org/10.12688/gatesopenres.12772.1"
92938,"Fischerella muscicola","scientific name",NA,0,NA,NA,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
55197,"Flavobacterium branchiophilum","scientific name",NA,0,NA,NA,2,"doi","doi.org/10.12688/gatesopenres.12772.1"
996,"Flavobacterium columnare","scientific name",NA,0,26,6.5,2,"doi","doi.org/10.12688/gatesopenres.12772.1"
986,"Flavobacterium johnsoniae","scientific name",0,0,NA,NA,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
96345,"Flavobacterium psychrophilum","scientific name",0,0,NA,6.5,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
999,"Flexibacter litoralis","synonym",NA,0,NA,NA,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
2352,"Flexistipes sinusarabici","scientific name",0,0,47.5,NA,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
70993,"Flexithrix dorotheae","scientific name",0,0,30,7,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
463,"Fluoribacter dumoffii","scientific name",0,0,NA,NA,2,"doi","doi.org/10.12688/gatesopenres.12772.1"
264,"Francisella novicida","genbank synonym",0,0,NA,NA,2,"doi","doi.org/10.12688/gatesopenres.12772.1"
28110,"Francisella philomiragia","scientific name",0,0,37,NA,2,"doi","doi.org/10.12688/gatesopenres.12772.1"
263,"Francisella tularensis","scientific name",0,0,36,6.3,3,"doi","doi.org/10.12688/gatesopenres.12772.1"
1859,"Frankia alni","scientific name",1,1,NA,NA,1,"doi","doi.org/10.12688/gatesopenres.12772.1"
81475,"Frateuria aurantia","scientific name",0,NA,NA,NA,1,"doi","doi.org/10.12688/gatesopenres.12772.1"
1631,"Fructobacillus fructosus","scientific name",NA,NA,NA,NA,1,"doi","doi.org/10.12688/gatesopenres.12772.1"
849,"Fusobacterium gonidiaformans","scientific name",0,0,30,7,2,"doi","doi.org/10.12688/gatesopenres.12772.1"
850,"Fusobacterium mortiferum","scientific name",0,0,30,7,2,"doi","doi.org/10.12688/gatesopenres.12772.1"
859,"Fusobacterium necrophorum","scientific name",0,0,30,7,2,"doi","doi.org/10.12688/gatesopenres.12772.1"
851,"Fusobacterium nucleatum","scientific name",0,0,30,7,2,"doi","doi.org/10.12688/gatesopenres.12772.1"
860,"Fusobacterium periodonticum","scientific name",0,0,30,7,2,"doi","doi.org/10.12688/gatesopenres.12772.1"
854,"Fusobacterium russii","scientific name",0,0,NA,NA,2,"doi","doi.org/10.12688/gatesopenres.12772.1"
861,"Fusobacterium ulcerans","scientific name",0,0,37,NA,2,"doi","doi.org/10.12688/gatesopenres.12772.1"
856,"Fusobacterium varium","scientific name",0,0,37,NA,2,"doi","doi.org/10.12688/gatesopenres.12772.1"
750,"Gallibacterium anatis","scientific name",NA,0,NA,NA,1,"doi","doi.org/10.12688/gatesopenres.12772.1"
83406,"gamma proteobacterium HdN1","scientific name",NA,0,NA,NA,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
2702,"Gardnerella vaginalis","scientific name",0,2,37,11,2,"doi","doi.org/10.12688/gatesopenres.12772.1"
84136,"Gemella bergeri","scientific name",NA,NA,NA,NA,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
1379,"Gemella haemolysans","scientific name",NA,NA,NA,NA,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
29391,"Gemella morbillorum","scientific name",NA,NA,NA,NA,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
84135,"Gemella sanguinis","scientific name",NA,NA,NA,NA,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
114,"Gemmata obscuriglobus","scientific name",NA,0,NA,NA,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
81408,"Geobacillus caldoxylosilyticus","synonym",NA,NA,NA,NA,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
1462,"Geobacillus kaustophilus","scientific name",1,1,NA,7,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
33940,"Geobacillus thermodenitrificans","scientific name",1,1,NA,NA,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
1426,"Geobacillus thermoglucosidasius","synonym",1,1,NA,NA,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
33941,"Geobacillus thermoleovorans","scientific name",NA,NA,NA,NA,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
28232,"Geobacter metallireducens","scientific name",0,0,NA,NA,1,"doi","doi.org/10.12688/gatesopenres.12772.1"
35554,"Geobacter sulfurreducens","scientific name",0,0,28,NA,1,"doi","doi.org/10.12688/gatesopenres.12772.1"
1861,"Geodermatophilus obscurus","scientific name",1,1,NA,NA,1,"doi","doi.org/10.12688/gatesopenres.12772.1"
56807,"Glaciecola pallidula","scientific name",0,0,10,NA,1,"doi","doi.org/10.12688/gatesopenres.12772.1"
56804,"Glaciecola punicea","scientific name",0,0,15,7.75,1,"doi","doi.org/10.12688/gatesopenres.12772.1"
33072,"Gloeobacter violaceus","scientific name",NA,0,32.5,NA,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
33996,"Gluconacetobacter diazotrophicus","scientific name",0,0,30,NA,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
33995,"Gluconacetobacter europaeus","synonym",NA,0,NA,NA,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
436,"Gluconacetobacter hansenii","synonym",NA,0,NA,NA,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
65958,"Gluconacetobacter oboediens","synonym",NA,0,NA,5.9,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
28448,"Gluconacetobacter xylinus","synonym",0,0,NA,NA,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
38308,"Gluconobacter frateurii","scientific name",NA,NA,NA,NA,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
442,"Gluconobacter oxydans","scientific name",NA,0,NA,5.75,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
36820,"Gordonia aichiensis","scientific name",NA,1,NA,NA,2,"doi","doi.org/10.12688/gatesopenres.12772.1"
84096,"Gordonia alkanivorans","scientific name",NA,1,NA,NA,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
36821,"Gordonia amarae","scientific name",NA,1,28,7,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
89053,"Gordonia amicalis","scientific name",NA,1,25,7.75,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
2054,"Gordonia bronchialis","scientific name",NA,1,NA,NA,2,"doi","doi.org/10.12688/gatesopenres.12772.1"
53427,"Gordonia hirsuta","scientific name",NA,1,NA,NA,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
84595,"Gordonia polyisoprenivorans","scientific name",NA,1,NA,NA,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
83341,"Gordonia rhizosphera","scientific name",NA,1,NA,NA,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
36822,"Gordonia rubripertincta","scientific name",NA,1,NA,NA,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
36823,"Gordonia sputi","scientific name",NA,1,NA,NA,2,"doi","doi.org/10.12688/gatesopenres.12772.1"
2055,"Gordonia terrae","scientific name",NA,1,NA,NA,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
46124,"Granulicatella adiacens","scientific name",0,1,NA,NA,2,"doi","doi.org/10.12688/gatesopenres.12772.1"
137732,"Granulicatella elegans","scientific name",0,1,NA,NA,2,"doi","doi.org/10.12688/gatesopenres.12772.1"
673,"Grimontia hollisae","scientific name",NA,NA,30,NA,2,"doi","doi.org/10.12688/gatesopenres.12772.1"
730,"Haemophilus ducreyi","equivalent name",0,0,NA,6.75,2,"doi","doi.org/10.12688/gatesopenres.12772.1"
726,"Haemophilus haemolyticus","scientific name",NA,0,NA,NA,2,"doi","doi.org/10.12688/gatesopenres.12772.1"
727,"Haemophilus influenzae","scientific name",NA,0,NA,NA,2,"doi","doi.org/10.12688/gatesopenres.12772.1"
735,"Haemophilus parahaemolyticus","scientific name",NA,NA,NA,NA,2,"doi","doi.org/10.12688/gatesopenres.12772.1"
729,"Haemophilus parainfluenzae","scientific name",NA,0,NA,NA,2,"doi","doi.org/10.12688/gatesopenres.12772.1"
736,"Haemophilus paraphrohaemolyticus","scientific name",NA,0,NA,NA,2,"doi","doi.org/10.12688/gatesopenres.12772.1"
738,"Haemophilus parasuis","equivalent name",NA,NA,NA,NA,2,"doi","doi.org/10.12688/gatesopenres.12772.1"
569,"Hafnia alvei","scientific name",0,0,30,NA,2,"doi","doi.org/10.12688/gatesopenres.12772.1"
2331,"Halanaerobium praevalens","scientific name",0,NA,37,NA,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
43595,"Halanaerobium saccharolyticum","scientific name",NA,0,NA,NA,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
80816,"Haliangium ochraceum","scientific name",1,0,NA,NA,1,"doi","doi.org/10.12688/gatesopenres.12772.1"
2350,"Haliscomenobacter hydrossis","scientific name",0,0,26,7.5,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
43776,"Haloarcula argentinensis","scientific name",NA,0,NA,NA,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
51589,"Haloarcula hispanica","scientific name",NA,NA,NA,NA,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
29282,"Haloarcula japonica","scientific name",NA,0,NA,NA,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
2238,"Haloarcula marismortui","scientific name",NA,NA,42.5,5.9,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
35742,"Haloarcula sinaiiensis","scientific name",NA,NA,42.5,NA,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
28442,"Haloarcula vallismortis","scientific name",NA,NA,42.5,NA,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
1570,"Halobacillus halophilus","scientific name",NA,NA,NA,NA,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
2242,"Halobacterium salinarum","scientific name",NA,0,37,NA,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
42422,"Halobacteroides halobius","scientific name",0,0,NA,NA,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
130048,"Halobiforma nitratireducens","scientific name",NA,0,NA,NA,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
2250,"Halococcus morrhuae","scientific name",NA,0,37,NA,1,"doi","doi.org/10.12688/gatesopenres.12772.1"
62319,"Halococcus saccharolyticus","scientific name",NA,NA,35,NA,1,"doi","doi.org/10.12688/gatesopenres.12772.1"
36738,"Halococcus salifodinae","scientific name",NA,NA,35,7.4,1,"doi","doi.org/10.12688/gatesopenres.12772.1"
114529,"Haloferax alexandrinus","scientific name",NA,0,37,7.2,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
35745,"Haloferax denitrificans","scientific name",NA,NA,37,NA,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
35746,"Haloferax gibbonsii","scientific name",NA,NA,37,NA,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
2254,"Haloferax lucentense","scientific name",NA,NA,NA,NA,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
2252,"Haloferax mediterranei","scientific name",NA,NA,35,NA,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
2246,"Haloferax volcanii","scientific name",NA,1,NA,NA,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
60847,"Halogeometricum borinquense","scientific name",0,0,40,7,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
57705,"Halomicrobium mukohataei","scientific name",NA,0,45,7.1,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
2746,"Halomonas elongata","scientific name",NA,0,NA,NA,1,"doi","doi.org/10.12688/gatesopenres.12772.1"
146826,"Halorhabdus utahensis","scientific name",NA,0,50,6.9,NA,"doi","doi.org/10.12688/gatesopenres.12772.1"
1053,"Halorhodospira halophila","scientific name",0,0,47,8.5,1,"doi","doi.org/10.12688/gatesopenres.12772.1"
