"tax_id","species_tax_id","species_name","species","reference","metabolism","d1_lo","d1_up","d2_lo","d2_up","doubling_h","accession","source","ref_type"
95149,95149,"Helicobacter pametensis","Helicobacter pametensis","doi.org/10.1002/9781118960608.gbm01073","aerobic",0.4,NA,1.5,NA,NA,"M88147",NA,"doi"
35818,35818,"Helicobacter pullorum","Helicobacter pullorum","doi.org/10.1002/9781118960608.gbm01073","aerobic",0.3,0.5,3,4,NA,"L36141",NA,"doi"
210,210,"Helicobacter pylori","Helicobacter pylori","doi.org/10.1002/9781118960608.gbm01073","microaerophilic",0.5,NA,2.5,5,NA,"Z25741",NA,"doi"
59617,59617,"Helicobacter rodentium","Helicobacter rodentium","doi.org/10.1002/9781118960608.gbm01073","aerobic",0.3,NA,1.5,5,NA,"U96296",NA,"doi"
56878,56878,"Helicobacter salomonis","Helicobacter salomonis","doi.org/10.1002/9781118960608.gbm01073",NA,0.8,1.2,5,7,NA,"U89351",NA,"doi"
104628,104628,"Helicobacter suis","Helicobacter suis","doi.org/10.1002/9781118960608.gbm01073",NA,0.6,NA,2.5,3.5,NA,"AF1270278",NA,"doi"
50960,50960,"Helicobacter trogontum","Helicobacter trogontum","doi.org/10.1002/9781118960608.gbm01073","aerobic",0.6,0.7,4,6,NA,"U65103",NA,"doi"
76936,76936,"Helicobacter typhlonius","Helicobacter typhlonius","doi.org/10.1002/9781118960608.gbm01073","aerobic",0.3,NA,2,5,NA,"AF127912",NA,"doi"
28064,28064,"Heliobacillus mobilis","Heliobacillus mobilis","doi.org/10.1002/9781118960608.gbm00633",NA,1,NA,7,10,NA,"L36199",NA,"doi"
35701,35701,"Heliobacterium modesticaldum","Heliobacterium modesticaldum","doi.org/10.1002/9781118960608.gbm00634",NA,0.8,1,2.5,9,NA,"L36200",NA,"doi"
35700,35700,"Heliophilum fasciatum","Heliophilum fasciatum","doi.org/10.1002/9781118960608.gbm00635",NA,1,NA,NA,NA,NA,"L36197",NA,"doi"
79599,79599,"Heliorestis daurensis","Heliorestis daurensis","doi.org/10.1002/9781118960608.gbm00636",NA,0.8,1.2,NA,NA,NA,"AF079102",NA,"doi"
964,964,"Herbaspirillum seropedicae","Herbaspirillum seropedicae","doi.org/10.1002/9781118960608.gbm00963","aerobic",NA,NA,NA,NA,NA,"Y10146",NA,"doi"
65,65,"Herpetosiphon aurantiacus","Herpetosiphon aurantiacus","doi.org/10.1002/9781118960608.gbm00384",NA,1,1.5,5,10,NA,"M34117",NA,"doi"
70996,70996,"Herpetosiphon geysericola","Herpetosiphon geysericola","doi.org/10.1002/9781118960608.gbm00384",NA,0.5,NA,10,NA,NA,"AF039293",NA,"doi"
180286,180286,"Hespellia porcina","Hespellia porcina","doi.org/10.1002/9781118960608.gbm00644",NA,0.5,1,1.5,4,NA,"AF445239",NA,"doi"
180311,180311,"Hespellia stercorisuis","Hespellia stercorisuis","doi.org/10.1002/9781118960608.gbm00644",NA,0.5,1,1.5,5,NA,"AF445264",NA,"doi"
84405,84405,"Hippea maritima","Hippea maritima","doi.org/10.1002/9781118960608.gbm01038","obligate anaerobic",0.4,0.8,1,3,NA,"Y18292",NA,"doi"
2724,2724,"Hirschia baltica","Hirschia baltica","doi.org/10.1002/9781118960608.gbm00854",NA,0.5,1,0.5,6,NA,"X52909",NA,"doi"
1276921,1276921,"Holospora acuminata","Holospora acuminata","doi.org/10.1002/9781118960608.gbm00908",NA,0.5,0.6,5,8,NA,NA,NA,"doi"
49893,49893,"Holospora obtusa","Holospora obtusa","doi.org/10.1002/9781118960608.gbm00908",NA,3,NA,NA,NA,NA,NA,NA,"doi"
363630,363630,"Humicoccus flavidus","Nakamurella flavida","doi.org/10.1002/9781118960608.gbm00046","obligate aerobic",0.6,1.2,NA,NA,NA,"DQ321750","isolated from soil","doi"
394096,394096,"Hyalangium minutum","Hyalangium minutum","doi.org/10.1002/9781118960608.gbm01047",NA,0.6,0.7,3,6,NA,NA,NA,"doi"
34092,34092,"Hydrogenobacter acidophilus","Hydrogenobaculum acidophilum","doi.org/10.1002/9781118960608.gbm00231",NA,1.3,1.8,NA,NA,NA,"D16296",NA,"doi"
65656,65656,"Hydrogenophaga taeniospiralis","Hydrogenophaga taeniospiralis","doi.org/10.1002/9781118960608.gbm00947",NA,0.25,NA,NA,NA,NA,"AF078768",NA,"doi"
85993,85993,"Hydrogenophilus hirschii","Hydrogenophilus hirschii","doi.org/10.1002/9781118960608.gbm00968","microaerophilic",0.6,0.8,1,2,NA,"AJ131694",NA,"doi"
297,297,"Hydrogenophilus thermoluteolus","Hydrogenophilus thermoluteolus","doi.org/10.1002/9781118960608.gbm00968","aerobic",0.5,0.6,2,3,NA,"AB009828",NA,"doi"
82805,82805,"Hymenobacter actinosclerus","Hymenobacter actinosclerus","doi.org/10.1002/9781118960608.gbm00267","aerobic",0.5,0.6,2,3.6,NA,"Y17356","pork chops irradiated with 1","doi"
119644,119644,"Hymenobacter aerophilus","Hymenobacter aerophilus","doi.org/10.1002/9781118960608.gbm00267",NA,0.4,0.75,1.3,5,NA,"AJ276901","air in the Museo Correr, Venice, Italy","doi"
89969,89969,"Hymenobacter chitinivorans","Hymenobacter chitinivorans","doi.org/10.1002/9781118960608.gbm00267",NA,0.8,NA,4,NA,NA,"Y18837","soil","doi"
89968,89968,"Hymenobacter gelipurpurascens","Hymenobacter gelipurpurascens","doi.org/10.1002/9781118960608.gbm00267",NA,0.5,NA,2,NA,NA,"Y18836","soil","doi"
223903,223903,"Hymenobacter norwichensis","Hymenobacter norwichensis","doi.org/10.1002/9781118960608.gbm00267",NA,0.8,NA,2,3,NA,"AJ549285","air in the Sainsbury Centre for Visual Arts in Norwich (UK)","doi"
36878,36878,"Hymenobacter ocellatus","Parahymenobacter ocellatus","doi.org/10.1002/9781118960608.gbm00267",NA,1,NA,3,6,NA,"Y18835","dung of an antelope","doi"
400091,400091,"Hymenobacter xinjiangensis","Hymenobacter xinjiangensis","doi.org/10.1002/9781118960608.gbm00267","aerobic",NA,NA,NA,NA,NA,"DQ888329","soil of the Xinjiang Desert, China following irradiation by gamma rays","doi"
53398,53398,"Hyphomicrobium aestuarii","Hyphomicrobium aestuarii","doi.org/10.1002/9781118960608.gbm00820","aerobic",0.6,NA,1.6,NA,NA,NA,NA,"doi"
51783,51783,"Hyphomicrobium chloromethanicum","Hyphomicrobium chloromethanicum","doi.org/10.1002/9781118960608.gbm00820","aerobic",0.5,0.6,1.3,1.8,NA,"AF198623",NA,"doi"
53399,53399,"Hyphomicrobium denitrificans","Hyphomicrobium denitrificans","doi.org/10.1002/9781118960608.gbm00820","aerobic",0.3,0.6,NA,NA,NA,"Y14308",NA,"doi"
582839,51670,"Hyphomicrobium facile subsp. ureaphilum","Hyphomicrobium facile","doi.org/10.1002/9781118960608.gbm00820",NA,1.1,NA,NA,NA,NA,"Y14310",NA,"doi"
53400,53400,"Hyphomicrobium hollandicum","Hyphomicrobium hollandicum","doi.org/10.1002/9781118960608.gbm00820","aerobic",0.7,NA,1.66,NA,NA,"Y14303",NA,"doi"
84,84,"Hyphomicrobium methylovorum","Hyphomicrobium methylovorum","doi.org/10.1002/9781118960608.gbm00820","aerobic",NA,NA,NA,NA,NA,"Y14307",NA,"doi"
83,83,"Hyphomicrobium vulgare","Hyphomicrobium vulgare","doi.org/10.1002/9781118960608.gbm00820","aerobic",0.5,1.2,NA,NA,NA,"Y14302",NA,"doi"
48292,48292,"Hyphomicrobium zavarzinii","Hyphomicrobium zavarzinii","doi.org/10.1002/9781118960608.gbm00820","aerobic",0.63,NA,1.8,NA,NA,"Y14305",NA,"doi"
81029,81029,"Hyphomonas adhaerens","Hyphomonas adhaerens","doi.org/10.1002/9781118960608.gbm00855","aerobic",0.2,NA,1,5,NA,"AF082790",NA,"doi"
86,86,"Hyphomonas jannaschiana","Hyphomonas jannaschiana","doi.org/10.1002/9781118960608.gbm00855",NA,0.5,0.8,1,3,NA,"AF082789",NA,"doi"
81031,81031,"Hyphomonas johnsonii","Hyphomonas johnsonii","doi.org/10.1002/9781118960608.gbm00855","aerobic",0.2,NA,1,NA,NA,"AF082791",NA,"doi"
81033,81033,"Hyphomonas oceanitis","Hyphomonas oceanitis","doi.org/10.1002/9781118960608.gbm00855","aerobic",0.9,NA,NA,NA,NA,"AF082797",NA,"doi"
81034,81034,"Hyphomonas rosenbergii","Hyphomonas rosenbergii","doi.org/10.1002/9781118960608.gbm00855","aerobic",0.2,NA,1,NA,NA,"AF082795",NA,"doi"
467976,467976,"Iamia majanohamensis","Iamia majanohamensis","doi.org/10.1002/9781118960608.gbm00010","aerobic",0.3,0.5,1.2,1.7,NA,"AB360448",NA,"doi"
36863,36863,"Ideonella dechloratans","Ideonella dechloratans","doi.org/10.1002/9781118960608.gbm00954","anaerobic",NA,NA,NA,NA,NA,"X72724",NA,"doi"
54259,54259,"Ignicoccus islandicus","Ignicoccus islandicus","doi.org/10.1002/9781118960608.gbm00388","obligate anaerobic",NA,NA,NA,NA,NA,"X99562",NA,"doi"
114376,114376,"Ignicoccus pacificus","Ignicoccus pacificus","doi.org/10.1002/9781118960608.gbm00388","obligate anaerobic",NA,NA,NA,NA,NA,"AJ271794",NA,"doi"
167643,167643,"Ilyobacter insuetus","Ilyobacter insuetus","doi.org/10.1002/9781118960608.gbm00769","obligate anaerobic",0.8,1,NA,NA,NA,"AJ307980",NA,"doi"
167642,167642,"Ilyobacter polytropus","Ilyobacter polytropus","doi.org/10.1002/9781118960608.gbm00769","obligate anaerobic",0.7,NA,1.5,3,NA,"AJ307981",NA,"doi"
167644,167644,"Ilyobacter tartaricus","Ilyobacter tartaricus","doi.org/10.1002/9781118960608.gbm00769","obligate anaerobic",1,1.2,1.2,2.5,NA,"AJ307982",NA,"doi"
537,537,"Iodobacter fluviatilis","Iodobacter fluviatilis","doi.org/10.1002/9781118960608.gbm00978","facultative",0.7,NA,3,3.5,NA,"M22511",NA,"doi"
39440,39440,"Isochromatium buderi","Isochromatium buderi","doi.org/10.1002/9781118960608.gbm01107","obligate anaerobic",NA,NA,NA,NA,NA,"AJ224430",NA,"doi"
372663,372663,"Isoptericola dokdonensis","Isoptericola dokdonensis","doi.org/10.1002/9781118960608.gbm00128","anaerobic",NA,NA,NA,NA,NA,"DQ387860","soil in Dokdo, Korea","doi"
300179,300179,"Isoptericola hypogeus","Isoptericola hypogeus","doi.org/10.1002/9781118960608.gbm00128","aerobic",NA,NA,NA,NA,NA,"AJ854061","a tufa sample of a burial chamber in the catacomb Domitilla, Rome, Italy","doi"
139208,139208,"Isoptericola variabilis","Isoptericola variabilis","doi.org/10.1002/9781118960608.gbm00128",NA,0.3,NA,0.7,NA,NA,"AJ298873","the hindgut of the Australian termite Mastotermes darwiniensis (Froggatt)","doi"
889265,889265,"Jahnia thaxteri","Jahnella thaxteri","doi.org/10.1002/9781118960608.gbm01058",NA,0.7,0.9,3,8,NA,"DSM 14625",NA,"doi"
415212,415212,"Janibacter corallicola","Janibacter corallicola","doi.org/10.1002/9781118960608.gbm00078",NA,0.6,1.1,NA,NA,NA,"AB286023",NA,"doi"
53458,53458,"Janibacter limosus","Janibacter limosus","doi.org/10.1002/9781118960608.gbm00078",NA,0.4,NA,1.4,NA,NA,"Y08539",NA,"doi"
262209,262209,"Janibacter melonis","Janibacter melonis","doi.org/10.1002/9781118960608.gbm00078",NA,0.8,1,NA,NA,NA,"AY522568",NA,"doi"
157227,157227,"Jeotgalicoccus halotolerans","Jeotgalicoccus halotolerans","doi.org/10.1002/9781118960608.gbm00566","anaerobic",NA,NA,NA,NA,NA,"AY028925","traditional Korean fermented seafood","doi"
110845,110845,"Jeotgalicoccus pinnipedialis","Jeotgalicoccus pinnipedialis","doi.org/10.1002/9781118960608.gbm00566","aerobic",NA,NA,NA,NA,NA,"AJ251530","mouth swab of a Southern elephant seal","doi"
561176,561176,"Jiangella alba","Jiangella alba","doi.org/10.1002/9781118960608.gbm00052","aerobic",NA,NA,NA,NA,NA,"FJ157186",NA,"doi"
702383,702383,"Jiangella muralis","Jiangella muralis","doi.org/10.1002/9781118960608.gbm00052","aerobic",1.3,NA,NA,NA,NA,"FN645214",NA,"doi"
43674,43674,"Jonesia denitrificans","Jonesia denitrificans","doi.org/10.1002/9781118960608.gbm00090","facultative",0.3,0.5,NA,NA,NA,"X78420","cooked ox blood","doi"
262806,262806,"Jonesia quinghaiensis","Jonesia quinghaiensis","doi.org/10.1002/9781118960608.gbm00090",NA,0.5,NA,1.5,2,NA,"AJ626896","mud of a soda lake in Qinghai, a Western province of China","doi"
37633,37633,"Kineococcus aurantiacus","Kineococcus aurantiacus","doi.org/10.1002/9781118960608.gbm00053","obligate aerobic",1,1.5,NA,NA,NA,"AB007420",NA,"doi"
351215,351215,"Kineococcus marinus","Pseudokineococcus marinus","doi.org/10.1002/9781118960608.gbm00053","aerobic",NA,NA,NA,NA,NA,"DQ200982",NA,"doi"
131568,131568,"Kineococcus radiotolerans","Kineococcus radiotolerans","doi.org/10.1002/9781118960608.gbm00053",NA,1,1.5,NA,NA,NA,NA,NA,"doi"
111564,111564,"Kineosphaera limosa","Kineosphaera limosa","doi.org/10.1002/9781118960608.gbm00074",NA,2,3,NA,NA,NA,"AF109792","activated sludge","doi"
49185,49185,"Kineosporia aurantiaca","Kineosporia aurantiaca","doi.org/10.1002/9781118960608.gbm00054","aerobic",1,2,NA,NA,NA,"AB003931",NA,"doi"
442954,442954,"Knoellia aerolata","Knoellia aerolata","doi.org/10.1002/9781118960608.gbm00079",NA,1,NA,1.5,2,NA,"EF553529",NA,"doi"
136100,136100,"Knoellia sinensis","Knoellia sinensis","doi.org/10.1002/9781118960608.gbm00079",NA,0.4,0.9,1.7,4.5,NA,"AJ294412",NA,"doi"
184882,184882,"Knoellia subterranea","Knoellia subterranea","doi.org/10.1002/9781118960608.gbm00079",NA,0.5,1.2,1.9,6,NA,"AJ294413",NA,"doi"
262208,262208,"Kocuria carniphila","Kocuria carniphila","doi.org/10.1002/9781118960608.gbm00120","obligate aerobic",NA,NA,NA,NA,NA,"AJ622907","meat","doi"
322508,322508,"Kocuria himachalensis","Kocuria himachalensis","doi.org/10.1002/9781118960608.gbm00120","obligate aerobic",NA,NA,NA,NA,NA,"AJ987383","soil, one and a half feet below ice glacier, ASL 4200M, Kibber village of Spiti valley, Himachal Pradesh, India","doi"
37923,37923,"Kocuria kristinae","Kocuria kristinae","doi.org/10.1002/9781118960608.gbm00120","facultative",0.7,1.1,NA,NA,NA,"X80749","human skin","doi"
223184,223184,"Kocuria marina","Kocuria marina","doi.org/10.1002/9781118960608.gbm00120","aerobic",NA,NA,NA,NA,NA,"AY211385","marine sediment of the Troitsa Bay of the Gulf of Peter the Great, East Siberian Sea","doi"
71999,71999,"Kocuria palustris","Kocuria palustris","doi.org/10.1002/9781118960608.gbm00120","aerobic",1,1.5,NA,NA,NA,"Y16263","the rhizosphere of Typha angustifolia from a floating mat on the Soroksár tributary of the river Danube, Hungary","doi"
136273,136273,"Kocuria polaris","Kocuria polaris","doi.org/10.1002/9781118960608.gbm00120","aerobic",1,1.5,NA,NA,NA,"AJ278868","a cyanobacterial mat sample from McMurdo Dry Valleys, Antarctica (77∘ 33′ 3’’S, 160∘ 38′ E)","doi"
72000,72000,"Kocuria rhizophila","Kocuria rhizophila","doi.org/10.1002/9781118960608.gbm00120","aerobic",1,1.5,NA,NA,NA,"Y16264","the rhizosphere of Typha angustifolia from a floating mat on the Soroksár tributary of the river Danube, Hungary","doi"
1275,1275,"Kocuria rosea","Kocuria rosea","doi.org/10.1002/9781118960608.gbm00120",NA,1,1.5,NA,NA,NA,"X87756","water and soil","doi"
1272,1272,"Kocuria varians","Kocuria varians","doi.org/10.1002/9781118960608.gbm00120",NA,0.9,1.5,NA,NA,NA,"X87754","mammalian skin, soil, and water","doi"
694315,694315,"Kofleria flava","Kofleria flava","doi.org/10.1002/9781118960608.gbm01050",NA,0.6,0.7,4,6,NA,NA,NA,"doi"
363865,363865,"Kribbella ginsengisoli","Kribbella ginsengisoli","doi.org/10.1002/9781118960608.gbm00157","aerobic",NA,NA,NA,NA,NA,"AB245391",NA,"doi"
236067,236067,"Kribbella solani","Kribbella solani","doi.org/10.1002/9781118960608.gbm00157","facultative",NA,NA,NA,NA,NA,"AY253862",NA,"doi"
331526,331526,"Kribbia dieselivorans","Kribbia dieselivorans","doi.org/10.1002/9781118960608.gbm00080","facultative",0.4,0.6,1,1.5,NA,"DQ372707",NA,"doi"
202750,202750,"Kurthia sibirica","Kurthia sibirica","doi.org/10.1002/9781118960608.gbm00559",NA,0.6,1,NA,NA,NA,"AJ605774",NA,"doi"
138300,138300,"Kytococcus schroeteri","Kytococcus schroeteri","doi.org/10.1002/9781118960608.gbm00072",NA,1.1,1.5,NA,NA,NA,"AJ297722","blood from a patient with endocarditis","doi"
390269,390269,"Labedella gwakjiensis","Labedella gwakjiensis","doi.org/10.1002/9781118960608.gbm00101","aerobic",NA,NA,NA,NA,NA,"DQ533552","dried seaweed collected at Gwakji Beach in Jeju, Republic of Korea","doi"
217067,217067,"Labrys monachus","Labrys monachus","doi.org/10.1002/9781118960608.gbm00821",NA,1.1,1.5,NA,NA,NA,NA,NA,"doi"
140626,140626,"Lachnobacterium bovis","Lachnobacterium bovis","doi.org/10.1002/9781118960608.gbm00646",NA,0.6,0.75,2,3,NA,"AF298663",NA,"doi"
28052,28052,"Lachnospira pectinoschiza","Lachnospira pectinoschiza","doi.org/10.1002/9781118960608.gbm00647","obligate anaerobic",0.36,0.56,2.4,3.1,4,"L14675",NA,"doi"
1600,1600,"Lactobacillus acetotolerans","Lactobacillus acetotolerans","doi.org/10.1002/9781118960608.gbm00604",NA,0.4,0.5,1.1,3.4,NA,"e",NA,"doi"
267364,267364,"Lactobacillus acidifarinae","Lactobacillus acidifarinae","doi.org/10.1002/9781118960608.gbm00604",NA,1,NA,2,20,NA,"AJ632158",NA,"doi"
1579,1579,"Lactobacillus acidophilus","Lactobacillus acidophilus","doi.org/10.1002/9781118960608.gbm00604",NA,0.6,0.9,1.5,6,NA,"M58802",NA,"doi"
1601,1601,"Lactobacillus agilis","Lactobacillus agilis","doi.org/10.1002/9781118960608.gbm00604",NA,0.7,1,3,6,NA,"M58803",NA,"doi"
105612,105612,"Lactobacillus algidus","Lactobacillus algidus","doi.org/10.1002/9781118960608.gbm00604",NA,0.3,0.7,1.1,1.9,NA,"AB033209",NA,"doi"
1602,1602,"Lactobacillus alimentarius","Lactobacillus alimentarius","doi.org/10.1002/9781118960608.gbm00604",NA,0.6,0.8,1.5,2.5,NA,"M58804",NA,"doi"
83683,83683,"Lactobacillus amylolyticus","Lactobacillus amylolyticus","doi.org/10.1002/9781118960608.gbm00604",NA,0.7,0.9,5,20,NA,"Y17361",NA,"doi"
1603,1603,"Lactobacillus amylophilus","Lactobacillus amylophilus","doi.org/10.1002/9781118960608.gbm00604",NA,0.5,0.7,2,3,NA,"M58806",NA,"doi"
1604,1604,"Lactobacillus amylovorus","Lactobacillus amylovorus","doi.org/10.1002/9781118960608.gbm00604",NA,1,NA,3,5,NA,"AY944408",NA,"doi"
1605,1605,"Lactobacillus animalis","Lactobacillus animalis","doi.org/10.1002/9781118960608.gbm00604",NA,1,1.2,3,6,NA,"M58807",NA,"doi"
227943,227943,"Lactobacillus antri","Lactobacillus antri","doi.org/10.1002/9781118960608.gbm00604","anaerobic",1,NA,1.2,2,NA,"AY253659",NA,"doi"
1606,1606,"Lactobacillus aviarius","Lactobacillus aviarius","doi.org/10.1002/9781118960608.gbm00604","anaerobic",0.5,1,0.5,1.6,NA,NA,NA,"doi"
1607,1607,"Lactobacillus bifermentans","Lactobacillus bifermentans","doi.org/10.1002/9781118960608.gbm00604",NA,0.5,1,1.5,2,NA,"M58809",NA,"doi"
1580,1580,"Lactobacillus brevis","Lactobacillus brevis","doi.org/10.1002/9781118960608.gbm00604",NA,0.7,1,2,4,NA,"M58810",NA,"doi"
1581,1581,"Lactobacillus buchneri","Lactobacillus buchneri","doi.org/10.1002/9781118960608.gbm00604",NA,0.7,1,2,4,NA,"AB205055",NA,"doi"
1582,1582,"Lactobacillus casei","Lactobacillus casei","doi.org/10.1002/9781118960608.gbm00604",NA,0.7,1.1,2,4,NA,"AF469172",NA,"doi"
33960,33960,"Lactobacillus collinoides","Lactobacillus collinoides","doi.org/10.1002/9781118960608.gbm00604",NA,0.6,0.8,3,5,NA,"AB005893",NA,"doi"
1610,1610,"Lactobacillus coryniformis","Lactobacillus coryniformis","doi.org/10.1002/9781118960608.gbm00604",NA,0.8,1.1,1,3,NA,NA,NA,"doi"
47770,47770,"Lactobacillus crispatus","Lactobacillus crispatus","doi.org/10.1002/9781118960608.gbm00604",NA,0.8,1.6,2.3,11,NA,"AF257097",NA,"doi"
28038,28038,"Lactobacillus curvatus","Lactobacillus curvatus","doi.org/10.1002/9781118960608.gbm00604",NA,0.7,0.9,1,2,NA,"AJ621550",NA,"doi"
89059,89059,"Lactobacillus cypricasei","Lactobacillus acidipiscis","doi.org/10.1002/9781118960608.gbm00604",NA,0.6,0.8,3,5,NA,"AJ251560",NA,"doi"
1584,1584,"Lactobacillus delbrueckii","Lactobacillus delbrueckii","doi.org/10.1002/9781118960608.gbm00604",NA,2,9,NA,NA,NA,NA,NA,"doi"
179838,179838,"Lactobacillus diolivorans","Lactobacillus diolivorans","doi.org/10.1002/9781118960608.gbm00604",NA,1,NA,2,NA,NA,"AF264701",NA,"doi"
137357,137357,"Lactobacillus equi","Lactobacillus equi","doi.org/10.1002/9781118960608.gbm00604",NA,0.6,0.8,1.3,3.5,NA,"AB048833",NA,"doi"
1612,1612,"Lactobacillus farciminis","Lactobacillus farciminis","doi.org/10.1002/9781118960608.gbm00604",NA,0.6,0.8,2,6,NA,"M58817",NA,"doi"
1613,1613,"Lactobacillus fermentum","Lactobacillus fermentum","doi.org/10.1002/9781118960608.gbm00604",NA,0.5,0.9,NA,NA,NA,"M58819",NA,"doi"
88164,88164,"Lactobacillus fornicalis","Lactobacillus fornicalis","doi.org/10.1002/9781118960608.gbm00604","microaerophilic",NA,NA,NA,NA,NA,"Y18654",NA,"doi"
1614,1614,"Lactobacillus fructivorans","Lactobacillus fructivorans","doi.org/10.1002/9781118960608.gbm00604",NA,0.5,0.8,1.5,4,NA,"M58818",NA,"doi"
164393,164393,"Lactobacillus fuchuensis","Lactobacillus fuchuensis","doi.org/10.1002/9781118960608.gbm00604",NA,0.75,NA,2,6,NA,"AB063479",NA,"doi"
52242,52242,"Lactobacillus gallinarum","Lactobacillus gallinarum","doi.org/10.1002/9781118960608.gbm00604",NA,0.5,1.5,1.5,10,NA,"AJ242968",NA,"doi"
1596,1596,"Lactobacillus gasseri","Lactobacillus gasseri","doi.org/10.1002/9781118960608.gbm00604",NA,0.6,0.8,3,5,NA,"AF519171",NA,"doi"
227942,227942,"Lactobacillus gastricus","Lactobacillus gastricus","doi.org/10.1002/9781118960608.gbm00604","anaerobic",0.9,NA,1.2,NA,NA,"AY253658",NA,"doi"
60519,60519,"Lactobacillus graminis","Lactobacillus graminis","doi.org/10.1002/9781118960608.gbm00604",NA,0.7,1,1.5,2,NA,"AJ621551",NA,"doi"
267633,267633,"Lactobacillus hammesii","Lactobacillus hammesii","doi.org/10.1002/9781118960608.gbm00604",NA,0.5,NA,2,4,NA,"AJ632219",NA,"doi"
96565,96565,"Lactobacillus hamsteri.","Lactobacillus hamsteri","doi.org/10.1002/9781118960608.gbm00604","anaerobic",1,1.3,5,10,NA,"AJ306298",NA,"doi"
1588,1588,"Lactobacillus hilgardii","Lactobacillus hilgardii","doi.org/10.1002/9781118960608.gbm00604",NA,0.5,0.8,2,4,NA,"M58821",NA,"doi"
33961,33961,"Lactobacillus homohiochii","Lactobacillus homohiochii","doi.org/10.1002/9781118960608.gbm00604",NA,0.7,0.8,2,4,NA,"AJ621552",NA,"doi"
147802,147802,"Lactobacillus iners","Lactobacillus iners","doi.org/10.1002/9781118960608.gbm00604","anaerobic",NA,NA,NA,NA,NA,"Y16329",NA,"doi"
151781,151781,"Lactobacillus intestinalis","Lactobacillus intestinalis","doi.org/10.1002/9781118960608.gbm00604","anaerobic",0.6,0.8,2,6,NA,"AJ306299",NA,"doi"
109790,109790,"Lactobacillus jensenii","Lactobacillus jensenii","doi.org/10.1002/9781118960608.gbm00604",NA,0.6,0.8,2,4,NA,"AF243176",NA,"doi"
33959,33959,"Lactobacillus johnsonii","Lactobacillus johnsonii","doi.org/10.1002/9781118960608.gbm00604",NA,0.5,1.5,1.5,10,NA,"AJ002515",NA,"doi"
227944,227944,"Lactobacillus kalixensis","Lactobacillus kalixensis","doi.org/10.1002/9781118960608.gbm00604","anaerobic",1,NA,1.5,10,NA,"AY253657",NA,"doi"
190906,267818,"Lactobacillus kefiranofaciens subsp. kefirgranum","Lactobacillus kefiranofaciens","doi.org/10.1002/9781118960608.gbm00604","anaerobic",NA,NA,NA,NA,NA,"AJ575742",NA,"doi"
33962,33962,"Lactobacillus kefiri","Lactobacillus kefiri","doi.org/10.1002/9781118960608.gbm00604",NA,0.6,0.8,3,15,NA,"AB024300",NA,"doi"
237446,237446,"Lactobacillus kitasatonis","Lactobacillus kitasatonis","doi.org/10.1002/9781118960608.gbm00604",NA,0.6,1,2,20,NA,"AB107638",NA,"doi"
148814,148814,"Lactobacillus kunkeei","Lactobacillus kunkeei","doi.org/10.1002/9781118960608.gbm00604",NA,0.5,NA,1,1.5,NA,"Y11374",NA,"doi"
53444,53444,"Lactobacillus lindneri","Lactobacillus lindneri","doi.org/10.1002/9781118960608.gbm00604",NA,0.9,5,NA,NA,NA,"X95421",NA,"doi"
176292,176292,"Lactobacillus malefermentans","Lactobacillus malefermentans","doi.org/10.1002/9781118960608.gbm00604",NA,0.8,1,1.5,2.5,NA,"AJ575743",NA,"doi"
1618,1618,"Lactobacillus mali","Lactobacillus mali","doi.org/10.1002/9781118960608.gbm00604",NA,0.5,0.8,1.2,1.3,NA,"M58824",NA,"doi"
167481,167481,"Lactobacillus mindensis","Lactobacillus mindensis","doi.org/10.1002/9781118960608.gbm00604",NA,0.9,5,NA,NA,NA,"AJ313530",NA,"doi"
97478,97478,"Lactobacillus mucosae","Lactobacillus mucosae","doi.org/10.1002/9781118960608.gbm00604","anaerobic",1,NA,2,4,NA,"AF126738",NA,"doi"
1622,1622,"Lactobacillus murinus","Lactobacillus murinus","doi.org/10.1002/9781118960608.gbm00604",NA,0.8,1,2,4,NA,"AJ621554",NA,"doi"
82688,82688,"Lactobacillus nagelii","Lactobacillus nagelii","doi.org/10.1002/9781118960608.gbm00604",NA,0.5,NA,1,1.5,NA,"AB162131",NA,"doi"
1632,1632,"Lactobacillus oris","Lactobacillus oris","doi.org/10.1002/9781118960608.gbm00604",NA,0.8,1,2,4,NA,"X61131",NA,"doi"
47493,47493,"Lactobacillus panis","Lactobacillus panis","doi.org/10.1002/9781118960608.gbm00604","anaerobic",NA,NA,NA,NA,NA,"X94230",NA,"doi"
171523,171523,"Lactobacillus pantheris","Lactobacillus pantheris","doi.org/10.1002/9781118960608.gbm00604",NA,0.5,NA,1.5,2.5,NA,"AF413523",NA,"doi"
152331,152331,"Lactobacillus parabuchneri","Lactobacillus parabuchneri","doi.org/10.1002/9781118960608.gbm00604",NA,0.8,1,2,4,NA,"AB205056",NA,"doi"
113557,1597,"Lactobacillus paracasei subsp. tolerans","Lactobacillus paracasei","doi.org/10.1002/9781118960608.gbm00604",NA,0.8,1,2,4,NA,"AB181950",NA,"doi"
152332,152332,"Lactobacillus parakefiri","Lactobacillus parakefiri","doi.org/10.1002/9781118960608.gbm00604",NA,0.5,1.2,1,3.5,NA,"AY026750",NA,"doi"
