tax_id,species,genus,family,order,class,phylum,superkingdom,species_tax_id,cogem_classification
35791,Rickettsia massiliae,Rickettsia,Rickettsiaceae,Rickettsiales,Alphaproteobacteria,Proteobacteria,Bacteria,35791,3
35792,Rickettsia parkeri,Rickettsia,Rickettsiaceae,Rickettsiales,Alphaproteobacteria,Proteobacteria,Bacteria,35792,3
35814,Bordetella holmesii,Bordetella,Alcaligenaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria,35814,2
35818,Helicobacter pullorum,Helicobacter,Helicobacteraceae,Campylobacterales,Epsilonproteobacteria,Proteobacteria,Bacteria,35818,2
35833,Bilophila wadsworthia,Bilophila,Desulfovibrionaceae,Desulfovibrionales,Deltaproteobacteria,Proteobacteria,Bacteria,35833,2
36808,Corynebacterium bovis,Corynebacterium,Corynebacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria,36808,2
36809,Mycobacterium abscessus,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria,36809,2
36812,Mycobacterium genavense,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria,36812,2
36855,Brucella canis,Brucella,Brucellaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria,36855,3
36874,Porphyromonas cangingivalis,Porphyromonas,Porphyromonadaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,36874,2
36875,Porphyromonas canoris,Porphyromonas,Porphyromonadaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,36875,2
37326,Nocardia brasiliensis,Nocardia,Nocardiaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria,37326,2
37329,Nocardia farcinica,Nocardia,Nocardiaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria,37329,2
37330,Nocardia nova,Nocardia,Nocardiaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria,37330,2
37332,Nocardia seriolae,Nocardia,Nocardiaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria,37332,2
37333,Nocardia transvalensis,Nocardia,Nocardiaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria,37333,2
37816,Rickettsia honei,Rickettsia,Rickettsiaceae,Rickettsiales,Alphaproteobacteria,Proteobacteria,Bacteria,37816,3
37928,Arthrobacter crystallopoietes,Arthrobacter,Micrococcaceae,Micrococcales,Actinobacteria,Actinobacteria,Bacteria,37928,2
38284,Corynebacterium accolens,Corynebacterium,Corynebacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria,38284,2
38286,Corynebacterium afermentans,Corynebacterium,Corynebacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria,38286,2
38289,Corynebacterium jeikeium,Corynebacterium,Corynebacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria,38289,2
38290,Corynebacterium macginleyi,Corynebacterium,Corynebacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria,38290,2
38293,Photobacterium damselae,Photobacterium,Vibrionaceae,Vibrionales,Gammaproteobacteria,Proteobacteria,Bacteria,38293,2
38301,Corynebacterium minutissimum,Corynebacterium,Corynebacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria,38301,2
38302,Corynebacterium mycetoides,Corynebacterium,Corynebacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria,38302,2
38304,Corynebacterium tuberculostearicum,Corynebacterium,Corynebacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria,38304,2
38313,Shewanella algae,Shewanella,Shewanellaceae,Alteromonadales,Gammaproteobacteria,Proteobacteria,Bacteria,38313,2
38323,Bartonella henselae,Bartonella,Bartonellaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria,38323,2
38402,Erysipelothrix tonsillarum,Erysipelothrix,Erysipelotrichaceae,Erysipelotrichales,Erysipelotrichia,Firmicutes,Bacteria,38402,1
38746,Mycoplasma microti,Mycoplasma,Mycoplasmataceae,Mycoplasmatales,Mollicutes,Tenericutes,Bacteria,38746,2
39047,Mycoplasma sturni,Mycoplasma,Mycoplasmataceae,Mycoplasmatales,Mollicutes,Tenericutes,Bacteria,39047,2
39487,Atopobium fossor,Atopobium,Atopobiaceae,Coriobacteriales,Coriobacteriia,Actinobacteria,Bacteria,39487,2
39496,Eubacterium ventriosum,Eubacterium,Eubacteriaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,39496,2
39693,Mycobacterium porcinum,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria,39693,2
39791,Corynebacterium glucuronolyticum,Corynebacterium,Corynebacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria,39791,2
39950,Dialister pneumosintes,Dialister,Veillonellaceae,Veillonellales,Negativicutes,Firmicutes,Bacteria,39950,2
40091,Helcococcus kunzii,Helcococcus,Peptoniphilaceae,Tissierellales,Tissierellia,Firmicutes,Bacteria,40091,2
40214,Acinetobacter johnsonii,Acinetobacter,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria,40214,2
40215,Acinetobacter junii,Acinetobacter,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria,40215,2
40269,Aliivibrio salmonicida,Aliivibrio,Vibrionaceae,Vibrionales,Gammaproteobacteria,Proteobacteria,Bacteria,40269,2
40335,Legionella tucsonensis,Legionella,Legionellaceae,Legionellales,Gammaproteobacteria,Proteobacteria,Bacteria,40335,2
40545,Sutterella wadsworthensis,Sutterella,Sutterellaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria,40545,2
40834,Borrelia duttonii,Borrelia,Borreliaceae,Spirochaetales,Spirochaetia,Spirochaetes,Bacteria,40834,2
40835,Borrelia hispanica,Borrelia,Borreliaceae,Spirochaetales,Spirochaetia,Spirochaetes,Bacteria,40835,2
41202,Ewingella americana,Ewingella,Yersiniaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,41202,2
41276,Brevundimonas vesicularis,Brevundimonas,Caulobacteraceae,Caulobacterales,Alphaproteobacteria,Proteobacteria,Bacteria,41276,2
42094,Ureaplasma diversum,Ureaplasma,Mycoplasmataceae,Mycoplasmatales,Mollicutes,Tenericutes,Bacteria,42094,2
42096,Ureaplasma gallorale,Ureaplasma,Mycoplasmataceae,Mycoplasmatales,Mollicutes,Tenericutes,Bacteria,42096,2
42739,Chromobacterium viscosum,Chromobacterium,Chromobacteriaceae,Neisseriales,Betaproteobacteria,Proteobacteria,Bacteria,42739,2
42777,Tsukamurella inchonensis,Tsukamurella,Tsukamurellaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria,42777,2
42817,Corynebacterium argentoratense,Corynebacterium,Corynebacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria,42817,2
42862,Rickettsia felis,Rickettsia,Rickettsiaceae,Rickettsiales,Alphaproteobacteria,Proteobacteria,Bacteria,42862,3
42906,Serratia entomophila,Serratia,Yersiniaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,42906,1
43082,Borrelia theileri,Borrelia,Borreliaceae,Spirochaetales,Spirochaetia,Spirochaetes,Bacteria,43082,2
43263,Pseudomonas alcaligenes,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria,43263,2
43304,Mycobacterium peregrinum,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria,43304,2
43348,Mycobacterium branderi,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria,43348,2
43662,Pseudoalteromonas piscicida,Pseudoalteromonas,Pseudoalteromonadaceae,Alteromonadales,Gammaproteobacteria,Proteobacteria,Bacteria,43662,1
43674,Jonesia denitrificans,Jonesia,Jonesiaceae,Micrococcales,Actinobacteria,Actinobacteria,Bacteria,43674,2
43675,Rothia mucilaginosa,Rothia,Micrococcaceae,Micrococcales,Actinobacteria,Actinobacteria,Bacteria,43675,2
43765,Corynebacterium amycolatum,Corynebacterium,Corynebacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria,43765,2
43768,Corynebacterium matruchotii,Corynebacterium,Corynebacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria,43768,2
43769,Corynebacterium propinquum,Corynebacterium,Corynebacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria,43769,2
43770,Corynebacterium striatum,Corynebacterium,Corynebacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria,43770,2
43771,Corynebacterium urealyticum,Corynebacterium,Corynebacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria,43771,2
43995,Johnsonella ignava,Johnsonella,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,43995,2
43997,Catonella morbi,Catonella,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,43997,2
44007,Enterococcus pseudoavium,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria,44007,2
44009,Enterococcus dispar,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria,44009,2
44010,Mycobacterium conspicuum,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria,44010,2
44448,Borrelia persica,Borrelia,Borreliaceae,Spirochaetales,Spirochaetia,Spirochaetes,Bacteria,44448,2
44449,Borrelia recurrentis,Borrelia,Borreliaceae,Spirochaetales,Spirochaetia,Spirochaetes,Bacteria,44449,2
44750,Corynebacterium auris,Corynebacterium,Corynebacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria,44750,2
45242,Capnocytophaga granulosa,Capnocytophaga,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidetes,Bacteria,45242,2
45243,Capnocytophaga haemolytica,Capnocytophaga,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidetes,Bacteria,45243,2
45262,Rickettsia aeschlimannii,Rickettsia,Rickettsiaceae,Rickettsiales,Alphaproteobacteria,Proteobacteria,Bacteria,45262,3
45972,Staphylococcus pasteuri,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria,45972,2
45979,Nocardia pseudobrasiliensis,Nocardia,Nocardiaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria,45979,2
46125,Abiotrophia defectiva,Abiotrophia,Aerococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria,46125,2
46126,Staphylococcus chromogenes,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria,46126,2
46127,Staphylococcus felis,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria,46127,2
46506,Bacteroides stercoris,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,46506,2
46867,Clostridium chauvoei,Clostridium,Clostridiaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,46867,2
47312,Tsukamurella pulmonis,Tsukamurella,Tsukamurellaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria,47312,2
47678,Bacteroides caccae,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,47678,2
47715,Lactobacillus rhamnosus,Lactobacillus,Lactobacillaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria,47715,1
47770,Lactobacillus crispatus,Lactobacillus,Lactobacillaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria,47770,1
47839,Mycobacterium triplex,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria,47839,2
47917,Serratia fonticola,Serratia,Yersiniaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,47917,1
48664,Xanthomonas fragariae,Xanthomonas,Xanthomonadaceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria,Bacteria,48664,2
51160,Treponema maltophilum,Treponema,Spirochaetaceae,Spirochaetales,Spirochaetia,Spirochaetes,Bacteria,51160,2
51288,Kluyvera ascorbata,Kluyvera,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,51288,2
51362,Mycoplasma adleri,Mycoplasma,Mycoplasmataceae,Mycoplasmatales,Mollicutes,Tenericutes,Bacteria,51362,2
52584,Brachyspira pilosicoli,Brachyspira,Brachyspiraceae,Brachyspirales,Spirochaetia,Spirochaetes,Bacteria,52584,2
52764,Bartonella alsatica,Bartonella,Bartonellaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria,52764,2
52769,Actinomyces gerencseriae,Actinomyces,Actinomycetaceae,Actinomycetales,Actinobacteria,Actinobacteria,Bacteria,52769,2
52770,Actinomyces hordeovulneris,Actinomyces,Actinomycetaceae,Actinomycetales,Actinobacteria,Actinobacteria,Bacteria,52770,2
52773,Actinomyces meyeri,Actinomyces,Actinomycetaceae,Actinomycetales,Actinobacteria,Actinobacteria,Bacteria,52773,2
53345,Enterococcus durans,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria,53345,2
53363,Brevibacterium mcbrellneri,Brevibacterium,Brevibacteriaceae,Micrococcales,Actinobacteria,Actinobacteria,Bacteria,53363,2
53374,Corynebacterium coyleae,Corynebacterium,Corynebacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria,53374,2
53376,Mycobacterium heidelbergense,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria,53376,2
53406,Pseudomonas anguilliseptica,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria,53406,2
53413,Xanthomonas axonopodis,Xanthomonas,Xanthomonadaceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria,Bacteria,53413,2
53418,Treponema lecithinolyticum,Treponema,Spirochaetaceae,Spirochaetales,Spirochaetia,Spirochaetes,Bacteria,53418,2
53419,Treponema socranskii,Treponema,Spirochaetaceae,Spirochaetales,Spirochaetia,Spirochaetes,Bacteria,53419,2
53431,Nocardia salmonicida,Nocardia,Nocardiaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria,53431,2
53435,Treponema paraluiscuniculi,Treponema,Spirochaetaceae,Spirochaetales,Spirochaetia,Spirochaetes,Bacteria,53435,2
53558,Mycoplasma edwardii,Mycoplasma,Mycoplasmataceae,Mycoplasmatales,Mollicutes,Tenericutes,Bacteria,53558,2
53635,Acidimicrobium ferrooxidans,Acidimicrobium,Acidimicrobiaceae,Acidimicrobiales,Acidimicrobiia,Actinobacteria,Bacteria,53635,1
54005,Peptoniphilus harei,Peptoniphilus,Peptoniphilaceae,Tissierellales,Tissierellia,Firmicutes,Bacteria,54005,2
54006,Peptoniphilus ivorii,Peptoniphilus,Peptoniphilaceae,Tissierellales,Tissierellia,Firmicutes,Bacteria,54006,2
54291,Raoultella ornithinolytica,Raoultella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,54291,2
54736,Salmonella bongori,Salmonella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,54736,2
55197,Flavobacterium branchiophilum,Flavobacterium,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidetes,Bacteria,55197,2
55565,Actinomyces graevenitzii,Actinomyces,Actinomycetaceae,Actinomycetales,Actinobacteria,Actinobacteria,Bacteria,55565,2
56426,Bartonella clarridgeiae,Bartonella,Bartonellaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria,56426,2
56448,Xanthomonas arboricola,Xanthomonas,Xanthomonadaceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria,Bacteria,56448,2
56460,Xanthomonas vesicatoria,Xanthomonas,Xanthomonadaceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria,Bacteria,56460,2
56689,Mycobacterium mucogenicum,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria,56689,2
56946,Afipia broomeae,Afipia,Bradyrhizobiaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria,56946,2
57171,Corynebacterium mucifaciens,Corynebacterium,Corynebacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria,57171,2
57480,Microvirgula aerodenitrificans,Microvirgula,Chromobacteriaceae,Neisseriales,Betaproteobacteria,Proteobacteria,Bacteria,57480,1
57704,Tsukamurella tyrosinosolvens,Tsukamurella,Tsukamurellaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria,57704,2
57706,Citrobacter braakii,Citrobacter,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,57706,2
58231,Treponema medium,Treponema,Spirochaetaceae,Spirochaetales,Spirochaetia,Spirochaetes,Bacteria,58231,2
59733,Chryseobacterium scophthalmum,Chryseobacterium,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidetes,Bacteria,59733,2
59750,Mycobacterium wolinskyi,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria,59750,2
59813,Mycobacterium novocastrense,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria,59813,2
59892,Treponema amylovorum,Treponema,Spirochaetaceae,Spirochaetales,Spirochaetia,Spirochaetes,Bacteria,59892,2
60133,Prevotella pallens,Prevotella,Prevotellaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,60133,2
60442,Moraxella equi,Moraxella,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria,60442,2
60920,Sanguibacter keddieii,Sanguibacter,Sanguibacteraceae,Micrococcales,Actinobacteria,Actinobacteria,Bacteria,60920,2
60921,Sanguibacter suarezii,Sanguibacter,Sanguibacteraceae,Micrococcales,Actinobacteria,Actinobacteria,Bacteria,60921,2
60922,Sanguibacter inulinus,Sanguibacter,Sanguibacteraceae,Micrococcales,Actinobacteria,Actinobacteria,Bacteria,60922,2
61645,Enterobacter asburiae,Enterobacter,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,61645,2
61648,Kluyvera intermedia,Kluyvera,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,61648,2
61652,Serratia rubidaea,Serratia,Yersiniaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,61652,2
62629,Corynebacterium thomssenii,Corynebacterium,Corynebacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria,62629,2
64667,Mycobacterium lepraemurium,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria,64667,2
65058,Corynebacterium ulcerans,Corynebacterium,Corynebacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria,65058,2
65403,Acidaminobacter hydrogenoformans,Acidaminobacter,Clostridiales Family XII. Incertae Sedis,Clostridiales,Clostridia,Firmicutes,Bacteria,65403,1
66228,Actinomyces europaeus,Actinomyces,Actinomycetaceae,Actinomycetales,Actinobacteria,Actinobacteria,Bacteria,66228,2
66269,Pantoea stewartii,Pantoea,Erwiniaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,66269,2
67780,Edwardsiella ictaluri,Edwardsiella,Hafniaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,67780,1
67824,Citrobacter farmeri,Citrobacter,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,67824,2
67825,Citrobacter rodentium,Citrobacter,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,67825,2
67826,Citrobacter sedlakii,Citrobacter,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,67826,2
67827,Citrobacter werkmanii,Citrobacter,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,67827,2
67828,Citrobacter gillenii,Citrobacter,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,67828,2
67829,Citrobacter murliniae,Citrobacter,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,67829,2
69218,Enterobacter cancerogenus,Enterobacter,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,69218,2
69710,Treponema vincentii,Treponema,Spirochaetaceae,Spirochaetales,Spirochaetia,Spirochaetes,Bacteria,69710,2
69966,Macrococcus caseolyticus,Macrococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria,69966,2
70775,Pseudomonas plecoglossicida,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria,70775,2
71254,Corynebacterium confusum,Corynebacterium,Corynebacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria,71254,2
71452,Enterococcus raffinosus,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria,71452,2
71667,Waddlia chondrophila,Waddlia,Waddliaceae,Parachlamydiales,Chlamydiia,Chlamydiae,Bacteria,71667,2
72026,Helcococcus ovis,Helcococcus,Peptoniphilaceae,Tissierellales,Tissierellia,Firmicutes,Bacteria,72026,2
74426,Collinsella aerofaciens,Collinsella,Coriobacteriaceae,Coriobacteriales,Coriobacteriia,Actinobacteria,Bacteria,74426,2
75985,Mannheimia haemolytica,Mannheimia,Pasteurellaceae,Pasteurellales,Gammaproteobacteria,Proteobacteria,Bacteria,75985,2
76860,Streptococcus constellatus,Streptococcus,Streptococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria,76860,2
77095,Prevotella bryantii,Prevotella,Prevotellaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,77095,2
77768,Prevotella albensis,Prevotella,Prevotellaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,77768,2
77917,Fusobacterium naviforme,Fusobacterium,Fusobacteriaceae,Fusobacteriales,Fusobacteriia,Fusobacteria,Bacteria,77917,2
78355,Streptomyces somaliensis,Streptomyces,Streptomycetaceae,Streptomycetales,Actinobacteria,Actinobacteria,Bacteria,78355,2
80866,Delftia acidovorans,Delftia,Comamonadaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria,80866,2
81858,Mycobacterium elephantis,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria,81858,2
81947,Vagococcus lutrae,Vagococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria,81947,2
82135,Atopobium vaginae,Atopobium,Atopobiaceae,Coriobacteriales,Coriobacteriia,Actinobacteria,Bacteria,82135,2
82203,Centipeda periodontii,Centipeda,Selenomonadaceae,Selenomonadales,Negativicutes,Firmicutes,Bacteria,82203,2
82348,Streptococcus pluranimalium,Streptococcus,Streptococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria,82348,2
82806,Streptococcus ovis,Streptococcus,Streptococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria,82806,2
82987,Tatumella ptyseos,Tatumella,Erwiniaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,82987,2
82995,Serratia grimesii,Serratia,Yersiniaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,82995,2
83231,Prevotella brevis,Prevotella,Prevotellaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,83231,2
83340,Eubacterium nitritogenes,Eubacterium,Eubacteriaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,83340,2
83560,Chlamydia muridarum,Chlamydia,Chlamydiaceae,Chlamydiales,Chlamydiia,Chlamydiae,Bacteria,83560,2
83655,Leclercia adecarboxylata,Leclercia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,83655,2
83828,Brevibacterium avium,Brevibacterium,Brevibacteriaceae,Micrococcales,Actinobacteria,Actinobacteria,Bacteria,83828,2
84109,Slackia exigua,Slackia,Eggerthellaceae,Eggerthellales,Coriobacteriia,Actinobacteria,Bacteria,84109,2
84135,Gemella sanguinis,Gemella,NA,Bacillales,Bacilli,Firmicutes,Bacteria,84135,2
84136,Gemella bergeri,Gemella,NA,Bacillales,Bacilli,Firmicutes,Bacteria,84136,2
84379,Brachyspira alvinipulli,Brachyspira,Brachyspiraceae,Brachyspirales,Spirochaetia,Spirochaetes,Bacteria,84379,2
84698,Clostridium frigidicarnis,Clostridium,Clostridiaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,84698,2
85401,Mannheimia glucosida,Mannheimia,Pasteurellaceae,Pasteurellales,Gammaproteobacteria,Proteobacteria,Bacteria,85401,2
85403,Mannheimia ruminalis,Mannheimia,Pasteurellaceae,Pasteurellales,Gammaproteobacteria,Proteobacteria,Bacteria,85403,2
85404,Mannheimia varigena,Mannheimia,Pasteurellaceae,Pasteurellales,Gammaproteobacteria,Proteobacteria,Bacteria,85404,2
85693,Mycobacterium monacense,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria,85693,2
85698,Achromobacter xylosoxidans,Achromobacter,Alcaligenaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria,85698,2
85701,Bartonella tribocorum,Bartonella,Bartonellaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria,85701,2
85991,Chlamydia pecorum,Chlamydia,Chlamydiaceae,Chlamydiales,Chlamydiia,Chlamydiae,Bacteria,85991,2
86005,Pasteuria penetrans,Pasteuria,Pasteuriaceae,Bacillales,Bacilli,Firmicutes,Bacteria,86005,1
86332,Mogibacterium pumilum,Mogibacterium,Clostridiales Family XIII. Incertae Sedis,Clostridiales,Clostridia,Firmicutes,Bacteria,86332,2
86333,Mogibacterium vescum,Mogibacterium,Clostridiales Family XIII. Incertae Sedis,Clostridiales,Clostridia,Firmicutes,Bacteria,86333,2
87883,Burkholderia multivorans,Burkholderia,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria,87883,2
89093,Ignavigranum ruoffiae,Ignavigranum,Aerococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria,89093,2
90240,Moraxella caprae,Moraxella,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria,90240,2
90242,Neisseria iguanae,Neisseria,Neisseriaceae,Neisseriales,Betaproteobacteria,Proteobacteria,Bacteria,90242,2
90244,Oligella ureolytica,Oligella,Alcaligenaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria,90244,1
90245,Oligella urethralis,Oligella,Alcaligenaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria,90245,1
92401,Mycoplasma cloacale,Mycoplasma,Mycoplasmataceae,Mycoplasmatales,Mollicutes,Tenericutes,Bacteria,92401,1
92403,Mycoplasma falconis,Mycoplasma,Mycoplasmataceae,Mycoplasmatales,Mollicutes,Tenericutes,Bacteria,92403,2
93218,Pandoraea apista,Pandoraea,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria,93218,2
93220,Pandoraea pnomenusa,Pandoraea,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria,93220,2
93221,Pandoraea pulmonicola,Pandoraea,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria,93221,2
