"tax_id","org_name","genome_size","coding_genes","isolation_source","reference","ref_type"
1028567,"Sulfolobus acidocaldarius Ron12/I",2223983,2317,NA,"66535","bioproject_id"
1104325,"Enterococcus faecium NRRL B-2354",2849891,2639,NA,"74725","bioproject_id"
1233873,"Geobacillus sp. GHH01",3583134,3459,"Isolated from an enrichment culture originally sampled at Botanischer Garten, University of Hamburg, Germany.","180997","bioproject_id"
1282356,"Pseudomonas poae",5512241,4796,NA,"186492","bioproject_id"
1267754,"Corynebacterium urealyticum DSM 7111",2316065,1935,NA,"183484","bioproject_id"
1284663,"Lactobacillus plantarum ZJ316",3299755,3276,NA,"186807","bioproject_id"
1233100,"Bacillus subtilis XF-1",4061186,3853,NA,"175410","bioproject_id"
1279365,"Bacillus thuringiensis serovar kurstaki HD73",5908575,6194,NA,"185468","bioproject_id"
956149,"Cronobacter sakazakii Sp291",4518784,4183,NA,"62201","bioproject_id"
1091041,"Bacillus amyloliquefaciens IT-45",3936866,3860,NA,"73591","bioproject_id"
1208922,"Candidatus Kinetoplastibacterium blastocrithidii TCC012E",820029,724,NA,"169070","bioproject_id"
1208918,"Candidatus Kinetoplastibacterium crithidii TCC036E",821930,728,NA,"169066","bioproject_id"
1208919,"Candidatus Kinetoplastibacterium desouzaii",833125,742,NA,"169067","bioproject_id"
1208921,"Candidatus Kinetoplastibacterium galatii",822140,727,NA,"169069","bioproject_id"
931276,"Clostridium saccharoperbutylacetonicum",6666445,5821,NA,"60605","bioproject_id"
1148,"Synechocystis sp. PCC 6803",3949306,3561,NA,"80481","bioproject_id"
1094489,"Bartonella australis",1596490,1264,NA,"73943","bioproject_id"
1094497,"Bartonella vinsonii",1802699,1434,NA,"73951","bioproject_id"
1208920,"Candidatus Kinetoplastibacterium oncopeltii",810172,694,NA,"169068","bioproject_id"
1121362,"Corynebacterium halotolerans",3222008,2865,NA,"168616","bioproject_id"
1167006,"Desulfocapsa sulfexigens",4023512,3532,NA,"91121","bioproject_id"
1286404,"Bacillus thuringiensis serovar thuringiensis IS5056",6771593,6922,NA,"187142","bioproject_id"
1193806,"Dehalococcoides mccartyi BTF08",1452335,1529,NA,"167310","bioproject_id"
1193807,"Dehalococcoides mccartyi DCMB5",1431902,1477,NA,"167311","bioproject_id"
1236903,"Methanosarcina mazei Tuc01",3427949,3252,NA,"176295","bioproject_id"
268739,"Natronomonas moolapensis",2912573,2749,NA,"50649","bioproject_id"
1267753,"Salmonella enterica subsp. enterica serovar Javiana",4675267,4407,NA,"183458","bioproject_id"
1150475,"Bacillus velezensis UCMB5036",3910324,3636,NA,"190092","bioproject_id"
1322246,"Desulfovibrio piezophilus",3646098,3354,NA,"189945","bioproject_id"
547144,"Hydrogenobaculum sp. HO",1552931,1579,"Isolated from the outflow channel of Dragon Spring, Norris Geyser Basin, in Yellowstone National Park, WY.","41741","bioproject_id"
543913,"Beta proteobacterium CB",2045720,2112,NA,"178293","bioproject_id"
1245469,"Bradyrhizobium oligotrophicum",8264165,7228,NA,"191613","bioproject_id"
1046624,"Lactococcus lactis subsp. lactis IO-1",2421471,2233,NA,"68077","bioproject_id"
945556,"Acinetobacter baumannii D1279779",3711700,3396,NA,"61919","bioproject_id"
1184267,"Bdellovibrio exovorus",2657893,2618,NA,"163339","bioproject_id"
1260222,"Chlamydia trachomatis IU824",1050524,883,NA,"179054","bioproject_id"
537971,"Helicobacter cinaedi ATCC BAA-847",2240130,2322,NA,"113","bioproject_id"
666685,"Rhodanobacter denitrificans",4225490,3824,"Isolated from a contaminated terrestrial subsurface environment.","50861","bioproject_id"
1124991,"Morganella morganii",3799539,3526,NA,"78681","bioproject_id"
1286640,"Sinorhizobium meliloti 2011",6693185,6263,NA,"187276","bioproject_id"
745310,"Sphingomonas sp. MM-1",4633613,4361,"Isolated from contaminated soil with technical-HCH (a mixture of alpha-, beta-, gamma-, and delta-isomers of HCH) in India.","185470","bioproject_id"
1207470,"Streptococcus pyogenes M1 476 (serotype M1)",1831128,1562,NA,"170670","bioproject_id"
1304892,"Xanthomonas axonopodis Xac29-1",5296525,4404,NA,"193074","bioproject_id"
1313172,"Ilumatobacter coccineus",4830181,4291,NA,"63297","bioproject_id"
748247,"Azoarcus sp. KH32C",5818755,5188,NA,"78183","bioproject_id"
1147161,"Bacillus subtilis subsp. subtilis 6051-HGW",4215610,4188,NA,"82795","bioproject_id"
1171377,"Bibersteinia trehalosi USDA-ARS-USMARC-192",2407846,2250,NA,"157929","bioproject_id"
1254439,"Bifidobacterium thermophilum",2291643,1845,NA,"179141","bioproject_id"
1174529,"Candidatus Liberibacter asiaticus gxpsy",1268237,1141,NA,"158395","bioproject_id"
1121353,"Corynebacterium callunae",2928683,2647,NA,"190670","bioproject_id"
1204414,"Corynebacterium glutamicum K051",3309400,2992,NA,"157367","bioproject_id"
1288122,"Edwardsiella piscicida C07-087",3857040,3405,NA,"187997","bioproject_id"
1248725,"Helicobacter pylori OK113",1616617,1520,NA,"192817","bioproject_id"
1312904,"Legionella pneumophila subsp. pneumophila LPE509",3507714,3331,NA,"174371","bioproject_id"
1234141,"Listeria monocytogenes La111",2776517,3131,NA,"177104","bioproject_id"
1234142,"Listeria monocytogenes N53-1",2776847,3150,NA,"177090","bioproject_id"
1166016,"Pectobacterium sp. SCC3193",5164411,4705,"Isolated from potato stem on a Finnish field in the 1980s.","122637","bioproject_id"
314282,"Psychromonas sp. CNPT3",3052410,2580,"Isolated from a decaying amphipod collected at a depth of 5,700 m in the central North Pacific Ocean.","13583","bioproject_id"
547146,"Hydrogenobaculum sp. SN",1552931,1575,"Isolated from the outflow channel of Dragon Spring, Norris Geyser Basin, in Yellowstone National Park, WY.","39709","bioproject_id"
349215,"Micavibrio aeruginosavorus EPB",2458610,2369,NA,"163341","bioproject_id"
1214101,"Streptomyces davawensis",9555950,8616,"Synthesizes the antibiotic roseoflavin, a structural riboflavin (vitamin B2) analog.","177086","bioproject_id"
1137651,"Xanthomonas citri subsp. citri Aw12879",5398685,4760,NA,"81931","bioproject_id"
1302650,"Bacillus subtilis subsp. subtilis BAB-1",4021944,4003,NA,"192249","bioproject_id"
1297582,"Candidatus Portiera aleyrodidarum TV",280663,269,NA,"190632","bioproject_id"
1249526,"Mannheimia haemolytica USDA-ARS-USMARC-185",2544668,2537,NA,"178793","bioproject_id"
1249531,"Mannheimia haemolytica USDA-ARS-USMARC-183",2657957,2731,NA,"172854","bioproject_id"
1294143,"Pseudomonas sp. ATCC 13867",5696307,5056,NA,"189431","bioproject_id"
1229512,"Blattabacterium sp. (Panesthia angustipennis spadica)",632490,575,NA,"193085","bioproject_id"
652616,"Mycobacterium tuberculosis Erdman = ATCC 35801",4392353,4246,NA,"88109","bioproject_id"
1121335,"Clostridium stercorarium subsp. stercorarium DSM 8532",2970010,2546,NA,"180992","bioproject_id"
1001583,"Lactobacillus brevis KB290",2587877,2582,NA,"64661","bioproject_id"
1298593,"Thalassolituus oleivorans MIL-1",3920328,3662,NA,"194507","bioproject_id"
1097677,"Clavibacter michiganensis subsp. nebraskensis",3063596,2817,NA,"74519","bioproject_id"
1203460,"Streptomyces hygroscopicus subsp. jinggangensis TL01",10077952,8878,NA,"169410","bioproject_id"
1054217,"Thermoplasmatales archaeon BRNA1",1461105,1528,NA,"68695","bioproject_id"
313598,"Polaribacter sp. MED152",2961474,2635,"Isolated from Northwestern Mediterranean Sea surface water (0.5 m depth), collected 1 km off the Catalan coast at the Blanes Bay Microbial Observatory.","13543","bioproject_id"
326426,"Bifidobacterium breve UCC2003",2422684,1854,NA,"13487","bioproject_id"
1129794,"Paraglaciecola psychrophila",5413691,5618,"Isolated from sea ice at high-latitude Arctic locations (77deg 30min N to approximately 81deg 12min N), including the Canadian Basin and Greenland Sea.","174842","bioproject_id"
1246365,"Streptococcus suis SC070731",2138568,1933,NA,"178071","bioproject_id"
1249480,"Candidatus Sulfuricurvum sp. RIFRC-1",2360313,2359,NA,"178975","bioproject_id"
391626,"Octadecabacter antarcticus",4875481,4492,"Isolated from sea ice of the Antarctic.","19333","bioproject_id"
391616,"Octadecabacter arcticus",5478249,4683,NA,"19331","bioproject_id"
1260223,"Chlamydia trachomatis IU888",1050524,885,NA,"186494","bioproject_id"
1110693,"Escherichia coli K-12 MDS42",3976195,3547,NA,"78215","bioproject_id"
1248726,"Helicobacter pylori OK310",1595436,1493,NA,"192818","bioproject_id"
1290428,"Rickettsia prowazekii Breinl",1109301,920,NA,"188530","bioproject_id"
1290427,"Rickettsia prowazekii NMRC Madrid E",1111520,938,NA,"188523","bioproject_id"
457425,"Streptomyces albus J1074",6841649,5832,NA,"180996","bioproject_id"
1071768,"Chlamydia trachomatis K/SotonK1",1049940,900,NA,"71097","bioproject_id"
596777,"Chlamydia trachomatis E/Bour",1050091,904,NA,"71077","bioproject_id"
1071774,"Chlamydia trachomatis L2b/UCH-2",1046337,898,NA,"71109","bioproject_id"
1071775,"Chlamydia trachomatis L2b/LST",1046376,898,NA,"71111","bioproject_id"
1071783,"Chlamydia trachomatis L3/404/LN",1046672,895,NA,"71127","bioproject_id"
1071756,"Chlamydia trachomatis D/SotonD1",1050078,902,NA,"71071","bioproject_id"
1071764,"Chlamydia trachomatis F/SotonF3",1050282,900,NA,"71089","bioproject_id"
1071765,"Chlamydia trachomatis G/SotonG1",1049642,900,NA,"71091","bioproject_id"
1071776,"Chlamydia trachomatis L2b/CV204",1046381,898,NA,"71113","bioproject_id"
1071760,"Chlamydia trachomatis E/SotonE4",1050127,901,NA,"71081","bioproject_id"
1071761,"Chlamydia trachomatis E/SotonE8",1056314,905,NA,"71083","bioproject_id"
1075087,"Chlamydia trachomatis L1/1322/p2",1046928,898,NA,"71461","bioproject_id"
1071778,"Chlamydia trachomatis L2b/Ams1",1046379,898,NA,"71117","bioproject_id"
1071772,"Chlamydia trachomatis L2/25667R",1038839,890,NA,"71105","bioproject_id"
1071757,"Chlamydia trachomatis D/SotonD5",1049632,899,NA,"71073","bioproject_id"
1071758,"Chlamydia trachomatis D/SotonD6",1050053,899,NA,"71075","bioproject_id"
1071753,"Chlamydia trachomatis A/363",1051528,908,NA,"71065","bioproject_id"
1071754,"Chlamydia trachomatis A/5291",1051525,907,NA,"71067","bioproject_id"
1071755,"Chlamydia trachomatis A/7249",1051879,906,NA,"71069","bioproject_id"
1071766,"Chlamydia trachomatis Ia/SotonIa1",1050130,902,NA,"71093","bioproject_id"
1071767,"Chlamydia trachomatis Ia/SotonIa3",1050283,902,NA,"71095","bioproject_id"
1075085,"Chlamydia trachomatis L2b/Canada1",1046041,903,NA,"71457","bioproject_id"
1075086,"Chlamydia trachomatis L2b/Canada2",1046246,900,NA,"71459","bioproject_id"
1071770,"Chlamydia trachomatis L1/115",1046584,897,NA,"71101","bioproject_id"
1071771,"Chlamydia trachomatis L1/224",1046319,898,NA,"71103","bioproject_id"
1071769,"Chlamydia trachomatis L1/440/LN",1039261,892,NA,"71099","bioproject_id"
1071777,"Chlamydia trachomatis L2b/795",1046220,898,NA,"71115","bioproject_id"
1071773,"Chlamydia trachomatis L2b/8200/07",1046364,898,NA,"71107","bioproject_id"
1071779,"Chlamydia trachomatis L2b/Ams2",1046364,898,NA,"71119","bioproject_id"
1071780,"Chlamydia trachomatis L2b/Ams3",1046218,898,NA,"71121","bioproject_id"
1071781,"Chlamydia trachomatis L2b/Ams4",1046364,898,NA,"71123","bioproject_id"
1071782,"Chlamydia trachomatis L2b/Ams5",1046348,898,NA,"71125","bioproject_id"
717959,"Alistipes shahii",3763317,2563,NA,"45913","bioproject_id"
657309,"Bacteroides xylanisolvens",5976145,4407,NA,"39177","bioproject_id"
722911,"Bifidobacterium longum subsp. longum F8",2384987,1682,NA,"45963","bioproject_id"
657324,"Butyrivibrio fibrisolvens",3164379,2904,NA,"39147","bioproject_id"
1116213,"Candidatus Mycoplasma haemominutum",513880,547,NA,"76933","bioproject_id"
751585,"Coprococcus sp. ART55/1",3123007,2128,NA,"45915","bioproject_id"
717962,"Coprococcus catus",3522704,2985,NA,"45861","bioproject_id"
657310,"Enterococcus sp. 7L76",3096657,2295,NA,"39181","bioproject_id"
717960,"Faecalitalea cylindroides",1966750,1442,NA,"45917","bioproject_id"
657318,"Eubacterium rectale DSM 17629",3344951,2898,NA,"39159","bioproject_id"
657317,"Eubacterium rectale M104/1",3698419,3212,NA,"39161","bioproject_id"
717961,"Eubacterium siraeum V10Sc8a",2836123,2211,NA,"45919","bioproject_id"
657319,"Eubacterium siraeum 70/3",2943413,2347,NA,"39157","bioproject_id"
718252,"Faecalibacterium prausnitzii L2-6",3321367,2756,NA,"45961","bioproject_id"
657322,"Faecalibacterium prausnitzii SL3/3",3214418,2746,NA,"39151","bioproject_id"
657316,"Megamonas hypermegale",2209938,2118,NA,"39163","bioproject_id"
496833,"Mycoplasma fermentans PG18",1004014,893,NA,"28473","bioproject_id"
865867,"Mycoplasma mycoides subsp. mycoides SC Gladysdale",1193808,1095,NA,"27713","bioproject_id"
1238993,"Mycoplasma pneumoniae M129-B7",816451,707,NA,"176548","bioproject_id"
718255,"Roseburia intestinalis XB6B4",4286292,3630,NA,"45953","bioproject_id"
657315,"Roseburia intestinalis M50/1",4143550,3478,NA,"39165","bioproject_id"
657321,"Ruminococcus bromii",2249085,1811,NA,"39153","bioproject_id"
213810,"Ruminococcus champanellensis",2573208,2114,NA,"39179","bioproject_id"
657323,"Ruminococcus sp. SR1/5",3545606,3260,NA,"39149","bioproject_id"
651822,"Fretibacterium fastidiosum",2728333,1435,NA,"45959","bioproject_id"
1091495,"Taylorella asinigenitalis 14/45",1540266,1415,NA,"73733","bioproject_id"
1091497,"Taylorella equigenitalis 14/56",1652885,1475,NA,"73731","bioproject_id"
657314,"Blautia obeum",3757491,3155,NA,"39167","bioproject_id"
657313,"Ruminococcus torques",3341681,2798,NA,"39169","bioproject_id"
645657,"Bacillus subtilis subsp. natto BEST195",4111218,4477,NA,"38027","bioproject_id"
696747,"Arthrospira platensis",6788435,6630,"Originally isolated from Lake Chad.","42161","bioproject_id"
657308,"Gordonibacter pamelaeae",3608022,2027,NA,"39175","bioproject_id"
245012,"Butyrate-producing bacterium SM4/1",3108859,1684,NA,"45955","bioproject_id"
245014,"Butyrate-producing bacterium SS3/4",3601020,2993,NA,"39155","bioproject_id"
649756,"Anaerostipes hadrus",3114788,2771,NA,"45957","bioproject_id"
1234603,"Candidatus Moranella endobia PCVAL",538203,411,NA,"175680","bioproject_id"
717608,"Clostridium cf. saccharolyticum K10",3769775,3073,NA,"45855","bioproject_id"
718254,"Enterobacter cloacae subsp. cloacae NCTC 9394",4908759,3725,NA,"45967","bioproject_id"
1306400,"Mycobacterium tuberculosis Beijing/NITR203",4411128,4110,NA,"193385","bioproject_id"
1138877,"Mycobacterium tuberculosis 7199-99",4421197,3994,NA,"82273","bioproject_id"
1305598,"Staphylococcus aureus M1",2891564,2727,NA,"194419","bioproject_id"
1265601,"Streptomyces sp. PAMC 26508",7630245,7073,NA,"182709","bioproject_id"
1241935,"Sulfolobus islandicus LAL14/1",2465177,2601,NA,"177222","bioproject_id"
1262673,"Chlamydia trachomatis L2/434/Bu(f)",1046341,910,NA,"182165","bioproject_id"
1263406,"Chlamydia trachomatis L2/434/Bu(i)",1046341,910,NA,"182150","bioproject_id"
565655,"Enterococcus casseliflavus",3427276,3114,NA,"32935","bioproject_id"
1236689,"Candidatus Methanomethylophilus alvus",1666795,1646,NA,"175948","bioproject_id"
1286170,"Raoultella ornithinolytica B6",5398151,4909,NA,"187030","bioproject_id"
1216962,"Helicobacter heilmannii",1804601,1915,NA,"178269","bioproject_id"
1280938,"Pseudomonas aeruginosa B136-33",6421010,5828,NA,"185969","bioproject_id"
869303,"Streptococcus pneumoniae SPN034156",2024476,1799,NA,"50793","bioproject_id"
869304,"Streptococcus pneumoniae SPN034183",2037254,1819,NA,"50795","bioproject_id"
869306,"Streptococcus pneumoniae SPN994038",2026239,1819,NA,"50799","bioproject_id"
869307,"Streptococcus pneumoniae SPN994039",2026505,1819,NA,"50801","bioproject_id"
1170318,"Cutibacterium avidum",2526138,2242,NA,"157751","bioproject_id"
1283330,"Azotobacter vinelandii CA",5366370,5048,NA,"186698","bioproject_id"
1283331,"Azotobacter vinelandii CA6",5323210,5006,NA,"186699","bioproject_id"
1316932,"Mannheimia haemolytica M42548",2731870,2728,NA,"196475","bioproject_id"
504728,"Meiothermus ruber DSM 1279",3098881,3056,NA,"196343","bioproject_id"
1292033,"Mycoplasma putrefaciens Mput9231",859996,667,NA,"188690","bioproject_id"
1134454,"Propionibacterium acnes HL096PA1",2549775,2249,NA,"81129","bioproject_id"
1171376,"Salmonella enterica subsp. enterica serovar Typhimurium U288",5017059,4798,NA,"157919","bioproject_id"
1236909,"Wolbachia wHa (Drosophila simulans)",1295804,1009,NA,"176303","bioproject_id"
1236908,"Wolbachia wNo (Drosophila simulans)",1301823,1040,NA,"176302","bioproject_id"
387631,"Archaeoglobus sulfaticallidus",2076931,2216,NA,"196460","bioproject_id"
666686,"Bacillus sp. 1NLA3E",4815602,4410,"Isolated from the nitrate- and uranium-contaminated subsurface of the Oak Ridge Integrated Field Research Challenge (ORIFRC) site, Oak Ridge Reservation, TN.","53255","bioproject_id"
1249661,"Burkholderia thailandensis MSMB121",6731379,5758,NA,"178701","bioproject_id"
86416,"Clostridium pasteurianum BC1",5044100,4512,NA,"80","bioproject_id"
670307,"Hyphomicrobium denitrificans 1NES1",3808687,3842,"Isolated from the nitrate- and uranium-contaminated subsurface of the Oak Ridge Integrated Field Research Challenge (ORIFRC) site, Oak Ridge Reservation, TN.","61091","bioproject_id"
1314884,"Lactobacillus acidophilus La-14",1991579,1874,NA,"196176","bioproject_id"
527001,"Salmonella enterica subsp. enterica serovar Typhi Ty21a",4791958,4509,NA,"34855","bioproject_id"
1302863,"Streptococcus cristatus",2142100,2069,NA,"192658","bioproject_id"
1303692,"Streptomyces fulvissimus",7905758,6925,NA,"192408","bioproject_id"
1155775,"Treponema pallidum Fribourg-Blanc",1140481,1065,NA,"86661","bioproject_id"
1310114,"Mycobacterium tuberculosis CAS/NITR204",4392876,3960,NA,"193386","bioproject_id"
1310115,"Mycobacterium tuberculosis EAI5/NITR206",4390306,4019,NA,"193387","bioproject_id"
1304279,"Mycobacterium tuberculosis Haarlem/NITR202",4404786,3681,NA,"192916","bioproject_id"
649831,"Actinoplanes sp. N902-109",9228054,8212,NA,"198760","bioproject_id"
1261567,"Streptococcus agalactiae 2-22 (serotype Ib)",1838867,1548,NA,"189946","bioproject_id"
767817,"Desulfotomaculum gibsoniae",4855529,4352,NA,"59873","bioproject_id"
1311573,"Helicobacter pylori UM032",1593537,1427,NA,"196982","bioproject_id"
1321939,"Helicobacter pylori UM037",1692794,1504,NA,"196985","bioproject_id"
1321940,"Helicobacter pylori UM066",1658047,1465,NA,"196986","bioproject_id"
1321938,"Helicobacter pylori UM299",1594569,1428,NA,"196984","bioproject_id"
1199187,"Mycobacterium avium subsp. paratuberculosis MAP4",4829424,4326,NA,"168471","bioproject_id"
243274,"Thermotoga maritima MSB8",1869612,1891,NA,"185601","bioproject_id"
767453,"Lactobacillus fermentum F-6",2064620,2006,NA,"49143","bioproject_id"
767468,"Lactobacillus plantarum subsp. plantarum P-8",3246630,3179,NA,"49145","bioproject_id"
1124983,"Pseudomonas protegens CHA0",6867980,6115,NA,"78307","bioproject_id"
1276647,"Streptococcus suis TL13",2038146,1939,NA,"171404","bioproject_id"
1332188,"Candidatus Saccharimonas aalborgensis",1013781,1034,NA,"201542","bioproject_id"
980422,"Phytoplasma (CPA) NZSb11",959779,1100,NA,"62247","bioproject_id"
1116211,"Mycoplasma hyopneumoniae 168-L",921093,683,NA,"76853","bioproject_id"
1276227,"Spiroplasma chrysopicola",1123322,1009,NA,"184747","bioproject_id"
1276229,"Spiroplasma syrphidicola",1107344,1006,NA,"184748","bioproject_id"
1156913,"Amycolatopsis orientalis",8982090,8162,NA,"85603","bioproject_id"
443149,"Mycobacterium tuberculosis CCDC5079",4414325,4156,NA,"66069","bioproject_id"
469607,"Fusobacterium nucleatum subsp. animalis 4_8",2275461,2124,NA,"32481","bioproject_id"
1321370,"Idiomarina loihiensis GSL 199",2839759,2649,NA,"196939","bioproject_id"
1303024,"Mycobacterium abscessus subsp. bolletii 50594",5270527,5185,NA,"191917","bioproject_id"
1288394,"Aeromonas hydrophila ML09-119",5024500,4434,NA,"188141","bioproject_id"
758793,"Burkholderia sp. RPE64",6964487,6732,"Isolated from field-collected Riptortus pedestris.","205117","bioproject_id"
1260251,"Spiribacter salinus",1739487,1684,NA,"179191","bioproject_id"
1318633,"Streptococcus iniae SF1",2149844,2125,NA,"196817","bioproject_id"
224719,"Methanobrevibacter sp. AbM4",1998189,1671,NA,"157813","bioproject_id"
1313290,"Erysipelothrix rhusiopathiae SY1027",1752910,1775,NA,"195586","bioproject_id"
1199191,"Legionella pneumophila subsp. pneumophila Thunder Bay",3455167,2998,NA,"168333","bioproject_id"
1232381,"Corynebacterium glutamicum SCgG1",3350620,3023,NA,"175236","bioproject_id"
1232383,"Corynebacterium glutamicum SCgG2",3350619,3025,NA,"175241","bioproject_id"
1295009,"Candidatus Methanomassiliicoccus intestinalis Issoire-Mx1",1931651,1826,NA,"189659","bioproject_id"
1333523,"Salinarchaeum sp. Harcht-Bsk1",3255260,3013,"Isolated from the top aerobic sediment layer of the hypersaline chloride-sulfate Lake Baskunchak (south Russia).","202311","bioproject_id"
766760,"Bacillus paralicheniformis",4376305,4225,NA,"49115","bioproject_id"
1322346,"Haemophilus parasuis ZJ0906",2324740,2211,NA,"197214","bioproject_id"
1327988,"Lactobacillus plantarum 16",3361015,3088,NA,"198762","bioproject_id"
1303518,"Chthonomonas calidirosea",3437861,2811,NA,"207044","bioproject_id"
1166130,"Enterobacter sp. R4-368",5155034,4827,"Isolated from surface-sterilized roots.","189171","bioproject_id"
1340495,"Lactobacillus reuteri I5007",2093275,2054,NA,"206042","bioproject_id"
1323661,"Staphylococcus aureus CA-347",2875156,2725,NA,"197422","bioproject_id"
1309806,"Streptococcus agalactiae 09mas018883",2138694,2089,NA,"205640","bioproject_id"
1309807,"Streptococcus agalactiae ILRI005",2109759,2155,NA,"205689","bioproject_id"
1318615,"Streptococcus agalactiae ILRI112",2029198,2073,NA,"205643","bioproject_id"
1331671,"Pseudomonas putida H8234",6870827,6357,NA,"202087","bioproject_id"
1211579,"Pseudomonas putida NBRC 14164",6156701,5449,NA,"171050","bioproject_id"
1245471,"Pseudomonas resinovorans",6484828,5875,NA,"178156","bioproject_id"
243276,"Treponema pallidum subsp. pallidum Nichols",1139633,978,NA,"30655","bioproject_id"
682634,"Serratia plymuthica 4Rx13",5403731,4695,NA,"41033","bioproject_id"
1340851,"Pseudomonas aeruginosa RP73",6342034,5762,NA,"206088","bioproject_id"
1281781,"Bifidobacterium animalis subsp. lactis Bl12",1938606,1518,NA,"186412","bioproject_id"
333146,"Ferroplasma acidarmanus",1935211,1951,NA,"239","bioproject_id"
1200352,"Corynebacterium terpenotabidum",2751233,2369,NA,"168617","bioproject_id"
571800,"Psychrobacter sp. G",3113999,2614,"Isolated from King George Island, Antarctica.","209108","bioproject_id"
1348660,"Serratia plymuthica S13",5467306,4991,NA,"209109","bioproject_id"
1321369,"Staphylococcus aureus Bmb9393",2983456,2653,NA,"196937","bioproject_id"
1254432,"Sorangium cellulosum So0157-2",14782125,10400,NA,"179502","bioproject_id"
1300253,"Alteromonas mediterranea 615",4582352,3560,NA,"192229","bioproject_id"
1300255,"Alteromonas mediterranea U4",4624578,4084,NA,"192190","bioproject_id"
1300256,"Alteromonas mediterranea U7",4442936,3856,NA,"192694","bioproject_id"
1300257,"Alteromonas mediterranea U8",4395035,3795,NA,"192230","bioproject_id"
1300259,"Alteromonas mediterranea UM4b",4438767,3868,NA,"192232","bioproject_id"
1300258,"Alteromonas mediterranea UM7",4931660,4330,NA,"192231","bioproject_id"
859655,"Ralstonia solanacearum CMR15",5590372,5024,NA,"50681","bioproject_id"
1096995,"Acinetobacter baumannii BJAB07104",4042229,3861,NA,"74421","bioproject_id"
1096996,"Acinetobacter baumannii BJAB0715",4053889,3908,NA,"74423","bioproject_id"
1096997,"Acinetobacter baumannii BJAB0868",4005822,3819,NA,"74425","bioproject_id"
1318635,"Lactobacillus casei LOCK919",3143369,3103,NA,"196824","bioproject_id"
1316933,"Lactobacillus rhamnosus LOCK900",2883376,2827,NA,"196481","bioproject_id"
1318634,"Lactobacillus rhamnosus LOCK908",2990900,2924,NA,"196823","bioproject_id"
1138871,"Mycobacterium yongonense",5662088,5390,NA,"82265","bioproject_id"
1197719,"Salmonella bongori N268-08",4773537,4770,NA,"168043","bioproject_id"
1271863,"Salmonella enterica subsp. enterica Serovar Cubana",5267011,4979,NA,"184141","bioproject_id"
1271864,"Salmonella enterica subsp. enterica Serovar Heidelberg CFSAN002069",4931985,4609,NA,"184142","bioproject_id"
1124936,"Salmonella enterica subsp. enterica serovar Heidelberg 41578",4951478,4712,NA,"78477","bioproject_id"
1271862,"Salmonella enterica subsp. enterica serovar Typhimurium var. 5- CFSAN001921",5089224,4801,NA,"184140","bioproject_id"
866913,"Salmonella enterica subsp. enterica serovar 4,[5],12:i:- str. 08-1736",4822189,4489,NA,"50689","bioproject_id"
1173427,"Salmonella enterica subsp. enterica serovar Bareilly",4808805,4441,NA,"159279","bioproject_id"
1346614,"Serratia liquefaciens",5282719,4894,NA,"208332","bioproject_id"
1276221,"Spiroplasma diminutum",945296,858,NA,"184745","bioproject_id"
1276220,"Spiroplasma taiwanense",1086278,989,NA,"184744","bioproject_id"
1336746,"Streptococcus pyogenes HSC5",1818351,1744,NA,"205050","bioproject_id"
326425,"Lactobacillus helveticus CNRZ32",2225962,1685,NA,"46731","bioproject_id"
1358027,"Lactobacillus reuteri TD1",2145445,1945,NA,"211728","bioproject_id"
1261126,"Mannheimia haemolytica D153",2681844,2641,NA,"181152","bioproject_id"
1311759,"Mannheimia haemolytica D171",2501382,2339,NA,"194566","bioproject_id"
1311760,"Mannheimia haemolytica D174",2702201,2687,NA,"194567","bioproject_id"
1306414,"Mycobacterium tuberculosis EAI5",4391174,3902,NA,"210717","bioproject_id"
754503,"Mycoplasma hyopneumoniae 7422",898495,677,NA,"47327","bioproject_id"
1262456,"Ralstonia solanacearum FQY_4",5805250,5139,NA,"182081","bioproject_id"
1184254,"Anaplasma phagocytophilum Dog2",1473302,1258,NA,"163169","bioproject_id"
1184253,"Anaplasma phagocytophilum HZ2",1477581,1247,NA,"163167","bioproject_id"
1173064,"Anaplasma phagocytophilum JM",1481598,1256,NA,"158483","bioproject_id"
1036172,"Arcobacter butzleri 7h1h",2253233,2199,NA,"67167","bioproject_id"
1335307,"Burkholderia pseudomallei MSHR305",7428072,6105,NA,"203336","bioproject_id"
1321941,"Helicobacter pylori UM298",1594544,1429,NA,"196983","bioproject_id"
1366053,"Mannheimia haemolytica USMARC_2286",2658507,2698,NA,"212438","bioproject_id"
1338035,"Campylobacter jejuni 32488",1702398,1689,NA,"203445","bioproject_id"
1338032,"Vibrio parahaemolyticus O1:K33 CDC_K4557",5138575,4579,NA,"203445","bioproject_id"
1338034,"Vibrio parahaemolyticus O1:Kuk FDA_R31",5223562,4731,NA,"203445","bioproject_id"
907272,"Chlamydia trachomatis J/6276tet1",1080953,956,NA,"53863","bioproject_id"
907263,"Chlamydia trachomatis RC-F/69",1046087,924,NA,"53845","bioproject_id"
907269,"Chlamydia trachomatis RC-F(s)/342",1083842,951,NA,"53857","bioproject_id"
907265,"Chlamydia trachomatis RC-F(s)/852",1083893,954,NA,"53849","bioproject_id"
907266,"Chlamydia trachomatis RC-J/943",1038797,926,NA,"53851","bioproject_id"
