"tax_id","name_class","org_name","Strain","metabolism","pathways","carbon_substrates","sporulation","cell_shape","motility","optimum_ph","optimum_tmp","d1_lo","d1_up","d2_lo","d2_up","isolation_source","reference","ref_type"
1288392,"scientific name","Moraxella porci","SN9-4M","obligate aerobe",NA,"lactate, succinic acid (succinate)","no","cocci",NA,7,37,1,1.5,NA,NA,"other, pigs","doi.org/10.1099/ijs.0.016626-0","doi"
428031,"scientific name","Moritella dasanensis","ArB 0140","obligate aerobe","nitrate_reduction","cellobiose, galactose, glycerol, maltose","no","rod","flagella",8,9,1,NA,4.5,NA,"seawater","doi.org/10.1099/ijs.0.65501-0","doi"
371674,"scientific name","Moryella indoligenes","AIP 220.04T ","anaerobic",NA,"galactose, glucose, maltose, ribose","no","rod","non-motile",NA,NA,0.5,0.6,0.8,1.7,"other, human buttock abscess ","doi.org/10.1099/ijs.0.64705-0","doi"
598650,"scientific name","Motilibacter peucedani","RP-AC37","obligate aerobe",NA,NA,"no","rod","motile, but unspecified structure",6.6,30,0.6,0.7,1.9,2.4,"soil","doi.org/10.1099/ijs.0.030007-0","doi"
598652,"scientific name","Motilibacter rhizosphaerae","RS-16","obligate aerobe",NA,"adonitol, dextrin, maltose, melibiose, raffinose, xylitol","no","rod","non-motile",NA,37,0.79,NA,1.45,NA,"soil","doi.org/10.1099/ijs.0.052357-0","doi"
869718,"scientific name","Mucilaginibacter angelicae","GG-w14","obligate aerobe",NA,"arabinose, cellobiose, fucose, galactose, glucose, glycogen, lactose, maltose, mannose, melibiose, raffinose, sucrose, trehalose, Tween 20, Tween 40, Tween 60, Tween 80, xylose",NA,"rod","non-motile",6.5,27.5,0.6,0.8,1.1,1.5,"other, rhizosphere of angelica polymorpha","doi.org/10.1099/ijs.0.029728-0","doi"
398049,"scientific name","Mucilaginibacter daejeonensis","Jip 10T","facultative aerobe",NA,"arabinose, cellobiose, fructose, galactose, glucose, lactose, maltose, mannose, melibiose, N-acetylgulcosamine, rhamnose, sucrose, trehalose","no","rod","non-motile",7,30,0.7,NA,1.45,NA,"plant associated","doi.org/10.1099/ijs.0.003384-0","doi"
652788,"scientific name","Mucilaginibacter frigoritolerans","Ft22","obligate aerobe",NA,"dextrin, glucose, mannose, melibiose, raffinose, sucrose",NA,"rod","non-motile",6,25,0.3,0.5,1,4,"soil, lichen and soil sample","doi.org/10.1099/ijs.0.019364-0","doi"
551996,"scientific name","Mucilaginibacter gossypii","Gh-67","obligate aerobe","nitrate_reduction","ethanol, succinic acid (succinate)","no","rod","non-motile",NA,28,0.18,0.2,0.8,1.25,"soil","doi.org/10.1099/ijs.0.018713-0","doi"
551995,"scientific name","Mucilaginibacter gossypiicola","Gh-48","obligate aerobe","nitrate_reduction","acetate, alanine, alanine, arabitol, cellobiose, dextrin, ethanol, fucose, galactose, gluconic acid, glucose, glycerol, glycogen, lactose, maltose, mannitol, mannose, melibiose, N-acetylgulcosamine, ornithine, proline, raffinose, sorbitol, succinic acid (succinate), sucrose, trehalose","no","rod","non-motile",NA,28,0.2,0.3,0.5,0.8,"soil","doi.org/10.1099/ijs.0.018713-0","doi"
423350,"scientific name","Mucilaginibacter gracilis","TPT18T","facultative aerobe",NA,"arabinose, cellobiose, fructose, galactose, glucose, lactose, maltose, pyruvic acid (pyruvate), raffinose, rhamnose, salicin, sucrose, trehalose, xylose","no","rod","non-motile",6,20,0.45,NA,20.75,NA,"other, peat bog","doi.org/10.1099/ijs.0.65100-0","doi"
423350,"scientific name","Mucilaginibacter gracilis","TPT18T","facultative aerobe",NA,"arabinose, cellobiose, fructose, galactose, glucose, lactose, maltose, pyruvic acid (pyruvate), raffinose, rhamnose, salicin, sucrose, trehalose, xylose","no","rod","non-motile",6.25,22.5,0.45,NA,20.75,NA,"other, peat bog","doi.org/10.1099/ijs.0.65100-0","doi"
423350,"scientific name","Mucilaginibacter gracilis","TPT18T","facultative aerobe",NA,"arabinose, cellobiose, fructose, galactose, glucose, lactose, maltose, pyruvic acid (pyruvate), raffinose, rhamnose, salicin, sucrose, trehalose, xylose","no","rod","non-motile",6.2,17.5,0.45,NA,20.75,NA,"other, peat bog","doi.org/10.1099/ijs.0.65100-0","doi"
1302236,"scientific name","Mucilaginibacter gynuensis","YC7003","obligate aerobe",NA,"alanine, alaninamide, alanine, arabinose, fructose, galactose, glucose, glutamic acid, glycine, maltose, mannose, N-acetylgulcosamine, proline, serine, sucrose, threonine, trehalose","no","rod","non-motile",6.5,30,0.46,NA,1.6,NA,"plant associated","doi.org/10.1099/ijs.0.050153-0","doi"
1097322,"scientific name","Mucilaginibacter herbaticus","DR-9","obligate aerobe","nitrate_reduction","glucose, mannitol, mannose, phenylacetate","no","rod","non-motile",7,25,0.5,NA,1.75,NA,"plant associated","doi.org/10.1099/ijs.0.038398-0","doi"
1176721,"scientific name","Mucilaginibacter jinjuensis","YC7004","facultative anaerobe",NA,"alanine, alanine, cellobiose, galactose, glucose, lactose, maltose, mannose, melibiose, N-acetylgulcosamine, proline, raffinose, serine, sucrose, trehalose","no","rod","non-motile",6,30,0.385,NA,1.305,NA,"plant associated","doi.org/10.1099/ijs.0.043828-0","doi"
452286,"scientific name","Mucilaginibacter kameinonensis","SCK","obligate aerobe",NA,"alpha-cyclodextrin, cellobiose, dextrin, fructose, galactose, glucose, glycerol, glycogen, maltose, mannose, melibiose, proline, raffinose, sucrose, trehalose","no","rod","non-motile",NA,25,0.3,0.7,0.8,3.5,"soil","doi.org/10.1099/ijs.0.65777-0","doi"
354630,"scientific name","Mucilaginibacter lappiensis","ANJLI2","obligate aerobe",NA,"arabinose, cellobiose, galactose, lactose, maltose, mannose, salicin, sucrose, trehalose, xylose",NA,"rod","non-motile",6,25,0.3,0.5,1,3,"soil, lichen and soil sample","doi.org/10.1099/ijs.0.019364-0","doi"
1048221,"scientific name","Mucilaginibacter litoreus","BR-18","facultative anaerobe",NA,"cellobiose, fructose, galactose, glucose, lactose, maltose, mannose, melibiose, N-acetylgulcosamine, raffinose, rhamnose, salicin, sucrose, trehalose, xylose","no","rod","non-motile",6.75,25,0.6,NA,2.25,NA,"other, marine sand","doi.org/10.1099/ijs.0.034900-0","doi"
931629,"scientific name","Mucilaginibacter lutimaris","BR-3","facultative aerobe",NA,"cellobiose, galactose, glucose, lactose, maltose, mannose, melibiose, N-acetylgulcosamine, raffinose, salicin, sucrose, trehalose, Tween 20, Tween 40, Tween 60, Tween 80","no","rod","non-motile",6.75,25,0.4,0.6,0.8,2.5,"marine sediment","doi.org/10.1099/ijs.0.030213-0","doi"
652787,"scientific name","Mucilaginibacter mallensis","MP1X4","obligate aerobe",NA,"arabinose, cellobiose, galactose, glucose, lactose, maltose, mannose, sucrose, trehalose, xylose",NA,"rod","non-motile",6,25,0.4,0.6,1,2,"soil, lichen and soil sample","doi.org/10.1099/ijs.0.019364-0","doi"
468058,"scientific name","Mucilaginibacter oryzae","B9T","obligate aerobe",NA,"acetate, alanine, alaninamide, alanine, arabinose, aspartic acid (aspartate), cellobiose, dextrin, fructose, galactose, gluconic acid, glycogen, lactose, maltose, mannitol, mannose, melibiose, methyl beta-D-glucoside, ornithine, proline, raffinose, salicin, serine, sucrose, threonine, trehalose, urea","no","rod","non-motile",6,27.5,0.65,NA,2.15,NA,"soil","doi.org/10.1099/ijs.0.007138-0","doi"
423351,"scientific name","Mucilaginibacter paludis","TPT56T","facultative aerobe",NA,"cellobiose, fructose, galactose, glucose, lactose, maltose, mannose, myo-inositol, N-acetylgulcosamine, rhamnose, sucrose, trehalose, xylose","no","rod","non-motile",6.25,22.5,0.45,NA,20.75,NA,"other, peat bog","doi.org/10.1099/ijs.0.65100-0","doi"
423351,"scientific name","Mucilaginibacter paludis","TPT56T","facultative aerobe",NA,"cellobiose, fructose, galactose, glucose, lactose, maltose, mannose, myo-inositol, N-acetylgulcosamine, rhamnose, sucrose, trehalose, xylose","no","rod","non-motile",6.2,17.5,0.65,NA,20.75,NA,"other, peat bog","doi.org/10.1099/ijs.0.65100-0","doi"
910545,"scientific name","Mucilaginibacter polysacchareus","DRP28","obligate aerobe",NA,"fructose, glucose, N-acetylgulcosamine, Tween 20, xylose","no","rod","non-motile",NA,25,NA,NA,NA,NA,"plant associated","doi.org/10.1099/ijs.0.029793-0","doi"
534635,"scientific name","Mucilaginibacter rigui","WPCB133","obligate aerobe",NA,"cellobiose, dextrin, glucose, lactose, maltose, mannose, melibiose, methyl beta-D-glucoside, N-acetylgulcosamine, raffinose, sucrose, trehalose","no","rod","non-motile",6.5,25,0.35,NA,1.35,NA,"freshwater","doi.org/10.1099/ijs.0.011130-0","doi"
1173583,"scientific name","Mucilaginibacter sabulilitoris","SMS-12","obligate aerobe","nitrate_reduction","adonitol, arabinose, cellobiose, fructose, galactose, glucose, glycerol, lactose, maltose, mannose, melibiose, N-acetylgulcosamine, raffinose, rhamnose, sucrose, trehalose, xylose","no","rod","non-motile",7.25,25,0.5,NA,2.5,NA,"soil","doi.org/10.1099/ijs.0.045989-0","doi"
1017095,"scientific name","Mucilaginibacter soli","R9-65","facultative anaerobe",NA,"citric acide (citrate), glucose, mannose, N-acetylgulcosamine","no","rod","non-motile",6.5,26.5,0.6,NA,1.5,NA,"soil","doi.org/10.1099/ijs.0.033902-0","doi"
538021,"scientific name","Mucilaginibacter ximonensis","XM-003T","obligate aerobe",NA,"acetate, mannose, melibiose, N-acetylgulcosamine, raffinose, trehalose","no","rod","non-motile",6.5,28,0.4,NA,1.45,NA,"soil","doi.org/10.1099/ijs.0.005405-0","doi"
248039,"scientific name","Mucispirillum schaedleri","HRI I17T","anaerobic",NA,"glycine","no","rod","flagella",NA,37,0.4,NA,3.5,NA,"other, mouse caecal mucus","doi.org/10.1099/ijs.0.63472-0","doi"
1095377,"scientific name","Mucor nidicola","F53","obligate aerobe",NA,NA,"yes",NA,NA,NA,25,NA,NA,NA,NA,"other, paper wasp nest","doi.org/10.1099/ijs.0.033050-0","doi"
507844,"scientific name","Murdochiella asaccharolytica","WAL 1855C","anaerobic",NA,NA,NA,"cocci","non-motile",NA,NA,0.5,0.6,NA,NA,"other, human wound specimens","doi.org/10.1099/ijs.0.015909-0","doi"
507844,"scientific name","Murdochiella asaccharolytica","WAL 1855C","anaerobic",NA,NA,NA,"cocci","non-motile",NA,NA,0.55,NA,NA,NA,"other, human wounds","doi.org/10.1099/ijs.0.015909-0","doi"
1055723,"scientific name","Muricauda antarctica","Ar-22","obligate aerobe",NA,"arabinose, gluconic acid, glucose, maltose, mannose, N-acetylgulcosamine","no","rod","non-motile",7.5,35,1.5,NA,1.5,NA,"seawater","doi.org/10.1099/ijs.0.048355-0","doi"
254955,"scientific name","Muricauda aquimarina","SW-63T",NA,NA,"cellobiose, fructose, glucose, lactose, maltose, mannose, melibiose, raffinose, succinic acid (succinate), sucrose, trehalose, Tween 20, Tween 40, Tween 60, Tween 80","no","rod","non-motile",7,33.5,0.35,NA,4.25,NA,"hypersaline environment","doi.org/10.1099/ijs.0.03051-0","doi"
864064,"scientific name","Muricauda beolgyonensis","BB-My12","obligate aerobe",NA,"cellobiose, fructose, glucose, maltose, mannose, salicin, succinic acid (succinate), sucrose, trehalose","no","rod","non-motile",7.25,37,0.6,NA,3.5,NA,"marine sediment","doi.org/10.1099/ijs.0.032581-0","doi"
254954,"scientific name","Muricauda flavescens","SW-62T","facultative anaerobe",NA,"glucose","no","rod","non-motile",7,33.5,0.3,NA,4.25,NA,"hypersaline environment","doi.org/10.1099/ijs.0.03051-0","doi"
254954,"scientific name","Muricauda flavescens","SW-62T","facultative anaerobe",NA,"cellobiose, fructose, glucose, lactose, maltose, mannose, melibiose, raffinose, succinic acid (succinate), sucrose, trehalose, Tween 20, Tween 40, Tween 60, Tween 80","no","rod","non-motile",7,33.5,0.3,NA,4.25,NA,"hypersaline environment","doi.org/10.1099/ijs.0.03051-0","doi"
254954,"scientific name","Muricauda flavescens","SW-62T","obligate aerobe",NA,"cellobiose, fructose, glucose, lactose, maltose, mannose, melibiose, raffinose, succinic acid (succinate), sucrose, trehalose, Tween 20, Tween 40, Tween 60, Tween 80","no","rod","non-motile",7,33.5,0.3,NA,4.25,NA,"hypersaline environment","doi.org/10.1099/ijs.0.03051-0","doi"
516051,"scientific name","Muricauda lutaonensis","CC-HSB-11T","obligate aerobe",NA,"acetate, cellobiose, dextrin, fructose, glucose, glutamic acid, inosine, lactose, maltose, mannose, melibiose, proline, pyruvic acid methyl ester, raffinose, succinic acid (succinate), sucrose, threonine, trehalose","no","rod","non-motile",8,41,0.4,NA,11.5,NA,"hotspring","doi.org/10.1099/ijs.0.007930-0","doi"
475082,"scientific name","Muricauda lutimaris","SMK-108","facultative anaerobe",NA,"arabinose, maltose, salicin, trehalose","no","rod","non-motile",NA,30,0.2,0.4,0.8,10,"other, tidal flat","doi.org/10.1099/ijs.0.65659-0","doi"
552546,"scientific name","Muricauda olearia","CL-SS4T","obligate aerobe",NA,"arginine, cellobiose, fructose, gelatin, glucose, glutamic acid, lactose, mannose, pyruvic acid (pyruvate), raffinose, ribose, sucrose, trehalose, Tween 20, Tween 40, Tween 60, Tween 80","no","rod","non-motile",7.25,27.5,0.35,NA,3,NA,"seawater","doi.org/10.1099/ijs.0.007708-0","doi"
1005926,"scientific name","Muricauda taeanensis","105","obligate aerobe",NA,"fructose, galactose, glucose, lactose, maltose, mannose, melibiose, raffinose, sucrose, trehalose","no","rod","gliding",7.25,33.5,0.3,NA,5.25,NA,"other, marine tidal flat","doi.org/10.1099/ijs.0.047647-0","doi"
1073328,"scientific name","Muricauda zhangzhouensis","12C25","obligate aerobe",NA,"acetate, alanine, alaninamide, alanine, alpha-cyclodextrin, alpha-ketovaleric acid, asparagine, aspartic acid (aspartate), cellobiose, dextrin, fructose, galactose, gluconic acid, glucose, glutamic acid, glycine, glycogen, lactate, lactose, maltose, mannose, melibiose, methyl pyruvate, methyl beta-D-glucoside, N-acetylgulcosamine, propionic acid (propionate), raffinose, rhamnose, sorbitol, succinic acid (succinate), sucrose, trehalose, Tween 40, Tween 80","no","rod","non-motile",7,26.5,0.475,NA,2.7,NA,"marine sediment","doi.org/10.1099/ijs.0.040881-0","doi"
504488,"scientific name","Muriicola jejuensis","EM44","obligate aerobe","nitrate_reduction","acetate, alpha-cyclodextrin, alpha-ketovaleric acid, dextrin, fructose, galactose, glucose, glutamic acid, lactose, leucine, maltose, melibiose, proline, propionic acid (propionate), putrescine, raffinose, succinic acid (succinate), sucrose, threonine, trehalose, xylitol","no","rod","non-motile",7.75,27.5,0.5,NA,2,NA,"seawater","doi.org/10.1099/ijs.0.015313-0","doi"
504488,"scientific name","Muriicola jejuensis","EM44","obligate aerobe","nitrate_reduction","acetate, dextrin, fructose, galactose, glucose, glutamic acid, lactose, leucine, maltose, melibiose, proline, propionic acid (propionate), raffinose, succinic acid (succinate), sucrose, threonine, xylitol","no","rod","gliding",7.75,27.5,0.4,0.6,1.7,2.3,"seawater","doi.org/10.1099/ijs.0.015313-0","doi"
645275,"scientific name","Murinocardiopsis flavida","14-Be-013","obligate aerobe",NA,"3-hydroxybutyrate, acetate, adonitol, arabinose, cellobiose, fructose, galactose, glucose, lactate, malate, maltose, mannitol, mannose, proline, pyruvic acid (pyruvate), rhamnose, salicin, trehalose, xylose","yes","rod",NA,NA,28,1.3,NA,NA,NA,"other, indoor walls from colonized walls","doi.org/10.1099/ijs.0.015990-0","doi"
645275,"scientific name","Murinocardiopsis flavida","14-Be-013","obligate aerobe",NA,"3-hydroxybutyrate, acetate, adonitol, arabinose, cellobiose, fructose, galactose, glucose, lactate, malate, maltose, mannitol, mannose, myo-inositol, N-acetylgulcosamine, proline, pyruvic acid (pyruvate), rhamnose, ribose, salicin, trehalose, xylose","no",NA,NA,NA,NA,NA,NA,NA,NA,"other, mold-colonized walls","doi.org/10.1099/ijs.0.015990-0","doi"
316335,"scientific name","Myceligenerans crystallogenes"," CD12E2-27","obligate aerobe",NA,"galactose, glucose, mannose","yes","rod","non-motile",NA,28,0.5,0.7,NA,NA,"other, roman catacombs","doi.org/10.1099/ijs.0.63756-0","doi"
253184,"scientific name","Myceligenerans xiligouense","XLG9A10.2T","obligate aerobe",NA,"5-ketoguconate, arabitol, galcturonic acid, gluconic acid, glycogen, lactose, mannitol, mannose, melibiose, raffinose, rhamnose, salicin, Tween 40, Tween 80","yes",NA,NA,8,25,NA,NA,NA,NA,"hypersaline environment","doi.org/10.1099/ijs.0.03046-0","doi"
699879,"scientific name","Mycetocola manganoxydans","MB1-14","obligate aerobe",NA,"xylose","no","rod","non-motile",NA,30,0.3,NA,0.35,NA,"other, desert","doi.org/10.1099/ijs.0.038877-0","doi"
995034,"scientific name","Mycetocola miduiensis","MD-T1-10-2","obligate aerobe",NA,"arabinose, cellobiose, fructose, galactose, gluconic acid, glucose, glycerol, maltose, mannitol, mannose, ribose, sucrose, trehalose, xylose","no","rod",NA,8,22.5,0.45,NA,0.65,NA,"other, midui glacier","doi.org/10.1099/ijs.0.047985-0","doi"
331618,"scientific name","Mycetocola reblochoni","LMG 22367","obligate aerobe",NA,"mannose, salicin, sucrose, trehalose","no","rod","non-motile",NA,25,0.3,NA,1.1,1.5,"other, surface microbial flora of reblochon cheese","doi.org/10.1099/ijs.0.64201-0","doi"
1164595,"scientific name","Mycetocola zhadangensis","ZD1-4","obligate aerobe",NA,NA,NA,"rod",NA,7,25,NA,NA,NA,NA,"other, snow","doi.org/10.1099/ijs.0.047159-0","doi"
1286181,"scientific name","Mycobacterium arabiense","YIM 121001",NA,NA,NA,"no","ovoid/coccobacillus","non-motile",7,31,NA,NA,NA,NA,"soil","doi.org/10.1099/ijs.0.050567-0","doi"
318425,"scientific name","Mycobacterium aromaticivorans","JS19b1T","obligate aerobe",NA,"fructose, glucose, mannitol, mannose, succinic acid (succinate), trehalose",NA,"rod","non-motile",NA,32.5,NA,NA,NA,NA,"soil","doi.org/10.1099/ijs.0.65827-0","doi"
342002,"scientific name","Mycobacterium arupense","AR30097",NA,NA,NA,NA,"rod",NA,7,33.5,NA,NA,NA,NA,"other, clinical specimen","doi.org/10.1099/ijs.0.64194-0","doi"
146017,"scientific name","Mycobacterium boenickei","ATCC 49935T",NA,"nitrate_reduction","fructose, glucose, mannitol, mannose, myo-inositol, salicin, trehalose","no",NA,NA,NA,31.5,NA,NA,NA,NA,"other, leg wound","doi.org/10.1099/ijs.0.02743-0","doi"
701041,"scientific name","Mycobacterium bouchedurhonense","4355387T",NA,NA,"citric acide (citrate), ribose",NA,NA,NA,NA,NA,0.49,NA,0.87,NA,"human - mouth","doi.org/10.1099/ijs.0.010637-0","doi"
1273442,"scientific name","Mycobacterium bourgelatii","MLB-A84",NA,NA,NA,NA,"rod",NA,NA,42,NA,NA,NA,NA,"other, cattle","doi.org/10.1099/ijs.0.051979-0","doi"
146020,"scientific name","Mycobacterium brisbanense","ATCC 49938T",NA,"nitrate_reduction","adonitol, arabinose, fructose, glucose, mannitol, mannose, myo-inositol, salicin, sorbitol, trehalose","no",NA,NA,NA,31.5,NA,NA,NA,NA,"other, antral sinus","doi.org/10.1099/ijs.0.02743-0","doi"
228230,"scientific name","Mycobacterium canariasense","502329T",NA,NA,"arabinose, mannitol, xylose",NA,"rod",NA,NA,NA,NA,NA,NA,NA,"other, human blood samples","doi.org/10.1099/ijs.0.02999-0","doi"
222805,"scientific name","Mycobacterium chimaera","FI-01069T ",NA,NA,NA,"no","ovoid/coccobacillus","non-motile",NA,NA,NA,NA,NA,NA,"human - mouth","doi.org/10.1099/ijs.0.02777-0","doi"
258533,"scientific name","Mycobacterium cosmeticum","LTA-388T",NA,"nitrate_reduction","arabinose, citric acide (citrate), mannitol, trehalose, xylose","no","rod","non-motile",NA,35,0.55,NA,1.5,NA,"human - skin","doi.org/10.1099/ijs.0.63238-0","doi"
388459,"scientific name","Mycobacterium crocinum","czh-42T","obligate aerobe","nitrate_reduction","acetate, arabinose, arabitol, dextrin, fructose, gluconic acid, glucose, lactate, mannitol, mannose, propionic acid (propionate), pyruvic acid (pyruvate), ribose, succinic acid (succinate), trehalose, Tween 40, Tween 80, xylose",NA,"rod","non-motile",NA,32.5,NA,NA,NA,NA,"soil","doi.org/10.1099/ijs.0.65827-0","doi"
188915,"scientific name","Mycobacterium engbaekii","ATCC 27353",NA,NA,"Tween 80","no","cocci",NA,NA,31,NA,NA,NA,NA,"human - mouth","doi.org/10.1099/ijs.0.038737-0","doi"
292462,"scientific name","Mycobacterium florentinum","FI-93171T",NA,"nitrate_reduction",NA,"no","ovoid/coccobacillus","non-motile",NA,31,NA,NA,NA,NA,"other, human lymph node","doi.org/10.1099/ijs.0.63485-0","doi"
1260918,"scientific name","Mycobacterium fragae","HF8705",NA,NA,NA,NA,"rod","non-motile",NA,NA,NA,NA,NA,NA,"human - mouth","doi.org/10.1099/ijs.0.046862-0","doi"
512402,"scientific name","Mycobacterium heraklionense","GN-1",NA,"nitrate_reduction","Tween 80","no","cocci",NA,NA,31,NA,NA,NA,NA,"human - mouth","doi.org/10.1099/ijs.0.038737-0","doi"
146021,"scientific name","Mycobacterium houstonense","ATCC 49403T",NA,"nitrate_reduction","fructose, glucose, mannitol, mannose, myo-inositol, sorbitol, trehalose","no",NA,NA,NA,35,NA,NA,NA,NA,"other, face wound","doi.org/10.1099/ijs.0.02743-0","doi"
444597,"scientific name","Mycobacterium insubricum","FI-06250T",NA,NA,NA,"no",NA,"non-motile",NA,31,NA,NA,NA,NA,"human - mouth","doi.org/10.1099/ijs.0.003459-0","doi"
912594,"scientific name","Mycobacterium iranicum","M05",NA,NA,NA,"no","ovoid/coccobacillus","non-motile",NA,37,NA,NA,NA,NA,"other, human bronchoalveolar lavage","doi.org/10.1099/ijs.0.043562-0","doi"
1069220,"scientific name","Mycobacterium koreense","01-305",NA,NA,NA,"no","rod",NA,NA,37,NA,NA,NA,NA,"other, human lungs","doi.org/10.1099/ijs.0.033274-0","doi"
487514,"scientific name","Mycobacterium kyorinense","KUM060204T",NA,NA,NA,NA,"rod",NA,NA,35,0.3,NA,3,NA,"human - mouth","doi.org/10.1099/ijs.0.000760-0","doi"
758802,"scientific name","Mycobacterium litorale","F4","obligate aerobe","nitrate_reduction",NA,"no","rod",NA,NA,37,NA,NA,NA,NA,"soil","doi.org/10.1099/ijs.0.033449-0","doi"
280871,"scientific name","Mycobacterium llatzerense","MG13","obligate aerobe",NA,NA,NA,"rod","non-motile",7,26,NA,NA,NA,NA,"other, haemodialysis water","doi.org/10.1099/ijs.0.65857-0","doi"
1108812,"scientific name","Mycobacterium longobardum","FI-07034",NA,"nitrate_reduction",NA,"no","cocci",NA,NA,31,NA,NA,NA,NA,"human - fecal","doi.org/10.1099/ijs.0.038737-0","doi"
560555,"scientific name","Mycobacterium mantenii","04-1474T",NA,NA,NA,"no","rod",NA,NA,36,NA,NA,NA,NA,"other, lymph node samples","doi.org/10.1099/ijs.0.010405-0","doi"
701042,"scientific name","Mycobacterium marseillense","5356591T ",NA,NA,"ribose, Tween 80",NA,NA,NA,NA,NA,0.52,NA,0.98,NA,"human - mouth","doi.org/10.1099/ijs.0.010637-0","doi"
1118379,"scientific name","Mycobacterium minnesotense","DL49",NA,NA,"Tween 80","no","rod","non-motile",NA,30,NA,NA,NA,NA,"other, peat bog","doi.org/doi: 10.1099/ijs.0.037291-0","doi"
244292,"scientific name","Mycobacterium nebraskense","UNMC-MY1349T",NA,NA,NA,"no","rod",NA,NA,32.5,NA,NA,NA,NA,"other, human-lung","doi.org/10.1099/ijs.0.63126-0","doi"
146018,"scientific name","Mycobacterium neworleansense","ATCC 49404T",NA,"nitrate_reduction","fructose, glucose, mannitol, mannose, myo-inositol, salicin, trehalose, xylose","no",NA,NA,NA,31.5,NA,NA,NA,NA,"other, scalp wound","doi.org/10.1099/ijs.0.02743-0","doi"
459858,"scientific name","Mycobacterium noviomagense","NLA000500338T",NA,NA,NA,NA,"rod",NA,NA,NA,NA,NA,NA,NA,"other, human- respiratory ","doi.org/10.1099/ijs.0.001511-0","doi"
370524,"scientific name","Mycobacterium pallens","czh-8T","obligate aerobe","nitrate_reduction","fructose, glucose, mannitol, mannose, succinic acid (succinate)",NA,"rod","non-motile",NA,28,NA,NA,NA,NA,"soil","doi.org/10.1099/ijs.0.65827-0","doi"
1389713,"scientific name","Mycobacterium paragordonae","49061T",NA,NA,NA,"no","rod",NA,NA,NA,NA,NA,NA,NA,"human - mouth","doi.org/10.1099/ijs.0.051540-0","doi"
1389713,"scientific name","Mycobacterium paragordonae","49061T",NA,NA,NA,"no","rod",NA,NA,27.5,NA,NA,NA,NA,"other, human-pulmonary lung infection ","doi.org/10.1099/ijs0.051540-0","doi"
1389713,"scientific name","Mycobacterium paragordonae","49061T",NA,NA,"Tween 80, urea","no","rod",NA,NA,NA,NA,NA,NA,NA,"human - mouth","doi.org/10.1099/ijs.0.051540-0","doi"
1389713,"scientific name","Mycobacterium paragordonae","49061T",NA,NA,"Tween 80","no","rod",NA,NA,27.5,NA,NA,NA,NA,"human - mouth","doi.org/10.1099/ijs.0.051540-0","doi"
1389713,"scientific name","Mycobacterium paragordonae","49061T",NA,NA,"Tween 80","no","rod","non-motile",NA,27.5,NA,NA,NA,NA,"other, human pulmonary system in this case/natural environment normally","doi.org/10.1099/ijs.0.051540-0","doi"
1389713,"scientific name","Mycobacterium paragordonae","49061T",NA,NA,NA,"no","rod",NA,NA,27.5,NA,NA,NA,NA,"human - mouth","doi.org/10.1099/ijs.0.051540-0","doi"
1389713,"scientific name","Mycobacterium paragordonae","49061",NA,NA,NA,"no","rod",NA,NA,27.5,NA,NA,NA,NA,"human - mouth","doi.org/10.1099/ijs.0.051540-0","doi"
1389713,"scientific name","Mycobacterium paragordonae","(49061T",NA,NA,"Tween 80","no","rod",NA,NA,NA,NA,NA,NA,NA,"other, patient with pulmonary infections","doi.org/10.1099/ijs.0.051540-0","doi"
1389713,"scientific name","Mycobacterium paragordonae","49061T",NA,NA,"Tween 80","no","rod",NA,NA,NA,NA,NA,NA,NA,"human - mouth","doi.org/10.1099/ijs.0.051540-0","doi"
1389713,"scientific name","Mycobacterium paragordonae","49061T",NA,NA,"Tween 80","no","rod",NA,NA,27.5,NA,NA,NA,NA,"other, human-pulmonary infections","doi.org/10.1099/ijs.0.051540-0","doi"
1389713,"scientific name","Mycobacterium paragordonae","49061T",NA,NA,"Tween 80","no","rod",NA,NA,27.5,NA,NA,NA,NA,"other, human sputum sample","doi.org/10.1099/ijs.0.051540-0","doi"
1389713,"scientific name","Mycobacterium paragordonae","49061T",NA,NA,NA,"no","rod",NA,NA,27.5,NA,NA,NA,NA,"other, human - sputum","doi.org/10.1099/ijs.0.051540-0","doi"
1389713,"scientific name","Mycobacterium paragordonae","49061T",NA,NA,NA,"no","rod",NA,NA,27.5,NA,NA,NA,NA,"other, human sputum","doi.org/10.1099/ijs.0.051540-0","doi"
1389713,"scientific name","Mycobacterium paragordonae","49061T",NA,NA,NA,"no","rod",NA,NA,27.5,NA,NA,NA,NA,"human - mouth","doi.org/NA","doi"
1389713,"scientific name","Mycobacterium paragordonae","49061",NA,NA,NA,"no","rod",NA,NA,27.5,NA,NA,NA,NA,"human - mouth","doi.org/doi: 10.1099/ijs.0.051540-0","doi"
1389713,"scientific name","Mycobacterium paragordonae","49061T",NA,NA,"Tween 80",NA,"rod",NA,NA,NA,NA,NA,NA,NA,"human - mouth","doi.org/10.1099/ijs.0.051540-0","doi"
1389713,"scientific name","Mycobacterium paragordonae","49061T",NA,NA,"Tween 80, urea","no","rod","non-motile",NA,27.5,NA,NA,NA,NA,"human - mouth","doi.org/10.1099/ijs.0.051540-0","doi"
