Code,Strain/species name,Aero.,Troph.,Smp.,Tmin,Topt,Tmax,Lit.
813,Thermoanaerobacter mathranii,AN,H,6,50.1,68.9,75.0,397
814,Caldicellulosiruptor changbaiensis,AN,H,8,39.9,74.4,95.0,398
815,Chlorobium tepidum,AN,A,11,32.1,46.9,51.1,399
816,Halococcus hamelinensis,A,H,1,37.0,37.0,37.0,400
817,Aspergillus candidus,A,H,8,11.9,29.8,37.4,401
818,Saccharomyces uvarum,FA,H,6,25.0,33.0,43.0,402
819,Candida curiosa,FA,H,12,8.2,12.7,14.1,403
820,Cryptococcus neoformus,FA,H,22,29.4,37.0,39.4,403
821,Globigerina bulloides,A,H,8,9.8,22.0,25.1,404
822,Globigerinella siphonifera,A,H,18,11.8,26.1,29.7,404
823,Globigerinoides ruber,A,H,11,15.4,26.5,30.7,404
824,Globigerinoides sacculifer,A,H,29,13.9,29.1,31.1,404
825,Neogloboquadrina dutertrei,A,H,9,8.8,16.2,31.6,404
826,Neogloboquadrina pachyderma,A,H,5,5.9,19.2,19.2,404
827,Orbulina universa,A,H,23,15.0,26.1,30.8,404
828,Pyrococcus abyssi,AN,H,8,72.1,95.9,101.5,405
829,Thermoanaerobacter subterraneus,AN,H,7,39.9,65.1,75.1,406
830,Isosphaera pallida,A,H,7,28.0,40.6,54.2,407
831,Thermoproteus uzoniensis,AN,H,5,78.3,86.3,97.4,408
832,Acidothermus cellulolyticus,A,H,3,44.9,54.8,59.9,409
833,Acidothermus cellulolyticus,A,H,4,44.7,48.8,60.6,409
834,Acidothermus cellulolyticus,A,H,4,44.8,59.4,64.9,409
835,Hydrogenobacter thermophilus,A,A,9,50.0,71.7,78.7,410
836,Syntrophothermus lipocalidus,AN,H,4,44.9,55.4,60.3,411
837,Thermoanaerobacter tengcongensis,AN,H,8,50.1,75.3,80.1,412
838,Persephonella guaymasensis,microA,A,13,60.0,70.2,75.1,413
839,Persephonella marina,microA,A,17,60.0,73.2,77.2,413
840,Thiobacillus caldus,A,M,6,31.9,45.1,52.0,414
841,Thermodesulfobacterium commune,AN,H,7,50.0,69.6,84.8,415
842,Halomicronema excentricum,A,A,5,27.9,45.0,50.1,416
843,Halomicronema excentricum,A,A,5,21.6,39.9,45.3,416
844,Halomicronema excentricum,A,A,4,27.9,40.0,44.9,416
845,Thermotoga lettingae,AN,H,6,49.7,64.9,69.8,417
846,Clostridium thermosulfurogenes,AN,H,7,40.0,59.5,64.7,418
847,Halococcus dombrowskii,A,H,1,37.0,37.0,37.0,419
848,Methanobacterium flexile,AN,H,9,10.0,35.0,50.0,420
849,Methanobacterium movens,AN,H,9,10.0,35.0,50.0,420
850,Thermocrinis ruber,A,M,5,59.9,79.9,84.8,421
851,Clostridium perfringens,AN,H,4,30.0,45.0,45.0,422
852,Vibrio alginolyticus,FA,H,6,19.9,36.1,48.9,423
853,Clostridium perfringens,AN,H,48,15.0,43.0,51.9,424
854,Clostridium isatidis,AN,H,13,30.1,50.8,54.9,425
855,Thermohalobacter berrensis,AN,H,5,45.2,65.2,65.2,426
856,Clostridium sp.,AN,H,6,15.1,36.7,41.9,427
857,Geoglobus ahangari,AN,A,5,70.0,87.6,87.6,428
858,Rhodoferax antarcticus,FA,M,9,0.0,20.6,24.8,429
859,Methanogenium frigidum,AN,A,17,-0.0,10.1,19.0,430
860,Methanoculleus submarinus,AN,H,20,14.9,45.0,49.9,431
861,Photobacterium frigidiphilum,FA,H,8,5.9,13.8,20.6,432
862,Pyrobaculum aerophilum,FA,M,5,85.0,99.0,100.0,433
863,Pyrobaculum calidifontis,FA,H,5,80.1,90.0,98.0,434
864,Thermococcus acidaminovorans,AN,H,6,54.9,84.9,94.9,435
865,Ignicoccus hospitalis,AN,A,7,71.8,87.0,93.8,436
866,Porphyrobacter cryptus,A,H,10,25.2,40.1,52.7,437
867,Porphyrobacter cryptus,A,H,11,25.1,50.4,55.3,437
868,Porphyrobacter cryptus,A,H,11,25.1,50.2,55.1,437
869,Alteromonas haloplanctis,A,H,3,4.0,18.0,25.0,438
870,Moraxella sp.,A,H,3,3.0,25.0,25.0,438
871,Moraxella sp.,A,H,2,3.0,17.0,17.0,438
872,Psychrobacter immobilis,A,H,2,4.0,25.0,25.0,438
873,Bacillus sp.,A,H,2,4.0,25.0,25.0,438
874,Psychrobacter sp.,A,H,6,4.9,18.1,36.8,439
875,Psychrobacter sp.,A,H,6,5.1,18.1,37.0,439
876,Clostridium sp.,AN,H,6,-5.1,5.9,14.9,439
877,Clostridium algoriphilium,AN,H,6,-2.0,6.0,15.0,440
878,Colwellia demingiae,FA,H,18,0.3,13.0,15.7,441
879,Colwellia hornerae,FA,H,15,3.2,10.6,16.7,441
880,Colwellia psychotropica,FA,H,19,2.0,17.9,24.5,441
881,Colwellia psychrerythraea,FA,H,16,2.0,13.9,16.9,441
882,Psychromonas antarctica,AN,H,3,4.0,15.0,15.0,442
883,Psychromonas antarctica,AN,H,3,4.0,15.0,15.0,442
884,Psychromonas antarctica,AN,H,3,4.0,15.0,15.0,442
885,Psychromonas antarctica,AN,H,3,4.0,15.0,15.0,442
886,Psychromonas antarctica,AN,H,3,4.0,15.0,15.0,442
887,Psychromonas antarctica,AN,H,3,4.0,4.0,15.0,442
888,Psychromonas antarctica,AN,H,1,4.0,4.0,4.0,442
889,Psychromonas antarctica,AN,H,1,4.0,4.0,4.0,442
890,Psychromonas kaikoae,AN,H,2,4.0,10.0,10.0,442
891,Psychromonas kaikoae,AN,H,2,4.0,4.0,10.0,442
892,Psychromonas kaikoae,AN,H,3,4.0,4.0,15.0,442
893,Psychromonas kaikoae,AN,H,3,4.0,4.0,15.0,442
894,Psychromonas kaikoae,AN,H,3,4.0,10.0,15.0,442
895,Psychromonas kaikoae,AN,H,3,4.0,10.0,15.0,442
896,Psychromonas kaikoae,AN,H,3,4.0,15.0,15.0,442
897,Psychromonas kaikoae,AN,H,3,4.0,15.0,15.0,442
898,Bacillus cereus,FA,H,9,10.0,37.0,43.0,443
899,Bacillus cereus,FA,H,10,10.0,40.0,44.0,443
900,Bacillus cereus,FA,H,10,10.0,40.0,44.0,443
901,Bacillus cereus,FA,H,9,8.0,30.0,37.0,443
902,Bacillus cereus,FA,H,7,10.0,35.0,37.0,443
903,Bacillus cereus,FA,H,7,10.0,35.0,37.0,443
904,Bacillus cereus,FA,H,8,10.0,37.0,40.0,443
905,Bacillus cereus,FA,H,9,10.0,42.0,42.0,443
906,Listeria monocytogenes,FA,H,11,2.0,40.0,40.0,443
907,Listeria monocytogenes,FA,H,12,2.0,40.0,42.0,443
908,Listeria monocytogenes,FA,H,16,2.0,37.0,43.0,443
909,Escherichia coli,FA,H,7,8.0,40.0,44.9,443
910,Escherichia coli,FA,H,7,8.0,40.1,45.0,443
911,Escherichia coli,FA,H,7,8.0,40.1,45.0,443
912,Escherichia coli,FA,H,7,8.0,40.1,45.0,443
913,Escherichia coli,FA,H,7,8.0,40.1,45.0,443
914,Escherichia coli,FA,H,7,8.0,40.1,45.0,443
915,Escherichia coli,FA,H,7,8.0,40.0,45.0,443
916,Escherichia coli,FA,H,7,8.0,40.1,45.0,443
917,Clostridium perfringens,AN,H,5,32.2,43.3,48.9,444
918,Clostridium perfringens,AN,H,25,15.6,44.7,48.9,445
919,Clostridium perfringens,AN,H,3,30.0,45.0,45.0,446
920,Salmonellae sp.,FA,H,6,10.0,35.0,35.0,447
921,Salmonellae sp.,FA,H,6,10.0,35.0,35.0,447
922,Salmonella typhimurium,FA,H,5,20.0,40.0,40.0,448
923,Salmonella typhimurium,FA,H,6,15.0,40.0,40.0,448
924,Brochothrix thermosphacta,FA,H,7,0.0,25.1,30.1,449
925,Lactococcus piscium,FA,H,7,0.0,25.0,27.1,449
926,Brochothrix thermosphacta,FA,H,10,2.1,25.0,25.0,450
927,Brochothrix thermosphacta,FA,H,9,2.1,25.0,25.0,450
928,Salmonellae typhimurium,FA,H,2,25.0,37.0,37.0,451
929,Salmonellae typhimurium,FA,H,2,25.0,37.0,37.0,451
930,Salmonellae typhimurium,FA,H,2,25.0,37.0,37.0,451
931,Salmonellae typhimurium,FA,H,1,37.0,37.0,37.0,451
932,Salmonellae typhimurium,FA,H,2,25.0,37.0,37.0,451
933,Salmonella typhimurium,FA,H,1,25.0,25.0,25.0,451
934,Chloroflexus aurantiacus,FA,H,1,55.0,55.0,55.0,452
935,Chloroflexus aurantiacus,FA,H,1,55.0,55.0,55.0,452
936,Clostridium perfringens,AN,H,4,37.0,43.0,46.0,453
937,Clostridium perfringens,AN,H,4,37.0,43.0,46.0,453
938,Clostridium perfringens,AN,H,4,37.0,46.0,46.0,453
939,Clostridium perfringens,AN,H,4,37.0,46.0,46.0,453
940,Clostridium perfringens,AN,H,4,37.0,43.0,46.0,453
941,Clostridium perfringens,AN,H,4,37.0,43.0,46.0,453
942,Clostridium perfringens,AN,H,4,37.0,46.0,46.0,453
943,Clostridium perfringens,AN,H,4,37.0,43.0,46.0,453
944,Escherichia coli,FA,H,17,13.3,39.0,47.9,454
945,Klebsiella pneumoniae,FA,H,11,20.1,40.6,47.3,455
946,Klebsiella pneumoniae,FA,H,10,20.2,37.9,44.7,455
947,Coccobacillus sp.,FA,H,6,34.9,49.9,56.9,455
948,Bacillus sp.,FA,H,6,35.0,55.0,57.0,456
949,Aeromonas hydrophila,FA,H,5,5.0,40.0,40.0,457
950,Latris lineata,A,H,4,12.0,14.0,18.0,458
951,Dictyoglomus thermophilum,AN,H,7,51.0,78.3,80.3,459
952,Bacillus caldotenax,FA,H,5,49.7,65.0,69.6,460
953,Bacillus caldotenax,FA,H,8,39.8,64.9,70.0,460
954,Sulfurimonas paralvinellae,microA,A,7,4.2,30.1,34.9,461
955,Methanobacterium thermoautotrophicum,AN,A,9,44.8,64.9,70.2,462
956,Archaebacterial str.,AN,H,7,63.5,88.5,94.9,463
957,Eubacteria sp.,AN,H,7,45.7,77.3,88.2,464
958,Thermococcus chitonophagus,AN,H,7,65.0,85.0,92.9,465
959,Palaeococcus helgesonii,FA,H,7,45.1,75.2,84.9,466
960,Thermococcus waiotapuensis,AN,H,8,64.0,84.9,89.8,467
961,Thermococcus barossii,AN,H,6,60.0,82.9,92.0,468
962,Thermococcus celer,AN,H,6,60.0,82.9,91.6,468
963,Thermococcus atlanticus,AN,H,6,69.9,89.8,94.8,469
964,Campylobacter jejuni,microA,H,6,33.0,41.8,43.9,470
965,Campylobacter jejuni,microA,H,7,31.2,36.9,44.0,470
966,Pyrococcus furiosus,AN,H,9,70.2,100.0,103.1,471
967,Pyrobaculum islandicum,AN,M,5,89.9,98.9,101.9,472
968,Pyrobaculum organotrophum,AN,H,5,89.9,100.5,102.0,472
969,Anoxybacillus pushchinensis,AN,H,4,37.0,61.9,61.9,473
970,Thermococcus barophilus,AN,H,7,75.1,84.9,100.1,474
971,Thermococcus barophilus,AN,H,4,75.1,85.1,90.0,474
972,Thermoanaerobacter keratinophilus,AN,H,5,49.9,70.0,75.2,475
973,Thermodesulfobium narugense,AN,A,1,55.0,55.0,55.0,476
974,Thermosipho geolei,AN,H,5,45.0,70.1,74.7,477
975,Thermotoga naphthophila,AN,H,9,46.8,79.3,84.3,478
976,Thermotoga petrophila,AN,H,9,45.5,79.5,84.3,478
977,Ferroglobus placidus,AN,M,5,75.2,85.1,95.2,479
978,Methanosarcina acetivorans,AN,H,7,15.0,40.1,45.0,480
979,Palaeococcus ferrophilus,AN,H,8,60.0,83.0,88.0,481
980,Pseudoxanthomonas broegbernensis,A,H,3,24.9,30.0,35.0,482
981,Pseudoxanthomonas taiwanensi,A,H,7,29.9,50.0,60.0,482
982,Thermosipho japonicus,AN,H,8,44.9,72.0,80.1,483
983,Hydrogenobacter subterraneus,A,H,7,60.1,77.9,85.2,484
984,Sulfurisphaera ohwakuensis,FA,H,6,65.3,85.2,90.3,485
985,Thermotoga subterranea,AN,H,6,50.1,69.9,75.0,486
986,Thermosipho melanesiensis,AN,H,6,50.1,69.9,75.1,487
987,Thermococcus alcaliphilus,AN,H,7,54.8,84.8,89.9,488
988,Thermococcus fumicolans,AN,H,7,76.4,84.1,103.2,489
989,Methanocorpusculum labreanum,AN,H,4,25.0,37.1,40.0,490
990,Methanolobus bombayensis,AN,H,13,21.9,36.8,39.9,491
991,Halonatronum saccharophilum,AN,H,9,18.0,46.8,60.2,492
992,Acetobacterium bakii,AN,A,6,1.1,19.9,24.9,493
993,Acetobacterium fimetarium,AN,A,7,1.1,29.8,29.8,493
994,Acetobacterium paludosum,AN,A,6,1.1,19.9,24.8,493
995,Natroniella acetigena,AN,H,5,27.9,37.0,40.0,494
996,Psychromonas antarcticus,FA,H,6,1.9,12.1,17.0,495
997,Methanosarcina lacustris,AN,H,8,1.1,25.2,35.2,496
998,Thiobacillus hydrothermalis,A,A,8,11.1,35.0,45.2,497
999,Amphibacillus fermentum,FA,H,8,18.1,36.2,55.4,498
1000,Amphibacillus tropicus,FA,H,8,17.8,38.2,55.2,498
1001,Methanolobus psychrophilus,AN,H,5,0.1,18.0,20.0,499
1002,Methanomicrobium paynteri,AN,H,6,25.0,39.9,41.9,500
1003,Anoxynatronum sibiricum,AN,H,5,25.0,35.1,41.1,501
1004,Methanogenium marinum,AN,H,5,10.0,24.8,24.9,502
1005,Clostridium vincentii,AN,H,5,2.1,12.2,16.9,503
1006,Methylocystis echinoides,FA,H,4,10.0,10.0,29.9,504
1007,Methylocystis methanolicus,FA,H,3,15.1,30.0,30.0,504
1008,Methylocystis minimus,FA,H,3,15.0,30.0,30.0,504
1009,Methylocystis parvus,FA,H,3,15.1,30.0,30.0,504
1010,Methylocystis pyriformis,FA,H,4,10.0,10.0,30.0,504
1011,Methylosinus sporium,FA,H,3,15.0,30.0,30.0,504
1012,Methylosinus trichosporium,FA,H,3,15.0,30.0,30.0,504
1013,Methylobacter bovis,FA,H,4,10.0,20.1,30.1,504
1014,Methylobacter chroococcum,FA,H,4,10.0,14.9,29.9,504
1015,Methylobacter vinelandii,FA,H,4,10.1,20.1,30.2,504
1016,Methylococcus capsulatus,FA,H,3,15.0,30.1,30.1,504
1017,Methylomonas methanica,FA,H,4,10.1,20.1,30.0,504
1018,Staphylothermus marinus,AN,H,9,64.9,92.1,98.1,505
1019,Staphylothermus marinus,AN,H,4,79.8,84.8,91.8,505
1020,Clostridium perfringens,AN,H,7,26.0,45.0,51.0,506
1021,Clostridium perfringens,AN,H,7,26.0,41.0,51.0,506
1022,Clostridium perfringens,AN,H,5,33.0,41.0,49.0,506
1023,Clostridium perfringens,AN,H,5,33.0,41.0,49.0,506
1024,Archaebacterial str.,AN,H,8,54.1,81.9,91.1,507
1025,Clostridium aciditolerans,AN,H,1,37.0,37.0,37.0,508
1026,Acetobacterium tundrae,AN,A,8,1.0,20.1,30.0,509
1027,Methanobacterium beijingense,AN,H,1,37.0,37.0,37.0,510
1028,Flavobacterium limicola,A,H,5,4.9,19.9,25.0,511
1029,Shewanella donghaensis,FA,H,8,5.0,17.1,20.0,512
1030,Thermosphaera aggregans,AN,H,6,74.9,85.0,90.1,513
1031,Alkaliphilus transvaalensis,AN,H,9,20.0,40.0,50.3,514
1032,Desulfobacter psychrotolerans,AN,H,12,-3.7,20.2,26.3,515
1033,Spirochaeta africana,AN,H,7,15.0,30.1,44.0,516
1034,Spirochaeta alkalica,AN,H,8,15.0,37.0,44.1,516
1035,Spirochaeta asiatica,AN,H,6,22.0,36.9,40.0,516
1036,Trichococcus patagoniensis,FA,H,8,5.1,30.0,35.3,517
1037,Stichococcus bacillaris,A,A,7,4.3,25.1,35.0,518
1038,Stichococcus bacillaris,A,A,5,4.0,25.0,25.0,518
1039,Stichococcus minutus,A,A,4,10.0,25.0,25.0,518
1040,Marinitoga piezophila,AN,H,5,49.9,59.9,70.0,519
1041,Marinitoga piezophila,AN,H,6,45.0,64.9,69.9,519
1042,Marinitoga piezophila,AN,H,6,45.0,64.7,70.1,519
1043,Methanococcus vulcanius,AN,A,10,50.0,79.6,89.2,520
1044,Hydrogenobacter acidophilus,A,A,4,49.8,64.8,70.0,521
1045,Caldivirga maquilingensis,FA,H,4,75.0,85.0,90.0,522
1046,Thermococcus hydrothermalis,AN,H,11,55.0,79.9,105.3,523
1047,Vibrio diabolicus,FA,H,7,15.1,40.1,45.0,524
1048,Brachionus patulus,A,H,9,15.0,35.0,35.0,525
1049,Keratella cochlearis,A,H,5,5.0,25.0,25.0,526
1050,Brachionus plicatilis,A,H,4,10.0,20.0,20.0,527
1051,Psychroflexus torquis,A,H,22,0.9,11.3,19.2,528
1052,Rhodoglobus vestalii,A,H,6,1.9,17.9,22.0,529
1053,Clostridium gasigenes,AN,H,21,-0.5,22.0,25.9,530
1054,Palaeococcus pacificus,AN,H,1,80.0,80.0,80.0,531
1055,Methanosarcina barkeri,AN,H,8,19.9,45.3,55.1,532
1056,Methanosarcina barkeri,AN,H,5,19.6,31.0,40.1,532
1057,Methanosarcina barkeri,AN,H,5,24.7,40.9,44.9,532
1058,Methanosarcina barkeri,AN,H,4,19.9,36.9,36.9,532
1059,Methanosarcina barkeri,AN,H,6,24.9,41.9,45.0,532
1060,Methanosarcina barkeri,AN,H,6,25.0,42.1,46.2,532
1061,Methanosarcina barkeri,AN,H,7,20.0,40.1,44.9,532
1062,Methanosarcina mazel,AN,H,5,24.9,41.9,44.9,532
1063,Methanosarcina mazel,AN,H,6,20.0,42.0,45.3,532
1064,Methanosarcina mazel,AN,H,7,20.0,39.9,45.2,532
1065,Methanosarcina vacuolata,AN,H,5,20.1,42.1,42.1,532
1066,Methanosarcina vacuolata,AN,H,4,24.9,36.9,40.9,532
1067,Methanosarcina vacuolata,AN,H,4,24.8,36.9,39.7,532
1068,Methanosarcina vacuolata,AN,H,5,19.8,39.7,39.7,532
1069,Methanobacterium kanagiense,AN,A,6,15.0,39.9,44.9,533
1070,Methanococcus infernus,AN,A,8,55.3,84.9,90.1,534
1071,Methanoculleus marisnigri,AN,H,7,25.1,40.8,55.1,535
1072,Methanoculleus marisnigri,AN,H,6,25.0,39.8,45.0,535
1073,Methanogenium cariaci,AN,H,7,19.7,45.1,45.1,535
1074,Rubrobacter radiotolerans,A,H,6,29.9,44.8,54.9,536
1075,Rubrobacter taiwanensis,A,H,10,25.2,55.2,70.2,536
1076,Rubrobacter taiwanensis,A,H,8,30.0,60.2,70.2,536
1077,Rubrobacter xylanophilus,A,H,9,30.0,60.3,70.3,536
1078,Thiobacillus tepidarius,A,A,7,35.0,45.0,52.0,537
1079,Thermoanaerobacter sulfurigignens,AN,H,17,32.1,63.1,71.9,538
1080,Thermoanaerobacter uzonensis,AN,H,18,30.1,61.1,67.0,538
1081,Alicyclobacillus acidocaldarius,FA,H,9,40.0,64.9,70.1,539
1082,Alicyclobacillus acidoterrestris,FA,H,7,35.1,50.0,60.2,539
1083,Alicyclobacillus hesperidum,FA,H,5,39.9,52.4,54.6,539
1084,Alicyclobacillus sp.,FA,H,8,39.9,62.4,67.5,539
1085,Thiobacter subterraneus,microA,A,7,34.9,54.8,62.1,540
1086,Lactobacillus thermotolerans,FA,H,10,19.6,42.0,49.9,541
1087,Hydrogenivirga caldilitoris,A,A,6,54.9,75.2,77.8,542
1088,Thermovibrio ammonificans,AN,A,5,60.0,74.8,80.1,543
1089,Methanothermococcus okinawensis,AN,A,7,39.7,62.6,75.0,544
1090,Thermodesulfobacterium hydrogeniphilum,AN,A,7,50.0,74.5,79.8,545
1091,Thermocladium modestius,FA,H,5,60.1,75.0,80.1,546
1092,Desulfotomaculum putei,AN,H,10,40.0,60.3,60.3,547
1093,Bacillus infernus,AN,H,4,45.1,59.6,59.6,548
1094,Sulfurihydrogenibium yellowstonense,A,H,6,55.0,70.1,78.0,549
1095,Flavobacterium hibernum,A,H,28,2.9,24.9,28.8,550
1096,Thioreductor micantisoli,AN,A,6,19.9,32.1,44.9,551
1097,Methanococcus aeolicus,AN,A,16,9.8,44.7,49.9,552
1098,Aeropyrum pernix,A,H,8,70.1,90.3,100.0,553
1099,Balnearium lithotrophicum,AN,A,7,45.2,75.4,80.3,554
1100,Aeropyrum camini,A,H,7,70.1,84.9,97.0,555
1101,Selenomonas lipolytica,AN,H,5,29.9,40.0,46.9,556
1102,Nisaea denitrificans,FA,H,6,15.1,30.0,44.0,557
1103,Daphnia magna,A,H,20,14.0,29.0,29.0,558
1104,Spirochaeta sphaeroplastigenens,AN,H,1,37.0,37.0,37.0,559
1105,Thermothrix thioparus,FA,M,5,61.7,69.8,76.6,560
1106,Thermoanaerobacter ethanolicus,AN,H,14,37.3,69.8,79.2,561
1107,Halomonas elongata,FA,H,2,20.0,40.0,40.0,562
1108,Halomonas elongata,FA,H,2,20.0,40.0,40.0,562
1109,Halomonas elongata,FA,H,1,30.0,30.0,30.0,562
1110,Halomonas elongata,FA,H,3,20.0,40.0,40.0,562
1111,Halomonas elongata,FA,H,3,20.0,40.0,40.0,562
1112,Halomonas elongata,FA,H,3,20.0,30.0,40.0,562
1113,Halomonas elongata,FA,H,2,30.0,40.0,40.0,562
1114,Halomonas elongata,FA,H,2,20.0,30.0,30.0,562
1115,Halomonas elongata,FA,H,2,20.0,30.0,30.0,562
1116,Halomonas elongata,FA,H,3,20.0,30.0,40.0,562
1117,Halomonas elongata,FA,H,3,20.0,30.0,40.0,562
1118,Halomonas elongata,FA,H,1,30.0,30.0,30.0,562
1119,Halomonas elongata,FA,H,2,20.0,30.0,30.0,562
1120,Halomonas elongata,FA,H,2,20.0,30.0,30.0,562
1121,Halomonas elongata,FA,H,3,20.0,30.0,40.0,562
1122,Halomonas elongata,FA,H,3,20.0,30.0,40.0,562
1123,Halomonas elongata,FA,H,1,30.0,30.0,30.0,562
1124,Asterionella formosa,A,A,8,2.0,17.0,25.0,563
1125,Staurastrum cingulum,A,A,9,2.0,30.0,30.0,563
1126,Tychonema bourrellyi,A,A,6,8.0,20.0,25.0,563
1127,Cryptomonas marssonii,A,A,8,2.0,11.0,25.0,563
1128,Dinobryon divergens,A,A,8,2.0,17.0,25.0,563
1129,Ceratium furcoides,A,A,5,11.0,20.0,25.0,563
1130,Nannochloropsis oceanica,A,A,7,14.5,29.0,32.3,564
1131,Porphyridium purpureum,A,A,7,5.0,20.1,35.0,565
1132,Scenedesmus sp.,A,A,4,10.0,25.0,30.0,566
1133,Phaeodactylum tricornutum,A,A,4,5.0,19.9,19.9,567
1134,Phaeodactylum tricornutum,A,A,6,4.8,19.9,30.0,567
1135,Deinococcus geothermalis,A,H,7,30.0,50.1,57.2,568
1136,Deinococcus murrayi,A,H,6,29.9,50.1,52.5,568
1137,Escherichia coli,FA,H,11,9.8,36.5,44.7,569
1138,Escherichia coli,FA,H,10,10.0,34.8,42.7,569
1139,Salmonella enterica,FA,H,9,9.9,37.0,43.1,569
1140,Salmonella enterica,FA,H,10,9.8,35.2,42.9,569
1141,Marinithermus hydrothermalis,A,H,8,44.9,67.6,72.6,570
1142,Fervidobacterium pennivorans,AN,H,7,40.3,69.9,80.3,571
1143,Thermotoga maritima,AN,H,4,74.9,80.0,86.0,572
1144,Methanosaeta harundinacea,AN,H,1,37.0,37.0,37.0,573
1145,Geotoga petraea,AN,H,6,30.0,50.0,55.0,574
1146,Geotoga subterranea,AN,H,7,30.2,45.0,59.9,574
1147,Petrotoga miotherma,AN,H,7,35.0,55.0,65.0,574
1148,Escherichia coli,FA,H,2,23.0,37.0,37.0,575
1149,Escherichia coli,FA,H,2,23.0,37.0,37.0,575
1150,Escherichia coli,FA,H,2,37.0,37.0,37.0,575
1151,Escherichia coli,FA,H,1,37.0,37.0,37.0,575
1152,Escherichia coli,FA,H,1,23.0,23.0,23.0,575
1153,Bacillus subtilis,FA,H,2,23.0,37.0,37.0,575
1154,Bacillus subtilis,FA,H,2,23.0,37.0,37.0,575
1155,Bacillus subtilis,FA,H,1,23.0,23.0,23.0,575
1156,Bacillus subtilis,FA,H,2,23.0,37.0,37.0,575
1157,Bacillus subtilis,FA,H,1,23.0,23.0,23.0,575
1158,Thermosipho africanus,AN,H,7,50.0,75.1,77.1,576
1159,Uncinula necator,A,H,4,19.0,26.0,30.0,577
1160,Caldicellulosiruptor owensensis,AN,H,7,49.8,75.0,80.1,578
1161,Caldicellulosiruptor obsidiansis,AN,H,6,64.9,77.7,83.9,579
1162,Dictyoglomus sp.,AN,H,5,54.9,67.8,75.0,580
1163,Desulfotomaculum alkaliphilum,AN,H,6,29.4,50.0,59.4,581
1164,Echinogammarus marinus,A,H,3,10.0,20.0,20.0,582
1165,Echinogammarus marinus,A,H,3,10.0,20.0,20.0,582
1166,Echinogammarus marinus,A,H,3,10.0,20.0,20.0,582
1167,Echinogammarus marinus,A,H,3,10.0,20.0,20.0,582
1168,Hyalella azteca,A,H,3,15.0,25.0,25.0,583
1169,Hyalella azteca,A,H,5,20.0,20.0,20.0,583
1170,Geobacillus sp.,FA,H,5,45.0,70.1,73.1,584
1171,Geobacillus sp.,FA,H,5,45.1,73.0,73.0,584
1172,Geobacillus sp.,FA,H,5,45.0,70.1,73.1,584
1173,Bacillus sp.,A,H,4,55.1,65.1,70.0,585
1174,Metallosphaera prunae,A,M,6,55.0,74.9,79.9,586
1175,Metallosphaera sedula,A,M,7,50.3,75.2,80.2,587
1176,Thermoanaerobacterium aotearoense,AN,H,14,32.2,62.6,65.8,588
1177,Thalassiosira pseudonana,A,A,3,15.7,23.8,23.8,589
1178,Thalassiosira pseudonana,A,A,3,15.8,23.8,23.8,589
1179,Thalassiosira pseudonana,A,A,4,11.9,23.8,23.8,589
1180,Thalassiosira pseudonana,A,A,3,15.8,24.0,24.0,589
1181,Thalassiosira pseudonana,A,A,4,11.9,24.0,24.0,589
1182,Thalassiosira pseudonana,A,A,4,12.1,24.2,24.2,589
1183,Thalassiosira pseudonana,A,A,4,11.8,23.9,23.9,589
1184,Thalassiosira pseudonana,A,A,4,12.1,24.2,24.2,589
1185,Thalassiosira pseudonana,A,A,4,12.0,24.2,24.2,589
1186,Thalassiosira pseudonana,A,A,3,16.0,23.9,23.9,589
1187,Thalassiosira pseudonana,A,A,4,12.0,24.0,24.0,589
1188,Thalassiosira pseudonana,A,A,4,12.1,24.0,24.0,589
1189,Thalassiosira pseudonana,A,A,3,16.1,24.0,24.0,589
1190,Thalassiosira pseudonana,A,A,4,11.9,23.9,23.9,589
1191,Thalassiosira nordenskioldii,A,A,4,0.0,5.0,15.0,590
1192,Skeletonema costatum,A,A,7,5.0,25.0,25.0,591
1193,Olisthodiscus luteus,A,A,6,10.0,25.0,25.0,591
1194,Gonyaulax tamarensis,A,A,6,5.0,15.0,20.0,591
1195,Thalassiosira rotula,A,A,2,15.3,15.3,20.1,592
1196,Thalassiosira rotula,A,A,3,10.1,20.3,20.3,592
1197,Thalassiosira rotula,A,A,4,10.2,19.9,25.5,592
1198,Thalassiosira rotula,A,A,5,5.6,19.9,25.1,592
1199,Thalassiosira rotula,A,A,5,5.4,25.7,25.7,592
1200,Thalassiosira rotula,A,A,6,0.4,20.5,25.3,592
1201,Thalassiosira rotula,A,A,5,6.4,26.6,26.6,592
1202,Thalassiosira rotula,A,A,6,1.3,26.4,26.4,592
1203,Thalassiosira rotula,A,A,6,5.2,25.1,30.4,592
1204,Thalassiosira rotula,A,A,6,0.2,25.0,25.0,592
1205,Thalassiosira rotula,A,A,6,5.6,26.6,31.0,592
1206,Thalassiosira rotula,A,A,6,1.5,20.9,25.3,592
1207,Thalassiosira rotula,A,A,6,4.9,19.8,30.2,592
1208,Thalassiosira rotula,A,A,5,0.0,19.8,19.8,592
1209,Detonula confervacea,A,A,3,2.0,12.0,12.0,593
1210,Detonula confervacea,A,A,3,2.0,7.0,12.0,593
1211,Detonula confervacea,A,A,3,2.0,12.0,12.0,593
1212,Detonula confervacea,A,A,3,2.0,7.0,12.0,593
