ref_code,reference
266,"Vargas RI, Walsh WA, Kanehisa D, Jang EB, Armstrong JW. Demography of four Hawaiian fruit flies (Diptera: Tephritidae) reared at five constant temperatures. Ann Entomol Soc Am. 1997;90(2):162-168."
267,Sorokin C. Kinetic Studies of Temperature Effects on the Cellular Level. Biochim Biophys Acta. 1960;38(2):197-204.
268,"Siddiqui WH, Barlow CA. Population growth of Drosophila melanogaster (Diptera: Drosophilidae) at constant and alternating temperatures. Ann Entomol Soc Am. 1972;65(5):993-1001."
269,"Mbapila JC, Overholt WA. Comparative development, longevity and population growth of exotic and native parasitoids of lepidopteran cereal stemborers in Kenya. Bull Entomol Res. 2001;91(05):347-353."
270,"Smith LB. The intrinsic rate of natural increase of Cryptolestes ferrugineus (Stephens) (Coleoptera, Cucujidae). J Stored Prod Res. 1965;1(1):35-49."
271,"Hosking JR. The effect of temperature on the population growth potential of Dactylopius austrinus De Lotto (Homoptera: Dactylopiidae), on Opuntia aurantiaca Lindley. Aust J Entomol. 1984;23(2):133-139."
272,"Perdikis DC, Lykouressis DP. Life table and biological characteristics of Macrolophus pygmaeus when feeding on Myzus persicae and Trialeurodes vaporariorum. Entomol Exp Appl. 2002;102(3):261-272."
273,"Ren SX, Stansly PA, Liu TX. Life history of the whitefly predator Nephaspis oculatus (Coleoptera: Coccinellidae) at six constant temperatures. Biol Control. 2002;23(3):262-268."
274,"Yang P, Carey JR, Dowell RV. Temperature influences on the development and demography of Bactrocera dorsalis (Diptera: Tephritidae) in China. Environ Entomol. 1994;23(4):971-974."
275,"Beckett SJ, Evans DE. The demography of Oryzaephilus surinamensis (L.) (Coleoptera: Silvanidae) on kibbled wheat. J Stored Prod Res. 1994;30(2):121-137."
276,"Beckett SJ, Longstaff BC, Evans DE. A comparison of the demography of four major stored grain coleopteran pest species and its implications for pest management. In: Proceedings of the 6th International Working Conference on Stored-product Protection, Volume 1, Canberra; 1994. p. 491-497."
277,"Allsopp PG. Development, longevity and fecundity of the false wireworms Pterohelaeus darlingensis and P. alternatus (Coleoptera : Tenebrionidae) I. Effect of constant temperature. Aust J Zool. 1981;29(4):605-619."
278,"Birch LC. Experimental background to the study of the distribution and abundance of insects: I. The influence of temperature, moisture and food on the innate capacity for increase of three grain beetles. Ecology. 1953;34(4):698-711."
279,"Rae DJ, De’ath G. Influence of constant temperature on development, survival and fecundity of sugarcane mealybug, Saccharicoccus sacchari (Cockerell) (Hemiptera, Pseudococcidae). Aust J Zool. 1991;39(1):105-122."
280,Hoddle MS. Developmental and reproductive biology of Scirtothrips perseae (Thysanoptera: Thripidae): a new avocado pest in California. Bull Entomol Res. 2002;92(04):279-285.
281,"Turak E, Talent R, Sunnucks P, Hales DF. Different responses to temperature in three closely-related sympatric cereal aphids. Entomol Exp Appl. 1998;86(1):49-58."
282,"Murai T. Effect of temperature on development and reproduction of the onion thrips, Thrips tabaci Lindeman (Thysanoptera: Thripidae), on pollen and honey solution. Appl Entomol Zool. 2000;35(4):499-504."
283,"Pratissoli D, Parra JRP. Fertility life table of Trichogramma pretiosum (Hym., Trichogrammatidae) in eggs of Tuta absoluta and Phthorimaea operculella (Lep., Gelechiidae) at different temperatures. J Appl Entomol. 2000;124(9-10):339-342."
284,"Tsai JH, Liu YH. Effect of temperature on development, survivorship, and reproduction of rice root aphid (Homoptera: Aphididae). Environ Entomol. 1998;27(3):662-666."
285,Lysyk TJ. Relationships between temperature and life history parameters of Muscidifurax zaraptor (Hymenoptera: Pteromalidae). Environ Entomol. 2001;30(1):147-156.
286,Lysyk TJ. Relationships between temperature and life history parameters of Muscidifurax raptorellus (Hymenoptera: Pteromalidae). Environ Entomol. 2001;30(5):982-992.
287,"van Huis A, Arendse PW, Schilthuizen M, Wiegers PP, Heering H, Hulshof M, et al. Uscana lariophaga, egg parasitoid of bruchid beetle storage pests of cowpea in West Africa: the effect of temperature and humidity. Entomol Exp Appl. 1994;70:41-53."
288,"Asante SK, Danthanarayana W, Heatwole H. Bionomics and population growth statistics of apterous virginoparae of woolly apple aphid, Eriosoma lanigerum, at constant temperatures. Entomol Exp Appl. 1991;60:261-270."
289,"Rodriguez-del Bosque LA, Smith JW, Browning HW. Development and life-fertility tables for Diatraea lineolata (Lepidoptera: Pyralidae) at constant temperatures. Ann Entomol Soc Am. 1989;82(4):450-459."
290,"Shu-Sheng L, Hughes RD. The influence of temperature and photoperiod on the development, survival and reproduction of the sowthistle aphid, Hyperomyzus lactucae. Entomol Exp Appl. 1987;43(1):31-38."
291,Howe RW. The effects of temperature and humidity on the oviposition rate of Tribolium castaneum (Hbst.) (Coleoptera:Tenebrionidae). Bull Entomol Res. 1962;53(2):301-310.
292,"Longstaff BC, Evans DE. The demography of the rice weevil, Sitophilus oryzae (L.)(Coleoptera: Curculionidae), submodels of age-specific survivorship and fecundity. Bull Entomol Res. 1983;73(02):333-334."
293,"Naranjo SE. Life history of Trichogrammatoidea bactrae (Hymenoptera: Trichogrammatidae), an egg parasitoid of pink bollworm (Lepidoptera: Gelechiidae), with emphasis on performance at high temperatures. Environ Entomol. 1993;22(5):1051-1059."
294,"Mesbah NM, Wiegel J. Natronovirga wadinatrunensis gen. nov., sp. nov. and Natranaerobius trueperi sp. nov., halophilic, alkalithermophilic micro-organisms from soda lakes of the Wadi An Natrun, Egypt. Int J Syst Evol Microbiol. 2009;59(8):2042-2048."
295,"Ogg CD, Patel BKC. Thermotalea metallivorans gen. nov., sp. nov., a thermophilic, anaerobic bacterium from the Great Artesian Basin of Australia aquifer. Int J Syst Evol Microbiol. 2009;59(5):964-971."
296,"Sekiguchi Y, Yamada T, Hanada S, Ohashi A, Harada H, Kamagata Y. Anaerolinea thermophila gen. nov., sp. nov. and Caldilinea aerophila gen. nov., sp. nov., novel filamentous thermophiles that represent a previously uncultured lineage of the domain Bacteria at the subphylum level. Int J Syst Evol Microbiol. 2003;53(6):1843-1851."
297,"Rohitha BH, Penman DR. Effect of temperature on the biology of bluegreen lucerne aphid, Acyrthosiphon kondoi. New Zeal J Zool. 1983;10(3):299-308."
298,"Abdeljabbar H, Cayol JL, Hania WB, Boudabous A, Sadfi N, Fardeau ML. Halanaerobium sehlinense sp. nov., an extremely halophilic, fermentative, strictly anaerobic bacterium from sediments of the hypersaline lake Sehline Sebkha. Int J Syst Evol Microbiol. 2013;63(Pt 6):2069-2074."
299,"Urios L, Agogué H, Lesongeur F, Stackebrandt E, Lebaron P. Balneola vulgaris gen. nov., sp. nov., a member of the phylum Bacteroidetes from the north-western Mediterranean Sea. Int J Syst Evol Microbiol. 2006;56(8):1883-1887."
300,"Bernalier A, Willems A, Leclerc M, Rochet V, Collins MD. Ruminococcus hydrogenotrophicus sp. nov., a new H2/CO2-utilizing acetogenic bacterium isolated from human feces. Arch Microbiol. 1996;166(3):176-183."
301,"Lund MB, Schätzle S, Schramm A, Kjeldsen KU. Verminephrobacter aporrectodeae sp. nov. subsp. tuberculatae and subsp. caliginosae, the specific nephridial symbionts of the earthworms Aporrectodea tuberculata and A. caliginosa. Antonie van Leeuwenhoek. 2012;101(3):507-514."
302,"Pinel N, Davidson SK, Stahl DA. Verminephrobacter eiseniae gen. nov., sp. nov., a nephridial symbiont of the earthworm Eisenia foetida (Savigny). Int J Syst Evol Microbiol. 2008;58(9):2147-2157."
303,"Orlygsson J, Baldursson SRB. Phylogenetic and physiological studies of four hydrogen-producing thermoanaerobes from Icelandic geothermal areas. Icel Agric Sci. 2007;20:93-106."
304,"Vésteinsdóttir H, Reynisdóttir DB, Örlygsson J. Hydrogenophilus islandicus sp. nov., a thermophilic hydrogen-oxidizing bacterium isolated from an Icelandic hot spring. Int J Syst Evol Microbiol. 2011;61(2):290-294."
305,"Mäkinen AE, Kaksonen AH, Puhakka JA. Thermovorax subterraneus, gen. nov., sp. nov., a thermophilic hydrogen-producing bacterium isolated from geothermally active underground mine. Extremophiles. 2009;13(3):505-510."
306,"Aguiar P, Beveridge TJ, Reysenbach AL. Sulfurihydrogenibium azorense, sp. nov., a thermophilic hydrogen-oxidizing microaerophile from terrestrial hot springs in the Azores. Int J Syst Evol Microbiol. 2004;54(1):33-39."
307,"Alain K, Postec A, Grinsard E, Lesongeur F, Prieur D, Godfroy A. Thermodesulfatator atlanticus sp. nov., a thermophilic, chemolithoautotrophic, sulfate-reducing bacterium isolated from a Mid-Atlantic Ridge hydrothermal vent. Int J Syst Evol Microbiol. 2010;60(1):33-38."
308,"Mori K, Harayama S. Methanobacterium petrolearium sp. nov. and Methanobacterium ferruginis sp. nov., mesophilic methanogens isolated from salty environments. Int J Syst Evol Microbiol. 2011;61(1):138-143."
309,"Moussard H, L’haridon S, Tindall B, Banta A, Schumann P, Stackebrandt E, et al. Thermodesulfatator indicus gen. nov., sp. nov., a novel thermophilic chemolithoautotrophic sulfate-reducing bacterium isolated from the Central Indian Ridge. Int J Syst Evol Microbiol. 2004;54(1):227-233."
310,"Kuwabara T, Minaba M, Ogi N, Kamekura M. Thermococcus celericrescens sp. nov., a fast-growing and cell-fusing hyperthermophilic archaeon from a deep-sea hydrothermal vent. Int J Syst Evol Microbiol. 2007;57(3):437-443."
311,"Nepomnyashchaya YN, Slobodkina GB, Baslerov RV, Chernyh NA, Bonch-Osmolovskaya EA, Netrusov AI, et al. Moorella humiferrea sp. nov., a thermophilic, anaerobic bacterium capable of growth via electron shuttling between humic acid and Fe (III). Int J Syst Evol Microbiol. 2012;62(Pt 3):613-617."
312,"Nunoura T, Oida H, Miyazaki M, Suzuki Y. Thermosulfidibacter takaii gen. nov., sp. nov., a thermophilic, hydrogen-oxidizing, sulfur-reducing chemolithoautotroph isolated from a deep-sea hydrothermal field in the Southern Okinawa Trough. Int J Syst Evol Microbiol. 2008;58(3):659-665."
313,"Takai K, Kobayashi H, Nealson KH, Horikoshi K. Sulfurihydrogenibium subterraneum gen. nov., sp. nov., from a subsurface hot aquifer. Int J Syst Evol Microbiol. 2003;53(3):823-827."
314,"Jolivet E, L’Haridon S, Corre E, Forterre P, Prieur D. Thermococcus gammatolerans sp. nov., a hyperthermophilic archaeon from a deep-sea hydrothermal vent that resists ionizing radiation. Int J Syst Evol Microbiol. 2003;53(3):847-851."
315,"Nakagawa S, Takai K, Horikoshi K, Sako Y. Persephonella hydrogeniphila sp. nov., a novel thermophilic, hydrogen-oxidizing bacterium from a deep-sea hydrothermal vent chimney. Int J Syst Evol Microbiol. 2003;53(3):863-869."
316,"Takai K, Nealson KH, Horikoshi K. Methanotorris formicicus sp. nov., a novel extremely thermophilic, methane-producing archaeon isolated from a black smoker chimney in the Central Indian Ridge. Int J Syst Evol Microbiol. 2004;54(4):1095-1100."
317,"O’Neill AH, Liu Y, Ferrera I, Beveridge TJ, Reysenbach AL. Sulfurihydrogenibium rodmanii sp. nov., a sulfur-oxidizing chemolithoautotroph from the Uzon Caldera, Kamchatka Peninsula, Russia, and emended description of the genus Sulfurihydrogenibium. Int J Syst Evol Microbiol. 2008;58(5):1147-1152."
318,"Flores GE, Liu Y, Ferrera I, Beveridge TJ, Reysenbach AL. Sulfurihydrogenibium kristjanssonii sp. nov., a hydrogen-and sulfur-oxidizing thermophile isolated from a terrestrial Icelandic hot spring. Int J Syst Evol Microbiol. 2008;58(5):1153-1158."
319,"Zhang H, Sekiguchi Y, Hanada S, Hugenholtz P, Kim H, Kamagata Y, et al. Gemmatimonas aurantiaca gen. nov., sp. nov., a Gram-negative, aerobic, polyphosphate-accumulating micro-organism, the first cultured representative of the new bacterial phylum Gemmatimonadetes phyl. nov. Int J Syst Evol Microbiol. 2003;53(4):1155-1163."
320,"Podosokorskaya OA, Kublanov IV, Reysenbach AL, Kolganova TV, Bonch-Osmolovskaya EA. Thermosipho affectus sp. nov., a thermophilic, anaerobic, cellulolytic bacterium isolated from a Mid-Atlantic Ridge hydrothermal vent. Int J Syst Evol Microbiol. 2011;61(5):1160-1164."
321,"Pérez-Rodríguez I, Ricci J, Voordeckers JW, Starovoytov V, Vetriani C. Nautilia nitratireducens sp. nov., a thermophilic, anaerobic, chemosynthetic, nitrate-ammonifying bacterium isolated from a deep-sea hydrothermal vent. Int J Syst Evol Microbiol. 2010;60(5):1182-1186."
322,"Manaia CM, Nogales B, Nunes OC. Tepidiphilus margaritifer gen. nov., sp. nov., isolated from a thermophilic aerobic digester. Int J Syst Evol Microbiol. 2003;53(5):1405-1410."
323,"Lee YJ, Dashti M, Prange A, Rainey FA, Rohde M, Whitman WB, et al. Thermoanaerobacter sulfurigignens sp. nov., an anaerobic thermophilic bacterium that reduces 1 M thiosulfate to elemental sulfur and tolerates 90 mM sulfite. Int J Syst Evol Microbiol. 2007;57(7):1429-1434."
324,"Cadillo-Quiroz H, Bräuer SL, Goodson N, Yavitt JB, Zinder SH. Methanobacterium paludis sp. nov. and a novel strain of Methanobacterium lacus isolated from northern peatlands. Int J Syst Evol Microbiol. 2014;64(Pt 5):1473-1480."
325,"Smith JL, Campbell BJ, Hanson TE, Zhang CL, Cary SC. Nautilia profundicola sp. nov., a thermophilic, sulfur-reducing epsilonproteobacterium from deep-sea hydrothermal vents. Int J Syst Evol Microbiol. 2008;58(7):1598-1602."
326,"Pikuta EV, Marsic D, Itoh T, Bej AK, Tang J, Whitman WB, et al. Thermococcus thioreducens sp. nov., a novel hyperthermophilic, obligately sulfur-reducing archaeon from a deep-sea hydrothermal vent. Int J Syst Evol Microbiol. 2007;57(7):1612-1618."
327,"Kuwabara T, Kawasaki A, Uda I, Sugai A. Thermosipho globiformans sp. nov., an anaerobic thermophilic bacterium that transforms into multicellular spheroids with a defect in peptidoglycan formation. Int J Syst Evol Microbiol. 2011;61(7):1622-1627."
328,"Borrel G, Joblin K, Guedon A, Colombet J, Tardy V, Lehours AC, et al. Methanobacterium lacus sp. nov., isolated from the profundal sediment of a freshwater meromictic lake. Int J Syst Evol Microbiol. 2012;62(Pt 7):1625-1629."
329,"Gorlas A, Croce O, Oberto J, Gauliard E, Forterre P, Marguet E. Thermococcus nautili sp. nov., a hyperthermophilic archaeon isolated from a hydrothermal deep-sea vent. Int J Syst Evol Microbiol. 2014;64(Pt 5):1802-1810."
330,"Urios L, Cueff-Gauchard V, Pignet P, Postec A, Fardeau ML, Ollivier B, et al. Thermosipho atlanticus sp. nov., a novel member of the Thermotogales isolated from a Mid-Atlantic Ridge hydrothermal vent. Int J Syst Evol Microbiol. 2004;54(6):1953-1957."
331,"Zhang K, Dong X. Selenomonas bovis sp. nov., isolated from yak rumen contents. Int J Syst Evol Microbiol. 2009;59(8):2080-2083."
332,"Salinas MB, Fardeau ML, Thomas P, Cayol JL, Patel BK, Ollivier B. Mahella australiensis gen. nov., sp. nov., a moderately thermophilic anaerobic bacterium isolated from an Australian oil well. Int J Syst Evol Microbiol. 2004;54(6):2169-2173."
333,"Onyenwoke RU, Kevbrin VV, Lysenko AM, Wiegel J. Thermoanaerobacter pseudethanolicus sp. nov., a thermophilic heterotrophic anaerobe from Yellowstone National Park. Int J Syst Evol Microbiol. 2007;57(10):2191-2193."
334,"Mori K, Suzuki Ki, Urabe T, Sugihara M, Tanaka K, Hamada M, et al. Thioprofundum hispidum sp. nov., an obligately chemolithoautotrophic sulfur-oxidizing gammaproteobacterium isolated from the hydrothermal field on Suiyo Seamount, and proposal of Thioalkalispiraceae fam. nov. in the order Chromatiales. Int J Syst Evol Microbiol. 2011;61(10):2412-2418."
335,"Sekiguchi Y, Muramatsu M, Imachi H, Narihiro T, Ohashi A, Harada H, et al. Thermodesulfovibrio aggregans sp. nov. and Thermodesulfovibrio thiophilus sp. nov., anaerobic, thermophilic, sulfate-reducing bacteria isolated from thermophilic methanogenic sludge, and emended description of the genus Thermodesulfovibrio. Int J Syst Evol Microbiol. 2008;58(11):2541-2548."
336,"Slobodkin AI, Reysenbach AL, Slobodkina GB, Baslerov RV, Kostrikina NA, Wagner ID, et al. Thermosulfurimonas dismutans gen. nov., sp. nov., an extremely thermophilic sulfur-disproportionating bacterium from a deep-sea hydrothermal vent. Int J Syst Evol Microbiol. 2012;62(Pt 11):2565-2571."
337,"Hirayama H, Suzuki Y, Abe M, Miyazaki M, Makita H, Inagaki F, et al. Methylothermus subterraneus sp. nov., a moderately thermophilic methanotroph isolated from a terrestrial subsurface hot aquifer. Int J Syst Evol Microbiol. 2011;61(11):2646-2653."
338,"Niu L, Song L, Liu X, Dong X. Tepidimicrobium xylanilyticum sp. nov., an anaerobic xylanolytic bacterium, and emended description of the genus Tepidimicrobium. Int J Syst Evol Microbiol. 2009;59(11):2698-2701."
339,"Mori K, Yamaguchi K, Sakiyama Y, Urabe T, Suzuki Ki. Caldisericum exile gen. nov., sp. nov., an anaerobic, thermophilic, filamentous bacterium of a novel bacterial phylum, Caldiserica phyl. nov., originally called the candidate phylum OP5, and description of Caldisericaceae fam. nov., Caldisericales ord. nov. and Caldisericia classis nov. Int J Syst Evol Microbiol. 2009;59(11):2894-2898."
340,"Gorlas A, Alain K, Bienvenu N, Geslin C. Thermococcus prieurii sp. nov., a hyperthermophilic archaeon isolated from a deep-sea hydrothermal vent. Int J Syst Evol Microbiol. 2013;63(Pt 8):2920-2926."
341,"Podosokorskaya OA, Bonch-Osmolovskaya EA, Godfroy A, Gavrilov SN, Beskorovaynaya DA, Sokolova TG, et al. Thermosipho activus sp. nov., a thermophilic, anaerobic, hydrolytic bacterium isolated from a deep-sea sample. Int J Syst Evol Microbiol. 2014;64(Pt 9):3307-3313."
342,"Alves JI, van Gelder AH, Alves MM, Sousa DZ, Plugge CM. Moorella stamsii sp. nov., a new anaerobic thermophilic hydrogenogenic carboxydotroph isolated from digester sludge. Int J Syst Evol Microbiol. 2013;63(Pt 11):4072-4076."
343,"Touzel JP, O’Donohue M, Debeire P, Samain E, Breton C. Thermobacillus xylanilyticus gen. nov., sp. nov., a new aerobic thermophilic xylandegrading bacterium isolated from farm soil. Int J Syst Evol Microbiol. 2000;50(1):315-320."
344,"Moreira C, Rainey FA, Nobre MF, da Silva MT, da Costa MS. Tepidimonas ignava gen. nov., sp. nov., a new chemolithoheterotrophic and slightly thermophilic member of the β-Proteobacteria. Int J Syst Evol Microbiol. 2000;50(2):735-742."
345,"Arab H, Völker H, Thomm M. Thermococcus aegaeicus sp. nov. and Staphylothermus hellenicus sp. nov., two novel hyperthermophilic archaea isolated from geothermally heated vents off Palaeochori Bay, Milos, Greece. Int J Syst Evol Microbiol. 2000;50(6):2101-2108."
346,"Cann I, Stroot PG, Mackie KR, White BA, Mackie RI. Characterization of two novel saccharolytic, anaerobic thermophiles, Thermoanaerobacterium polysaccharolyticum sp. nov. and Thermoanaerobacterium zeae sp. nov., and emendation of the genus Thermoanaerobacterium. Int J Syst Evol Microbiol. 2001;51(2):293-302."
347,"Cuzin N, Ouattara AS, Labat M, Garcia JL. Methanobacterium congolense sp. nov., from a methanogenic fermentation of cassava peel. Int J Syst Evol Microbiol. 2001;51(2):489-493."
348,"Spanevello MD, Yamamoto H, Patel BKC. Thermaerobacter subterraneus sp. nov., a novel aerobic bacterium from the Great Artesian Basin of Australia, and emendation of the genus Thermaerobacter. Int J Syst Evol Microbiol. 2002;52(3):795-800."
349,"L’Haridon S, Miroshnichenko ML, Hippe H, Fardeau ML, BonchOsmolovskaya EA, Stackebrandt E, et al. Petrotoga olearia sp. nov. and Petrotoga sibirica sp. nov., two thermophilic bacteria isolated from a continental petroleum reservoir in Western Siberia. Int J Syst Evol Microbiol. 2002;52(5):1715-1722."
350,"Huber H, Diller S, Horn C, Rachel R. Thermovibrio ruber gen. nov., sp. nov., an extremely thermophilic, chemolithoautotrophic, nitratereducing bacterium that forms a deep branch within the phylum Aquificae. Int J Syst Evol Microbiol. 2002;52(5):1859-1865."
351,"Johnson DB, Joulian C, d’Hugues P, Hallberg KB. Sulfobacillus benefaciens sp. nov., an acidophilic facultative anaerobic Firmicute isolated from mineral bioleaching operations. Extremophiles. 2008;12(6):789-798."
352,"Shooner F, Bousquet J, Tyagi RD. Isolation, phenotypic characterization, and phylogenetic position of a novel, facultatively autotrophic, moderately thermophilic bacterium, Thiobacillus thermosulfatus sp. nov. Int J Syst Bacteriol. 1996;46(2):409-415."
353,"Lingens F, Blecher R, Blecher H, Blobel F, Eberspächer J, Fröhner C, et al. Phenylobacterium immobile gen. nov., sp. nov., a gram-negative bacterium that degrades the herbicide chloridazon. Int J Syst Bacteriol. 1985;35(1):26-39."
354,"Takai K, Hirayama H, Nakagawa T, Suzuki Y, Nealson KH, Horikoshi K. Lebetimonas acidiphila gen. nov., sp. nov., a novel thermophilic, acidophilic, hydrogen-oxidizing chemolithoautotroph within the ‘Epsilonproteobacteria’, isolated from a deep-sea hydrothermal fumarole in the Mariana Arc. Int J Syst Evol Microbiol. 2005;55(1):183-189."
355,"Goto K, Mochida K, Asahara M, Suzuki M, Kasai H, Yokota A. Alicyclobacillus pomorum sp. nov., a novel thermo-acidophilic, endosporeforming bacterium that does not possess ω-alicyclic fatty acids, and emended description of the genus Alicyclobacillus. Int J Syst Evol Microbiol. 2003;53(5):1537-1544."
356,"Urios L, Cueff V, Pignet P, Barbier G. Tepidibacter formicigenes sp. nov., a novel spore-forming bacterium isolated from a Mid-Atlantic Ridge hydrothermal vent. Int J Syst Evol Microbiol. 2004;54(2):439-443."
357,"Katayama T, Yoshioka H, Mochimaru H, Meng XY, Muramoto Y, Usami J, et al. Methanohalophilus levihalophilus sp. nov., a slightly halophilic, methylotrophic methanogen isolated from natural gas-bearing deep aquifers, and emended description of the genus Methanohalophilus. Int J Syst Evol Microbiol. 2014;64(Pt 6):2089-2093."
358,"Yamada T, Sekiguchi Y, Hanada S, Imachi H, Ohashi A, Harada H, et al. Anaerolinea thermolimosa sp. nov., Levilinea saccharolytica gen. nov., sp. nov. and Leptolinea tardivitalis gen. nov., sp. nov., novel filamentous anaerobes, and description of the new classes Anaerolineae classis nov. and Caldilineae classis nov. in the bacterial phylum Chloroflexi. Int J Syst Evol Microbiol. 2006;56(6):1331-1340."
359,"Grégoire P, Bohli M, Cayol JL, Joseph M, Guasco S, Dubourg K, et al. Caldilinea tarbellica sp. nov., a filamentous, thermophilic, anaerobic bacterium isolated from a deep hot aquifer in the Aquitaine Basin. Int J Syst Evol Microbiol. 2011;61(6):1436-1441."
360,"Ravot G, Magot M, Fardeau ML, Patel B, Prensier G, Egan A, et al. Thermotoga elfii sp. nov., a novel thermophilic bacterium from an African oil-producing well. Int J Syst Bacteriol. 1995;45(2):308-314."
361,"Kale V, Björnsdóttir SH, Friðjónsson ÓH, Pétursdóttir SK, Ómarsdóttir S, Hreggviðsson GÓ. Litorilinea aerophila gen. nov., sp. nov., an aerobic member of the class Caldilineae, phylum Chloroflexi, isolated from an intertidal hot spring. Int J Syst Evol Microbiol. 2013;63(Pt 3):1149-1154."
362,"Billing E. The effect of temperature on the growth of the fireblight pathogen, Erwinia amylovora. J Appl Bacteriol. 1974;37(4):643-648."
363,"Cook GM, Rainey FA, Patel BKC, Morgan HW. Characterization of a new obligately anaerobic thermophile, Thermoanaerobacter wiegelii sp. nov. Int J Syst Bacteriol. 1996;46(1):123-127."
364,"Sako Y, Takai K, Ishida Y, Uchida A, Katayama Y. Rhodothermus obamensis sp. nov., a modern lineage of extremely thermophilic marine bacteria. Int J Syst Bacteriol. 1996;46(4):1099-1104."
365,"Miroshnichenko ML, Slobodkin AI, Kostrikina NA, L’Haridon S, Nercessian O, Spring S, et al. Deferribacter abyssi sp. nov., an anaerobic thermophile from deep-sea hydrothermal vents of the Mid-Atlantic Ridge. Int J Syst Evol Microbiol. 2003;53(5):1637-1641."
366,"Hanada S, Kawase Y, Hiraishi A, Takaichi S, Matsuura K, Shimada K, et al. Porphyrobacter tepidarius sp. nov., a moderately thermophilic aerobic photosynthetic bacterium isolated from a hot spring. Int J Syst Bacteriol. 1997;47(2):408-413."
367,"Kotelnikova S, Macario AJL, Pedersen K. Methanobacterium subterraneum sp. nov., a new alkaliphilic, eurythermic and halotolerant methanogen isolated from deep granitic groundwater. Int J Syst Bacteriol. 1998;48(2):357-367."
368,"Lien T, Madsen M, Rainey FA, Birkeland NK. Petrotoga mobilis sp. nov., from a North Sea oil-production well. Int J Syst Bacteriol. 1998;48(3):1007-1013."
369,"Urios L, Agogué H, Intertaglia L, Lesongeur F, Lebaron P. Melitea salexigens gen. nov., sp. nov., a gammaproteobacterium from the Mediterranean Sea. Int J Syst Evol Microbiol. 2008;58(11):2479-2483."
370,"Brinkhoff T, Muyzer G, Wirsen CO, Kuever J. Thiomicrospira chilensis sp. nov., a mesophilic obligately chemolithoautotrophic sulfuroxidizing bacterium isolated from a Thioploca mat. Int J Syst Bacteriol. 1999;49(2):875-879."
371,"Kashefi K, Lovley DR. Extending the upper temperature limit for life. Science. 2003;301(5635):934."
372,"Takai K, Nealson KH, Horikoshi K. Hydrogenimonas thermophila gen. nov., sp. nov., a novel thermophilic, hydrogen-oxidizing chemolithoautotroph within the ε-Proteobacteria, isolated from a black smoker in a Central Indian Ridge hydrothermal field. Int J Syst Evol Microbiol. 2004;54(1):25-32."
373,"Serra A, Strehaiano P, Taillandier P. Influence of temperature and pH on Saccharomyces bayanus var. uvarum growth; impact of a wine yeast interspecific hybridization on these parameters. Int J Food Microbiol. 2005;104:257-265."
374,"Chistyakova TA, Minkevich IG, Eroshin VK. Growth of the thermotolerant yeast, Candida valida, on ethanol: dependences of maximal growth rate and cell biomass yield on temperature. Eur J Appl Microbiol. 1983;18:225-228."
375,"Brandam C, Castro-Martínez C, Délia ML, Ramón-Portugal F, Strehaiano P. Effect of temperature on Brettanomyces bruxellensis: metabolic and kinetic aspects. Can J Microbiol. 2008;5(1):11-18."
376,"Miller SR, Castenholz RW. The evolution of thermotolerance in hot spring cyanobacteria of the genus Synechococcus. J Phycol. 2000;36(s3):48-48."
377,"Zeng X, Zhang Z, Li X, Jebbar M, Alain K, Shao Z. Caloranaerobacter ferrireducens sp. nov., an anaerobic thermophilic iron (III)-reducing bacterium isolated from a deep-sea hydrothermal sulfide deposits. Int J Syst Evol Microbiol. 2015;p. ijs-0."
378,"Miroshnichenko ML, Hippe H, Stackebrandt E, Kostrikina NA, Chernyh NA, Jeanthon C, et al. Isolation and characterization of Thermococcus sibiricus sp. nov. from a Western Siberia high-temperature oil reservoir. Extremophiles. 2001;5(2):85-91."
379,"Ferrer M, Chernikova TN, Yakimov MM, Golyshin PN, Timmis KN. Chaperonins govern growth of Escherichia coli at low temperatures. Nat Biotechnol. 2003;21(11):1266-1267."
380,"Urios L, Michotey V, Intertaglia L, Lesongeur F, Lebaron P. Thalassobaculum salexigens sp. nov., a new member of the family Rhodospirillaceae from the NW Mediterranean Sea, and emended description of the genus Thalassobaculum. Int J Syst Evol Microbiol. 2010;60(1):209-213."
381,"Baumgartner M, Yapi A, Gröbner-Ferreira R, Stetter KO. Cultivation and properties of Echinamoeba thermarum n. sp., an extremely thermophilic amoeba thriving in hot springs. Extremophiles. 2003;7(4):267-274."
382,"Baldock BM, Berger J. The effects of low temperatures on the growth of four fresh-water amoebae (Protozoa: Gymnamoebia). Trans Am Microsc Soc. 1984;p. 233-239."
383,"Baldock BM, Baker JH, Sleigh MA. Laboratory growth rates of six species of freshwater Gymnamoebia. Oecologia. 1980;47(2):156-159."
384,"Chung AP, Rainey F, Nobre MF, Burghardt J, Da Costa MS. Meiothermus cerbereus sp. nov., a new slightly thermophilic species with high levels of 3-hydroxy fatty acids. Int J Syst Bacteriol. 1997;47(4):1225-1230."
