GOLD_ID,NCBI_TAXONOMY_ID,DOMAIN,ORGANISM_NAME,SPECIES,METABOLISM
Go0009377,911122,ARCHAEAL,Methanobrevibacter smithii TS146E,Methanobrevibacter smithii,Methanogen
Go0009378,911123,ARCHAEAL,Methanobrevibacter smithii TS147A,Methanobrevibacter smithii,Methanogen
Go0009410,911124,ARCHAEAL,Methanobrevibacter smithii TS147B,Methanobrevibacter smithii,Methanogen
Go0009411,911125,ARCHAEAL,Methanobrevibacter smithii TS147C,Methanobrevibacter smithii,Methanogen
Go0009412,911126,ARCHAEAL,Methanobrevibacter smithii TS94A,Methanobrevibacter smithii,Methanogen
Go0009413,911127,ARCHAEAL,Methanobrevibacter smithii TS94B,Methanobrevibacter smithii,Methanogen
Go0009414,911128,ARCHAEAL,Methanobrevibacter smithii TS94C,Methanobrevibacter smithii,Methanogen
Go0009415,911129,ARCHAEAL,Methanobrevibacter smithii TS95A,Methanobrevibacter smithii,Methanogen
Go0009443,911130,ARCHAEAL,Methanobrevibacter smithii TS95B,Methanobrevibacter smithii,Methanogen
Go0009444,911131,ARCHAEAL,Methanobrevibacter smithii TS95C,Methanobrevibacter smithii,Methanogen
Go0009445,911132,ARCHAEAL,Methanobrevibacter smithii TS95D,Methanobrevibacter smithii,Methanogen
Go0009446,911133,ARCHAEAL,Methanobrevibacter smithii TS96A,Methanobrevibacter smithii,Methanogen
Go0009447,911134,ARCHAEAL,Methanobrevibacter smithii TS96B,Methanobrevibacter smithii,Methanogen
Go0009448,911135,ARCHAEAL,Methanobrevibacter smithii TS96C,Methanobrevibacter smithii,Methanogen
Go0009580,1040981,BACTERIAL,Mesorhizobium ciceri WSM4083,Mesorhizobium ciceri,Nitrogen fixation
Go0009581,1040983,BACTERIAL,Mesorhizobium erdmanii USDA 3471,Mesorhizobium erdmanii,Nitrogen fixation
Go0009582,1040980,BACTERIAL,Mesorhizobium ciceri CMG6,Mesorhizobium ciceri,Nitrogen fixation
Go0009583,1040984,BACTERIAL,Mesorhizobium sp. WSM1293,Mesorhizobium sp. WSM1293,Nitrogen fixation
Go0009584,1040985,BACTERIAL,Mesorhizobium sp. WSM2561,Mesorhizobium sp. WSM2561,Nitrogen fixation
Go0009585,1040986,BACTERIAL,Mesorhizobium sp. WSM3224,Mesorhizobium sp. WSM3224,Nitrogen fixation
Go0009586,1040987,BACTERIAL,Mesorhizobium sp. WSM3626,Mesorhizobium sp. WSM3626,Nitrogen fixation
Go0009587,1040988,BACTERIAL,Bradyrhizobium sp. WSM4349,Bradyrhizobium sp. WSM4349,Nitrogen fixation
Go0009588,398261,BACTERIAL,Methylobacterium sp. WSM2598,Methylobacterium sp. WSM2598,Nitrogen fixation
Go0009589,169679,BACTERIAL,Clostridium saccharobutylicum NCP 200,Clostridium saccharobutylicum,Solvent producer
Go0009606,944435,BACTERIAL,Burkholderia sp. WSM2230,Burkholderia sp. WSM2230,Nitrogen fixation
Go0009607,944436,BACTERIAL,Burkholderia sp. WSM2232,Burkholderia sp. WSM2232,Nitrogen fixation
Go0009609,1038858,BACTERIAL,Azorhizobium doebereinerae UFLA1-100,Azorhizobium doebereinerae,Nitrogen fixation
Go0009610,398525,BACTERIAL,Bradyrhizobium elkanii USDA 76,Bradyrhizobium elkanii,Nitrogen fixation
Go0009611,1038860,BACTERIAL,Bradyrhizobium elkanii WSM2783,Bradyrhizobium elkanii,Nitrogen fixation
Go0009622,1079454,BACTERIAL,Rhizobium leguminosarum bv. viciae Ps8,Rhizobium leguminosarum,Nitrogen fixation
Go0009623,1090946,BACTERIAL,Rhizobium leguminosarum bv. viciae Vc2,Rhizobium leguminosarum,Nitrogen fixation
Go0009624,1079455,BACTERIAL,Rhizobium leguminosarum bv. viciae Vh3,Rhizobium leguminosarum,Nitrogen fixation
Go0009625,935554,BACTERIAL,Rhizobium leguminosarum bv. viciae WSM1481,Rhizobium leguminosarum,Nitrogen fixation
Go0009626,1041145,BACTERIAL,Rhizobium leguminosarum bv. viciae VF39,Rhizobium leguminosarum,Nitrogen fixation
Go0009627,935553,BACTERIAL,Rhizobium leguminosarum bv. viciae TOM,Rhizobium leguminosarum,Nitrogen fixation
Go0009628,1041141,BACTERIAL,Rhizobium leguminosarum bv. viciae 128C53,Rhizobium leguminosarum,Nitrogen fixation
Go0009658,1041142,BACTERIAL,Rhizobium leguminosarum bv. viciae GB30,Rhizobium leguminosarum,Nitrogen fixation
Go0009659,1041140,BACTERIAL,Rhizobium leguminosarum bv. phaseoli FA23,Rhizobium leguminosarum,Nitrogen fixation
Go0009660,935557,BACTERIAL,Sinorhizobium arboris LMG 14919,Sinorhizobium arboris,Nitrogen fixation
Go0009661,1038869,BACTERIAL,Paraburkholderia mimosarum LMG 23256,Paraburkholderia mimosarum,Nitrogen fixation
Go0009662,348824,BACTERIAL,Rhizobium favelukesii OR191,Rhizobium favelukesii,Nitrogen fixation
Go0009663,1080187,BACTERIAL,Cupriavidus sp. gt. E UYPR2.512,Cupriavidus sp. UYPR2.512,Nitrogen fixation
Go0009672,947301,BACTERIAL,Acidithiobacillus ferrooxidans SRDSM2,Acidithiobacillus ferrooxidans,Iron oxidizer
Go0009672,947301,BACTERIAL,Acidithiobacillus ferrooxidans SRDSM2,Acidithiobacillus ferrooxidans,Sulfide oxidizer
Go0009691,298701,BACTERIAL,Desulfovibrio sp. A2,Desulfovibrio sp. A2,Hydrogen sulfide gas release
Go0009691,298701,BACTERIAL,Desulfovibrio sp. A2,Desulfovibrio sp. A2,Sulfate reducer
Go0009734,743299,BACTERIAL,Acidithiobacillus ferrivorans SS3,Acidithiobacillus ferrivorans,Iron oxidizer
Go0009734,743299,BACTERIAL,Acidithiobacillus ferrivorans SS3,Acidithiobacillus ferrivorans,Sulfur oxidizer
Go0009735,646529,BACTERIAL,"Desulfosporosinus acidiphilus SJ4, DSM 22704",Desulfosporosinus acidiphilus,Hydrogen sulfide gas release
Go0009735,646529,BACTERIAL,"Desulfosporosinus acidiphilus SJ4, DSM 22704",Desulfosporosinus acidiphilus,Sulfate reducer
Go0009756,760136,BACTERIAL,Sinorhizobium sp. PC2,Sinorhizobium sp. PC2,Nitrogen fixation
Go0009757,1708715,BACTERIAL,Ensifer aridi TW10,Ensifer aridi,Nitrogen fixation
Go0009758,1041144,BACTERIAL,Rhizobium leguminosarum bv. viciae UPM1137,Rhizobium leguminosarum,Nitrogen fixation
Go0009773,913865,BACTERIAL,Desulfosporosinus sp. OT,Desulfosporosinus sp. OT,Hydrogen sulfide gas release
Go0009773,913865,BACTERIAL,Desulfosporosinus sp. OT,Desulfosporosinus sp. OT,Sulfate reducer
Go0009782,1041143,BACTERIAL,Rhizobium leguminosarum bv. viciae UPM1131,Rhizobium leguminosarum,Nitrogen fixation
Go0009783,796891,BACTERIAL,Rhizobium mesoamericanum STM6155,Rhizobium mesoamericanum,Nitrogen fixation
Go0009784,1038870,BACTERIAL,Paraburkholderia mimosarum STM3621,Paraburkholderia mimosarum,Nitrogen fixation
Go0009785,1040978,BACTERIAL,Cupriavidus taiwanensis STM6018,Cupriavidus taiwanensis,Nitrogen fixation
Go0009786,1040979,BACTERIAL,Cupriavidus neocaledonicus STM6070,Cupriavidus neocaledonicus,Nitrogen fixation
Go0009787,935550,BACTERIAL,Rhizobium leguminosarum bv. trifolii SRDI943,Rhizobium leguminosarum,Nitrogen fixation
Go0009788,935549,BACTERIAL,Rhizobium leguminosarum bv. trifolii SRDI565,Rhizobium leguminosarum,Nitrogen fixation
Go0009789,1041152,BACTERIAL,Sinorhizobium meliloti CIAM1775,Sinorhizobium meliloti,Nitrogen fixation
Go0009803,653733,BACTERIAL,"Desulfurispirillum indicum S5, DSM 22839",Desulfurispirillum indicum,Selenate reducer
Go0009812,388051,BACTERIAL,Cupriavidus sp. AMP6,Cupriavidus sp. amp6,Nitrogen fixation
Go0009814,113395,BACTERIAL,Bradyrhizobium sp. TV2a.2,Bradyrhizobium sp. Tv2a-2,Nitrogen fixation
Go0009815,189753,BACTERIAL,Bradyrhizobium sp. EC3.3,Bradyrhizobium sp. Ec3.3,Nitrogen fixation
Go0009816,398524,BACTERIAL,Bradyrhizobium elkanii USDA 94,Bradyrhizobium elkanii,Nitrogen fixation
Go0009817,1079479,BACTERIAL,Bradyrhizobium elkanii USDA 3254,Bradyrhizobium elkanii,Nitrogen fixation
Go0009818,1079466,BACTERIAL,Bradyrhizobium elkanii USDA 3259,Bradyrhizobium elkanii,Nitrogen fixation
Go0009846,1038859,BACTERIAL,Bradyrhizobium elkanii WSM1741,Bradyrhizobium elkanii,Nitrogen fixation
Go0009847,1355477,BACTERIAL,Bradyrhizobium diazoefficiens USDA 122,Bradyrhizobium diazoefficiens,Nitrogen fixation
Go0009848,936135,BACTERIAL,Bradyrhizobium japonicum USDA 123,Bradyrhizobium japonicum,Nitrogen fixation
Go0009849,1038862,BACTERIAL,Bradyrhizobium japonicum USDA 124,Bradyrhizobium japonicum,Nitrogen fixation
Go0009850,1038863,BACTERIAL,Bradyrhizobium japonicum USDA 135,Bradyrhizobium japonicum,Nitrogen fixation
Go0009851,1079467,BACTERIAL,Bradyrhizobium japonicum USDA 38,Bradyrhizobium japonicum,Nitrogen fixation
Go0009852,931866,BACTERIAL,Bradyrhizobium ottawaense USDA 4,Bradyrhizobium ottawaense,Nitrogen fixation
Go0009853,1037409,BACTERIAL,Bradyrhizobium japonicum USDA 6,Bradyrhizobium japonicum,Nitrogen fixation
Go0009861,683315,BACTERIAL,Frankia sp. DC12,Frankia sp. DC12,Nitrogen fixation
Go0009884,318996,BACTERIAL,Bradyrhizobium sp. WSM1743,Bradyrhizobium sp. WSM1743,Nitrogen fixation
Go0009885,1038866,BACTERIAL,Bradyrhizobium sp. WSM2793,Bradyrhizobium sp. WSM2793,Nitrogen fixation
Go0009886,376,BACTERIAL,Bradyrhizobium sp. A30X,Bradyrhizobium sp.,Nitrogen fixation
Go0009887,196490,BACTERIAL,Bradyrhizobium sp. Ai1a-2,Bradyrhizobium sp. Ai1a-2,Nitrogen fixation
Go0009889,1040989,BACTERIAL,Bradyrhizobium sp. ARR65,Bradyrhizobium sp. ARR65,Nitrogen fixation
Go0009890,443598,BACTERIAL,Bradyrhizobium sp. Cp5.3,Bradyrhizobium sp. Cp5.3,Nitrogen fixation
Go0009891,376,BACTERIAL,Bradyrhizobium sp. FA23,Bradyrhizobium sp.,Nitrogen fixation
Go0010058,935547,BACTERIAL,Mesorhizobium loti R7A,Mesorhizobium loti,Nitrogen fixation
Go0010088,935546,BACTERIAL,Mesorhizobium loti NZP2037,Mesorhizobium loti,Nitrogen fixation
Go0010089,935548,BACTERIAL,Mesorhizobium loti R88b,Mesorhizobium loti,Nitrogen fixation
Go0010090,1040982,BACTERIAL,Mesorhizobium loti CJ3sym,Mesorhizobium loti,Nitrogen fixation
Go0010091,1080179,BACTERIAL,Burkholderia sp. UYPR1.413,Burkholderia sp. UYPR1.413,Nitrogen fixation
Go0010092,1038867,BACTERIAL,Bradyrhizobium sp. WSM3983,Bradyrhizobium sp. WSM3983,Nitrogen fixation
Go0010127,157910,BACTERIAL,Paraburkholderia tuberum WSM4176,Paraburkholderia tuberum,Nitrogen fixation
Go0010128,667585,BACTERIAL,Paraburkholderia sp. JPY251,Paraburkholderia sp. JPY251,Nitrogen fixation
Go0010129,863227,BACTERIAL,Paraburkholderia symbiotica JPY347,Paraburkholderia symbiotica,Nitrogen fixation
Go0010131,948106,BACTERIAL,Paraburkholderia dilworthii WSM3556,Paraburkholderia dilworthii,Nitrogen fixation
Go0010132,668820,BACTERIAL,Burkholderia sp. JPY366,Burkholderia sp. JPY366,Nitrogen fixation
Go0010149,996285,BACTERIAL,"Pseudomonas stutzeri CMT.A.9, DSM 4166",Pseudomonas stutzeri,Nitrogen fixation
Go0010174,349742,BACTERIAL,Sedimenticola sp. CUZ,Sedimenticola sp. CUZ,Acetate oxidizer
Go0010174,349742,BACTERIAL,Sedimenticola sp. CUZ,Sedimenticola sp. CUZ,Chlorate-reducer
Go0010226,935563,BACTERIAL,Sinorhizobium meliloti WSM4191,Sinorhizobium meliloti,Nitrogen fixation
Go0010227,1041159,BACTERIAL,Ensifer sp.  WSM1721,Ensifer sp.  WSM1721,Nitrogen fixation
Go0010228,1041148,BACTERIAL,Sinorhizobium medicae DI28,Sinorhizobium medicae,Nitrogen fixation
Go0010229,1041154,BACTERIAL,Sinorhizobium meliloti Mlalz-1,Sinorhizobium meliloti,Nitrogen fixation
Go0010230,1041155,BACTERIAL,Sinorhizobium meliloti MVII-I,Sinorhizobium meliloti,Nitrogen fixation
Go0010231,1041156,BACTERIAL,Sinorhizobium meliloti RRI128,Sinorhizobium meliloti,Nitrogen fixation
Go0010232,1041157,BACTERIAL,Sinorhizobium meliloti WSM1022,Sinorhizobium meliloti,Nitrogen fixation
Go0010236,936350,BACTERIAL,Rhizobium leguminosarum bv. phaseoli 4292,Rhizobium leguminosarum,Nitrogen fixation
Go0010237,936136,BACTERIAL,Rhizobium leguminosarum bv. viciae 248,Rhizobium leguminosarum,Nitrogen fixation
Go0010238,1041139,BACTERIAL,Rhizobium giardinii bv. giardinii H152,Rhizobium giardinii,Nitrogen fixation
Go0010239,1041138,BACTERIAL,Rhizobium gallicum bv. gallicum R602sp,Rhizobium gallicum,Nitrogen fixation
Go0010240,1041146,BACTERIAL,Rhizobium sullae WSM1592,Rhizobium sullae,Nitrogen fixation
Go0010241,1079460,BACTERIAL,Rhizobium mongolense USDA 1844,Rhizobium mongolense,Nitrogen fixation
Go0010242,1041147,BACTERIAL,Rhizobium leucaenae USDA 9039,Rhizobium leucaenae,Nitrogen fixation
Go0010243,935557,BACTERIAL,Ensifer arboris B554,Ensifer arboris,Nitrogen fixation
Go0010250,983920,BACTERIAL,Novosphingobium nitrogenifigens Y88,Novosphingobium nitrogenifigens,Nitrogen fixation
Go0010263,935558,BACTERIAL,Sinorhizobium medicae WSM1115,Sinorhizobium medicae,Nitrogen fixation
Go0010264,1041149,BACTERIAL,Sinorhizobium medicae WSM1369,Sinorhizobium medicae,Nitrogen fixation
Go0010265,1041150,BACTERIAL,Sinorhizobium medicae WSM244,Sinorhizobium medicae,Nitrogen fixation
Go0010266,936134,BACTERIAL,Ensifer sp. USDA 6670,Ensifer sp. USDA 6670,Nitrogen fixation
Go0010267,1057002,BACTERIAL,Ensifer sp. BR816,Ensifer sp. BR816,Nitrogen fixation
Go0010268,1041151,BACTERIAL,Sinorhizobium meliloti 4H41,Sinorhizobium meliloti,Nitrogen fixation
Go0010269,1041153,BACTERIAL,Sinorhizobium meliloti GVPV12,Sinorhizobium meliloti,Nitrogen fixation
Go0010276,936455,BACTERIAL,Bradyrhizobium genosp. SA-4 CB756,Bradyrhizobium genosp. SA-4,Nitrogen fixation
Go0010306,348824,BACTERIAL,Rhizobium favelukesii LPU83,Rhizobium favelukesii LPU83,Nitrogen fixation
Go0010346,125602,BACTERIAL,Desulfococcus biacutus KMRActS,Desulfococcus biacutus,Sulfate reducer
Go0010409,452981,BACTERIAL,Roseobacter sp. LE17,Roseobacter sp. LE17,Carbon fixation
Go0010430,443254,BACTERIAL,Marinitoga piezophila KA3,Marinitoga piezophila,Sulfur reducer
Go0010446,908842,BACTERIAL,Magnetospirillum aberrantis SpK,Magnetospirillum aberrantis,Iron reducer
Go0010446,908842,BACTERIAL,Magnetospirillum aberrantis SpK,Magnetospirillum aberrantis,Magnetite production
Go0010482,1286635,BACTERIAL,"Desulfotignum phosphitoxidans FiPS-3, DSM 13687",Desulfotignum phosphitoxidans,Acetogen
Go0010482,1286635,BACTERIAL,"Desulfotignum phosphitoxidans FiPS-3, DSM 13687",Desulfotignum phosphitoxidans,Sulfate reducer
Go0010483,990284,BACTERIAL,Rhizobium mesoamericanum CCGE 501,Rhizobium mesoamericanum,Nitrogen fixation
Go0010487,997296,BACTERIAL,Bacillus methanolicus PB1,Bacillus methanolicus,Methanol degrading
Go0010516,993047,BACTERIAL,Rhizobium etli CNPAF512,Rhizobium etli,Nitrogen fixation
Go0010596,990285,BACTERIAL,Rhizobium grahamii CCGE 502,Rhizobium grahamii,Nitrogen fixation
Go0010597,1132836,BACTERIAL,Rhizobium sp. CCGE 510,Rhizobium sp. CCGE 510,Nitrogen fixation
Go0010603,720554,BACTERIAL,"Hungateiclostridium clariflavum EBR 45, DSM 19732",Hungateiclostridium clariflavum,Cellulose degrader
Go0010620,990287,BACTERIAL,Rhizobium endophyticum CCGE 2052,Rhizobium endophyticum,Nitrogen fixation
Go0010621,990288,BACTERIAL,Acidithiobacillus caldus SM-1,Acidithiobacillus caldus,Sulfur oxidizer
Go0010622,990998,BACTERIAL,"Vibrio ordalii Schiewe DF3K, ATCC 33509",Vibrio ordalii,Hydrogen sulfide gas release
Go0010622,990998,BACTERIAL,"Vibrio ordalii Schiewe DF3K, ATCC 33509",Vibrio ordalii,Sulfate reducer
Go0010864,1042209,BACTERIAL,Pseudomonas fluorescens HK44 pUTK21 plasmid,Pseudomonas fluorescens,Degrades aromatic hydrocarbons
Go0010940,1001585,BACTERIAL,Pseudomonas mendocina NK-01,Pseudomonas mendocina,PCP-degrading
Go0010986,342949,ARCHAEAL,Pyrococcus sp. NA2,Pyrococcus sp. NA2,Sulfur respiration
Go0011096,1001994,ARCHAEAL,Nitrosarchaeum koreensis MY1,Nitrosarchaeum koreensis,Ammonia-oxidizer
Go0011151,1042878,BACTERIAL,"Cupriavidus necator N-1, ATCC 43291",Cupriavidus necator,Degrades pollutants
Go0011168,929469,BACTERIAL,Clostridium sp. URNW,Clostridium sp. URNW,Acetate producer
Go0011168,929469,BACTERIAL,Clostridium sp. URNW,Clostridium sp. URNW,Cellobiose-degrading
Go0011168,929469,BACTERIAL,Clostridium sp. URNW,Clostridium sp. URNW,Hydrogen production
Go0011183,702113,BACTERIAL,Novosphingobium sp. PP1Y,Novosphingobium sp. PP1Y,Nitrogen fixation
Go0011188,529709,ARCHAEAL,Pyrococcus yayanosii CH1,Pyrococcus yayanosii,Sulfur respiration
Go0011230,1337936,BACTERIAL,Calothrix sp. 336/3,Calothrix sp. 336/3,Hydrogen production
Go0011249,1123360,BACTERIAL,Litoreibacter arenae DSM 19593,Litoreibacter arenae DSM 19593,Aminoacid degrading
Go0011300,1003237,BACTERIAL,Nitrospirillum amazonense Y2,Nitrospirillum amazonense,Nitrogen fixation
Go0011322,32042,BACTERIAL,"Pseudomonas stutzeri Baumann 218, ZoBell 632",Pseudomonas stutzeri,Denitrifying
Go0011365,1010818,BACTERIAL,Escherichia coli 92.0144 (F03),Escherichia coli,Lactose fermenting
Go0011367,1017022,BACTERIAL,Escherichia coli 93-111,Escherichia coli,Lactose fermenting
Go0011381,220687,BACTERIAL,Bacillus novalis IDA 3307,Bacillus novalis,Acetate oxidizer
Go0011382,1046593,BACTERIAL,Leuconostoc carnosum KCTC 3525,Leuconostoc carnosum,Metal reducer
Go0011479,1010815,BACTERIAL,Escherichia coli A9619-c2 (11c),Escherichia coli,Lactose fermenting
Go0011480,1004153,BACTERIAL,Escherichia coli AA86,Escherichia coli,Lactose fermenting
Go0011522,425942,BACTERIAL,Magnetospirillum bellicus VDY,Magnetospirillum bellicus,Chlorate-reducer
Go0011522,425942,BACTERIAL,Magnetospirillum bellicus VDY,Magnetospirillum bellicus,Fatty-acid-oxidizer
Go0011522,425942,BACTERIAL,Magnetospirillum bellicus VDY,Magnetospirillum bellicus,Hydrogenotrophic
Go0011523,73030,BACTERIAL,Dechloromonas agitata CKB,Dechloromonas agitata,Chlorate-reducer
Go0011553,96563,BACTERIAL,Pseudomonas stutzeri CGMCC 1.1803,Pseudomonas stutzeri,Denitrifying
Go0011572,1017021,BACTERIAL,Escherichia coli C54-58 (1b),Escherichia coli,Ethanol production
Go0011572,1017021,BACTERIAL,Escherichia coli C54-58 (1b),Escherichia coli,Lactose fermenting
Go0011572,1017021,BACTERIAL,Escherichia coli C54-58 (1b),Escherichia coli,Respiratory arsenate reductase
Go0011573,1010817,BACTERIAL,Escherichia coli C691-71 (14b),Escherichia coli,Ethanol production
Go0011573,1010817,BACTERIAL,Escherichia coli C691-71 (14b),Escherichia coli,Lactose fermenting
Go0011573,1010817,BACTERIAL,Escherichia coli C691-71 (14b),Escherichia coli,Respiratory arsenate reductase
Go0011586,1037911,BACTERIAL,Pseudomonas fluorescens A506,Pseudomonas fluorescens,Nitrogen fixer- aerobic
Go0011587,1038922,BACTERIAL,Pseudomonas fluorescens Q2-87,Pseudomonas fluorescens,Nitrogen fixer- aerobic
Go0011588,1038923,BACTERIAL,Pseudomonas fluorescens Q8r1-96,Pseudomonas fluorescens,Nitrogen fixer- aerobic
Go0011589,1038924,BACTERIAL,Pseudomonas fluorescens SS101,Pseudomonas fluorescens,Nitrogen fixer- aerobic
Go0011691,1042877,ARCHAEAL,Thermococcus sp. 4557,Thermococcus sp. 4557,Sulfur reducer
Go0011707,886291,BACTERIAL,Alcanivorax sp. sk2-jrc,Alcanivorax sp. sk2-jrc,Alkane degrader
Go0011738,1010819,BACTERIAL,Escherichia coli H16,Escherichia coli,Ethanol production
Go0011738,1010819,BACTERIAL,Escherichia coli H16,Escherichia coli,Lactose fermenting
Go0011738,1010819,BACTERIAL,Escherichia coli H16,Escherichia coli,Respiratory arsenate reductase
Go0011745,1010808,BACTERIAL,Escherichia coli O10 Bi8337-41,Escherichia coli,Ethanol production
Go0011745,1010808,BACTERIAL,Escherichia coli O10 Bi8337-41,Escherichia coli,Lactose fermenting
Go0011745,1010808,BACTERIAL,Escherichia coli O10 Bi8337-41,Escherichia coli,Respiratory arsenate reductase
Go0011746,1010809,BACTERIAL,Escherichia coli O16 F11119-41,Escherichia coli,Ethanol production
Go0011746,1010809,BACTERIAL,Escherichia coli O16 F11119-41,Escherichia coli,Lactose fermenting
Go0011746,1010809,BACTERIAL,Escherichia coli O16 F11119-41,Escherichia coli,Respiratory arsenate reductase
Go0011747,1010810,BACTERIAL,Escherichia coli O17 K12a,Escherichia coli,Ethanol production
Go0011747,1010810,BACTERIAL,Escherichia coli O17 K12a,Escherichia coli,Lactose fermenting
Go0011747,1010810,BACTERIAL,Escherichia coli O17 K12a,Escherichia coli,Respiratory arsenate reductase
Go0011748,1010811,BACTERIAL,Escherichia coli O20 P7a,Escherichia coli,Ethanol production
Go0011748,1010811,BACTERIAL,Escherichia coli O20 P7a,Escherichia coli,Lactose fermenting
Go0011748,1010811,BACTERIAL,Escherichia coli O20 P7a,Escherichia coli,Respiratory arsenate reductase
Go0011749,1010812,BACTERIAL,Escherichia coli O33 E40,Escherichia coli,Ethanol production
Go0011749,1010812,BACTERIAL,Escherichia coli O33 E40,Escherichia coli,Lactose fermenting
Go0011749,1010812,BACTERIAL,Escherichia coli O33 E40,Escherichia coli,Respiratory arsenate reductase
Go0011750,1010813,BACTERIAL,Escherichia coli O34 H304,Escherichia coli,Ethanol production
Go0011750,1010813,BACTERIAL,Escherichia coli O34 H304,Escherichia coli,Lactose fermenting
Go0011750,1010813,BACTERIAL,Escherichia coli O34 H304,Escherichia coli,Respiratory arsenate reductase
Go0011779,1068615,BACTERIAL,Escherichia coli O104:H4 11-4522,Escherichia coli,Acetate producer
Go0011779,1068615,BACTERIAL,Escherichia coli O104:H4 11-4522,Escherichia coli,Ethanol production
Go0011781,1068617,BACTERIAL,Escherichia coli O104:H4 11-4632 C1,Escherichia coli,Acetate producer
Go0011781,1068617,BACTERIAL,Escherichia coli O104:H4 11-4632 C1,Escherichia coli,Ethanol production
Go0011782,1068618,BACTERIAL,Escherichia coli O104:H4 11-4632 C2,Escherichia coli,Acetate producer
Go0011782,1068618,BACTERIAL,Escherichia coli O104:H4 11-4632 C2,Escherichia coli,Ethanol production
Go0011783,1068619,BACTERIAL,Escherichia coli O104:H4 11-4632 C3,Escherichia coli,Acetate producer
Go0011783,1068619,BACTERIAL,Escherichia coli O104:H4 11-4632 C3,Escherichia coli,Ethanol production
Go0011784,1068620,BACTERIAL,Escherichia coli O104:H4 11-4632 C4,Escherichia coli,Acetate producer
Go0011784,1068620,BACTERIAL,Escherichia coli O104:H4 11-4632 C4,Escherichia coli,Ethanol production
Go0011785,1068621,BACTERIAL,Escherichia coli O104:H4 11-4632 C5,Escherichia coli,Acetate producer
Go0011785,1068621,BACTERIAL,Escherichia coli O104:H4 11-4632 C5,Escherichia coli,Ethanol production
Go0011790,1010804,BACTERIAL,Escherichia coli O5 U1-41,Escherichia coli,Ethanol production
Go0011790,1010804,BACTERIAL,Escherichia coli O5 U1-41,Escherichia coli,Lactose fermenting
Go0011790,1010804,BACTERIAL,Escherichia coli O5 U1-41,Escherichia coli,Respiratory arsenate reductase
Go0011791,1010805,BACTERIAL,Escherichia coli O6 Bi7458-41,Escherichia coli,Ethanol production
Go0011791,1010805,BACTERIAL,Escherichia coli O6 Bi7458-41,Escherichia coli,Lactose fermenting
Go0011791,1010805,BACTERIAL,Escherichia coli O6 Bi7458-41,Escherichia coli,Respiratory arsenate reductase
Go0011792,1010806,BACTERIAL,Escherichia coli O8 G3404-41,Escherichia coli,Ethanol production
Go0011792,1010806,BACTERIAL,Escherichia coli O8 G3404-41,Escherichia coli,Lactose fermenting
Go0011792,1010806,BACTERIAL,Escherichia coli O8 G3404-41,Escherichia coli,Respiratory arsenate reductase
Go0011793,1010807,BACTERIAL,Escherichia coli O9 Bi316-42,Escherichia coli,Ethanol production
Go0011793,1010807,BACTERIAL,Escherichia coli O9 Bi316-42,Escherichia coli,Lactose fermenting
Go0011793,1010807,BACTERIAL,Escherichia coli O9 Bi316-42,Escherichia coli,Respiratory arsenate reductase
Go0011867,1036672,BACTERIAL,Advenella kashmirensis WT001,Advenella kashmirensis,Sulfur oxidizer
Go0011896,1006003,BACTERIAL,Citrobacter freundii ATCC 8090,Citrobacter freundii,Agroclavine producer
Go0011896,1006003,BACTERIAL,Citrobacter freundii ATCC 8090,Citrobacter freundii,Aminoacid degrading
Go0011896,1006003,BACTERIAL,Citrobacter freundii ATCC 8090,Citrobacter freundii,Bacteriocins producer
Go0011898,1005048,BACTERIAL,Collimonas fungivorans Ter331,Collimonas fungivorans,Chitin degradation
Go0011915,1010820,BACTERIAL,Escherichia coli SEQ895,Escherichia coli,Ethanol production
Go0011915,1010820,BACTERIAL,Escherichia coli SEQ895,Escherichia coli,Lactose fermenting
Go0011915,1010820,BACTERIAL,Escherichia coli SEQ895,Escherichia coli,Respiratory arsenate reductase
Go0011937,1027364,BACTERIAL,Edwardsiella tarda DT,Edwardsiella tarda,Lactose fermenting
Go0011940,1027372,BACTERIAL,Enterococcus faecalis OG1X,Enterococcus faecalis,Lactose fermenting
Go0011999,1010816,BACTERIAL,Escherichia coli 3350-73 (13a),Escherichia coli,Lactose fermenting
Go0012005,1052004,BACTERIAL,Granulibacter bethesdensis CGDNIH3,Granulibacter bethesdensis,Acetate oxidizer
Go0012035,1010821,BACTERIAL,Escherichia coli 5.3169,Escherichia coli,Lactose fermenting
Go0012039,1010825,BACTERIAL,Escherichia coli 6.168,Escherichia coli,Lactose fermenting
Go0012049,981211,BACTERIAL,Helicobacter pylori 8A3,Helicobacter pylori,Hydrogen metabolizer
Go0012050,981210,BACTERIAL,Helicobacter pylori BCS100H1,Helicobacter pylori,Hydrogen metabolizer
Go0012051,981220,BACTERIAL,Helicobacter pylori NQ1671,Helicobacter pylori,Hydrocarbons metabolizer
Go0012052,981215,BACTERIAL,Helicobacter pylori NQ1701,Helicobacter pylori,Hydrogen oxidizer
Go0012053,981217,BACTERIAL,Helicobacter pylori NQ1707,Helicobacter pylori,Hydrogen oxidizer
Go0012054,981213,BACTERIAL,Helicobacter pylori NQ1712,Helicobacter pylori,Hydrogen oxidizer
Go0012055,981212,BACTERIAL,Helicobacter pylori NQ315,Helicobacter pylori,Hydrogen oxidizer
