PROJECT_ID	ORGANISM_ID	PROJECT_STATUS	ANALYSIS_PROJECT_ID	EST_SIZE
129890	121994	Permanent Draft	109186	2803642
129892	121996	Permanent Draft	109435	2851369
129894	121998	Permanent Draft	109412	2787456
129895	121999	Permanent Draft	109188	2819344
129896	122000	Permanent Draft	109431	2762526
129185	121289	Permanent Draft	109715	2843715
129186	121290	Permanent Draft	109722	2681616
128759	120863	Permanent Draft	110316	1978533
128761	120865	Permanent Draft	110111	1983867
128762	120866	Permanent Draft	110311	1984969
128763	120867	Permanent Draft	110306	1947549
128764	120868	Permanent Draft	110314	1987434
128766	120870	Permanent Draft	110307	1985621
128767	120871	Permanent Draft	110121	1990258
128768	120872	Permanent Draft	110282	1989048
128777	120881	Permanent Draft	109376	1947814
128782	120886	Permanent Draft	109384	1991221
130108	122212	Permanent Draft	109286	4364164
130109	122213	Permanent Draft	106343	4336005
130110	122214	Permanent Draft	106315	4341926
130112	122216	Permanent Draft	106344	4341305
130113	122217	Permanent Draft	106286	4365185
130140	122244	Permanent Draft	106329	4351669
130141	122245	Permanent Draft	106341	4345205
130144	122248	Permanent Draft	106323	4353040
130145	122249	Permanent Draft	106282	4349383
130146	122250	Permanent Draft	106372	4342199
130148	122252	Permanent Draft	106339	4369096
128842	120946	Permanent Draft	109365	2144136
128849	120953	Permanent Draft	109356	2145594
128850	120954	Permanent Draft	109375	2145175
128852	120956	Permanent Draft	109360	2140047
128853	120957	Permanent Draft	109373	2146252
128854	120958	Permanent Draft	109357	2142594
128856	120960	Permanent Draft	109276	2130624
128857	120961	Permanent Draft	110193	2130637
128868	120972	Permanent Draft	109254	2099274
128869	120973	Permanent Draft	109253	2038937
128500	120604	Permanent Draft	110603	4752144
128502	120606	Permanent Draft	110666	5451275
128503	120607	Permanent Draft	110667	4039460
129899	122003	Permanent Draft	109183	2837652
129900	122004	Permanent Draft	109416	2803858
129901	122005	Permanent Draft	109434	2770304
129902	122006	Permanent Draft	109413	2774236
129903	122007	Permanent Draft	110353	2766747
130397	122459	Permanent Draft	109895	4796515
130398	122460	Permanent Draft	109896	4794818
130399	122461	Permanent Draft	109897	4778901
130401	122463	Permanent Draft	109887	4766064
130402	122464	Permanent Draft	109891	4664359
130403	122465	Permanent Draft	109881	4697679
128783	120887	Permanent Draft	110284	1992143
128785	120889	Permanent Draft	110291	1990143
129988	122092	Permanent Draft	110420	5157522
130004	122108	Permanent Draft	106436	4969873
130008	122112	Permanent Draft	109477	5340494
130009	122113	Permanent Draft	109439	5159062
130011	122115	Permanent Draft	109483	4832238
130012	122116	Permanent Draft	109484	5011728
130013	122117	Permanent Draft	109485	5157954
130014	122118	Permanent Draft	109487	4829978
130020	122124	Permanent Draft	109490	5157680
130021	122125	Permanent Draft	109491	5167701
130022	122126	Permanent Draft	109492	4827260
130151	122255	Permanent Draft	106319	4343609
130152	122256	Permanent Draft	106303	4369523
130154	122258	Permanent Draft	106345	4354165
130155	122259	Permanent Draft	106297	4339726
130156	122260	Permanent Draft	106305	4410031
130157	122261	Permanent Draft	106317	4345113
130159	122263	Permanent Draft	106331	4346344
130160	122264	Permanent Draft	106335	4352953
130161	122265	Permanent Draft	106285	4364708
130162	122266	Permanent Draft	106267	4342338
130165	122269	Permanent Draft	106271	4334259
128505	120609	Permanent Draft	110683	5195681
128506	120610	Permanent Draft	110674	7027119
128507	120611	Permanent Draft	110672	6243462
128509	120613	Permanent Draft	110673	6367386
128511	120615	Permanent Draft	110682	6373977
128512	120616	Permanent Draft	106544	6868925
128513	120617	Permanent Draft	110669	6846049
128514	120618	Permanent Draft	110663	6360149
128519	120623	Permanent Draft	110665	6642943
128520	120624	Permanent Draft	110671	6936131
129682	121786	Permanent Draft	109563	4852548
130406	122468	Permanent Draft	109894	4939896
130407	122469	Permanent Draft	109903	4850964
130408	122470	Permanent Draft	109863	5369862
130409	122471	Permanent Draft	109773	4045304
130411	122473	Permanent Draft	109777	4066836
130412	122474	Permanent Draft	109778	3959597
129031	121135	Permanent Draft	110074	4292616
129035	121139	Permanent Draft	109146	2015853
129040	121144	Permanent Draft	109129	1995674
129041	121145	Permanent Draft	109138	2026164
129043	121147	Permanent Draft	109139	2082984
129044	121148	Permanent Draft	109988	2023761
130023	122127	Permanent Draft	109493	5153482
130025	122129	Permanent Draft	109495	5261561
130026	122130	Permanent Draft	109496	5156253
130516	122573	Permanent Draft	109940	5013990
130518	122575	Permanent Draft	109941	4771262
130519	122576	Permanent Draft	109942	4557577
130520	122577	Permanent Draft	109943	4867327
130522	122579	Permanent Draft	109945	4553216
130523	122580	Permanent Draft	109946	4753695
130524	122581	Permanent Draft	109947	4718790
130525	122582	Permanent Draft	109849	5252089
130526	122583	Permanent Draft	109852	5236144
130528	122585	Permanent Draft	109854	5179478
130167	122271	Permanent Draft	106304	4390700
130168	122272	Permanent Draft	106375	4343437
130170	122274	Permanent Draft	106364	4351617
130171	122275	Permanent Draft	109288	4334090
130175	122279	Permanent Draft	106332	4357774
130211	122280	Permanent Draft	106001	5015916
130212	122281	Permanent Draft	106017	5107330
130213	122282	Permanent Draft	105985	4910934
130214	122283	Permanent Draft	106026	5127313
130217	122286	Permanent Draft	106019	5040644
130221	122290	Permanent Draft	109026	5029343
130236	122305	Permanent Draft	106031	4958680
129683	121787	Permanent Draft	109660	4859122
129684	121788	Permanent Draft	109622	4925327
129686	121790	Permanent Draft	109595	4942057
129687	121791	Permanent Draft	109639	4906486
129688	121792	Permanent Draft	109588	4940575
129689	121793	Permanent Draft	109548	4920625
129692	121796	Permanent Draft	109586	4923842
129693	121797	Permanent Draft	109596	4929850
129695	121799	Permanent Draft	109592	5024569
130299	122368	Permanent Draft	109062	5110092
129045	121149	Permanent Draft	109140	1979386
129051	121155	Permanent Draft	109134	2016552
129053	121157	Permanent Draft	109148	1963622
129054	121158	Permanent Draft	109120	2034249
129055	121159	Permanent Draft	109121	2035219
129057	121161	Permanent Draft	109124	1940834
129059	121163	Permanent Draft	109152	1966495
128640	120744	Permanent Draft	110220	2083259
128641	120745	Permanent Draft	110493	2155494
128642	120746	Permanent Draft	110056	2074871
128648	120752	Permanent Draft	110058	2137664
128649	120753	Permanent Draft	110232	1939382
128651	120755	Permanent Draft	110227	2168021
130529	122586	Permanent Draft	109855	5235857
130531	122588	Permanent Draft	109857	5233513
130532	122589	Permanent Draft	109858	5236307
130535	122592	Permanent Draft	106691	5231290
129188	121292	Permanent Draft	109716	2730775
129189	121293	Permanent Draft	109728	2772171
129190	121294	Permanent Draft	109713	2780570
129191	121295	Permanent Draft	109711	2770291
129193	121297	Permanent Draft	109714	2762749
129194	121298	Permanent Draft	109709	2768854
129195	121299	Permanent Draft	109712	2772491
129196	121300	Permanent Draft	109706	2801838
129199	121303	Permanent Draft	109704	2790952
130106	122210	Permanent Draft	106309	4365262
130276	122345	Permanent Draft	106027	5037965
130277	122346	Permanent Draft	106029	5059090
130278	122347	Permanent Draft	106028	5066871
130280	122349	Permanent Draft	105993	5145086
130281	122350	Permanent Draft	106012	4969504
130282	122351	Permanent Draft	106011	4992889
130284	122353	Permanent Draft	105992	5056756
130287	122356	Permanent Draft	106003	5147258
130289	122358	Permanent Draft	109048	5041404
130304	122373	Permanent Draft	106023	5023747
130305	122374	Permanent Draft	106022	5076223
130300	122369	Permanent Draft	109061	5106973
130302	122371	Permanent Draft	109059	5142580
130303	122372	Permanent Draft	106024	5133463
130319	122388	Permanent Draft	109018	4961279
130320	122389	Permanent Draft	109015	5107223
130321	122390	Permanent Draft	109014	5028816
130338	122407	Permanent Draft	108997	5000563
130339	122408	Permanent Draft	105977	5128591
130342	122411	Permanent Draft	108994	4950701
130343	122412	Permanent Draft	108993	4992951
130346	122415	Permanent Draft	108990	4995013
130347	122416	Permanent Draft	108989	4926884
128871	120975	Permanent Draft	109278	2072688
128652	120756	Permanent Draft	110088	2025346
128653	120757	Permanent Draft	110215	2028529
128655	120759	Permanent Draft	110243	2086035
128657	120761	Permanent Draft	106318	2189025
128658	120762	Permanent Draft	110214	2154965
128659	120763	Permanent Draft	110228	1991255
128661	120765	Permanent Draft	106376	2030416
128675	120779	Permanent Draft	109577	2006260
129905	122009	Permanent Draft	109417	2785334
129906	122010	Permanent Draft	109427	2713830
129908	122012	Permanent Draft	109424	2263490
129911	122015	Permanent Draft	109543	5775378
129202	121306	Permanent Draft	109703	2787709
129203	121307	Permanent Draft	109702	2793522
129205	121309	Permanent Draft	109699	2766772
128786	120890	Permanent Draft	110293	1985451
128787	120891	Permanent Draft	110294	1991991
128788	120892	Permanent Draft	110290	1990405
128790	120894	Permanent Draft	110297	1980267
128791	120895	Permanent Draft	110059	1989432
128792	120896	Permanent Draft	109388	1992395
128794	120898	Permanent Draft	110292	1983906
128795	120899	Permanent Draft	110107	1989395
128797	120901	Permanent Draft	109387	1988458
130307	122376	Permanent Draft	106020	4868072
130309	122378	Permanent Draft	106015	4986660
130310	122379	Permanent Draft	106014	4916973
130311	122380	Permanent Draft	106013	5024379
130312	122381	Permanent Draft	106010	5080661
130315	122384	Permanent Draft	106007	4918217
130316	122385	Permanent Draft	106005	5098653
130318	122387	Permanent Draft	106000	5033977
130322	122391	Permanent Draft	105996	5007281
130323	122392	Permanent Draft	105995	5065799
130326	122395	Permanent Draft	105990	4986695
130327	122396	Permanent Draft	105989	5067888
130328	122397	Permanent Draft	105988	4990479
128872	120976	Permanent Draft	109258	2101338
128873	120977	Permanent Draft	109222	2078295
128874	120978	Permanent Draft	109259	2135902
128876	120980	Permanent Draft	109255	2080941
128877	120981	Permanent Draft	109256	2090638
128878	120982	Permanent Draft	109260	2037842
128879	120983	Permanent Draft	109262	2060240
128881	120985	Permanent Draft	109162	2075722
128882	120986	Permanent Draft	109261	2052348
128884	120988	Permanent Draft	109267	2138505
128886	120990	Permanent Draft	109269	2125482
128888	120992	Permanent Draft	109265	2046786
129912	122016	Permanent Draft	109476	5142278
129914	122018	Permanent Draft	109524	5156456
129915	122019	Permanent Draft	109529	5158507
129916	122020	Permanent Draft	109515	4833709
129917	122021	Permanent Draft	109440	4835744
129919	122023	Permanent Draft	109459	4834697
129921	122025	Permanent Draft	109486	5186796
129922	122026	Permanent Draft	109471	4965688
130414	122476	Permanent Draft	109781	3982935
130416	122478	Permanent Draft	109782	3979315
130418	122480	Permanent Draft	109784	3998889
130419	122481	Permanent Draft	109785	4116665
128799	120903	Permanent Draft	110301	1989156
128801	120905	Permanent Draft	109391	1986076
128802	120906	Permanent Draft	110300	1985206
128803	120907	Permanent Draft	110298	1989441
128806	120910	Permanent Draft	109367	2090974
130027	122131	Permanent Draft	109498	5153822
130028	122132	Permanent Draft	109497	4976152
130029	122133	Permanent Draft	109501	5163548
130030	122134	Permanent Draft	109500	5160281
130031	122135	Permanent Draft	109502	4829950
130034	122138	Permanent Draft	109505	5147739
130035	122139	Permanent Draft	109506	5154936
130036	122140	Permanent Draft	109507	5157405
257336	152889	Permanent Draft	230253	6292840
257335	152890	Permanent Draft	230462	6383840
130329	122398	Permanent Draft	105986	4913824
130331	122400	Permanent Draft	105983	5060134
130332	122401	Permanent Draft	105982	5129332
130333	122402	Permanent Draft	105981	4924956
130334	122403	Permanent Draft	105980	5036677
130335	122404	Permanent Draft	105979	5040371
130349	122418	Permanent Draft	108987	4993737
130365	122434	Permanent Draft	108971	4883021
130376	122440	Permanent Draft	106695	4561091
130378	122442	Permanent Draft	106706	5318060
130382	122444	Permanent Draft	109074	4367889
130390	122452	Permanent Draft	109902	5020648
130415	122477	Permanent Draft	106562	4069379
128521	120625	Permanent Draft	106537	6869871
128527	120631	Permanent Draft	110680	6424722
128528	120632	Permanent Draft	110679	6864598
128531	120635	Permanent Draft	110668	6717855
128532	120636	Permanent Draft	110664	6165526
128533	120637	Permanent Draft	110089	4439528
128536	120640	Permanent Draft	110129	4517895
128537	120641	Permanent Draft	110597	4416619
128540	120644	Permanent Draft	110598	4432104
128541	120645	Permanent Draft	110213	4515009
128542	120646	Permanent Draft	110225	4507819
128543	120647	Permanent Draft	106519	4412588
130421	122483	Permanent Draft	109787	4060306
130422	122484	Permanent Draft	109788	4079465
130424	122486	Permanent Draft	109792	4079868
130425	122487	Permanent Draft	109793	3975805
130426	122488	Permanent Draft	109794	4068400
130436	122498	Permanent Draft	109759	4073297
130437	122499	Permanent Draft	109760	4070089
130438	122500	Permanent Draft	109762	4063523
129060	121164	Permanent Draft	109143	1942120
129061	121165	Permanent Draft	109135	2015764
129063	121167	Permanent Draft	109126	2113715
129064	121168	Permanent Draft	109136	1997138
130037	122141	Permanent Draft	109743	5251970
130050	122154	Permanent Draft	109520	5156170
130052	122156	Permanent Draft	109523	5155666
130055	122159	Permanent Draft	106446	5103309
130056	122160	Permanent Draft	109527	5155998
130057	122161	Permanent Draft	109526	5152524
130540	122597	Permanent Draft	109850	5311923
130552	122609	Permanent Draft	109847	4593792
130553	122610	Permanent Draft	109848	4638006
130554	122611	Permanent Draft	109840	4619127
130555	122612	Permanent Draft	106680	4641298
130557	122614	Permanent Draft	109842	9056961
130559	122616	Permanent Draft	109844	4684186
130423	122485	Permanent Draft	109791	4180081
130429	122491	Permanent Draft	106564	4083531
130275	122344	Permanent Draft	105998	5225840
130432	122494	Permanent Draft	106548	4089677
130433	122495	Permanent Draft	106549	4053120
130434	122496	Permanent Draft	106550	4074011
130441	122503	Permanent Draft	106551	4150621
130442	122504	Permanent Draft	109766	4155749
130444	122506	Permanent Draft	106554	3993878
130445	122507	Permanent Draft	106555	4087907
130446	122508	Permanent Draft	106556	3979112
130447	122509	Permanent Draft	106557	4120225
128544	120648	Permanent Draft	106466	4469484
129698	121802	Permanent Draft	109633	5016820
129700	121804	Permanent Draft	109661	4944478
129701	121805	Permanent Draft	109549	4938554
129703	121807	Permanent Draft	109626	4949113
129708	121812	Permanent Draft	110946	5045682
129709	121813	Permanent Draft	110945	4961936
129710	121814	Permanent Draft	110944	4920517
129711	121815	Permanent Draft	109754	4958846
129784	121888	Permanent Draft	109755	5032742
129065	121169	Permanent Draft	109151	2025138
129067	121171	Permanent Draft	109137	2037206
129068	121172	Permanent Draft	109149	1979843
129069	121173	Permanent Draft	109131	2014266
129070	121174	Permanent Draft	109130	2003729
129072	121176	Permanent Draft	109117	2015799
129074	121178	Permanent Draft	109119	1963580
129075	121179	Permanent Draft	109118	1963753
129077	121181	Permanent Draft	109123	2081594
128681	120785	Permanent Draft	110102	2023622
128684	120788	Permanent Draft	110090	2082331
128686	120790	Permanent Draft	110248	2113715
130560	122617	Permanent Draft	109845	4619627
130561	122618	Permanent Draft	109846	4636287
130563	122620	Permanent Draft	109839	4631515
130564	122621	Permanent Draft	106677	4624237
130565	122622	Permanent Draft	106678	4729721
130570	122627	Permanent Draft	106674	4620817
130571	122628	Permanent Draft	109838	4653646
129207	121311	Permanent Draft	109697	2815202
129208	121312	Permanent Draft	109685	2807046
129209	121313	Permanent Draft	109671	2716683
129211	121315	Permanent Draft	109670	2783336
129212	121316	Permanent Draft	109669	2792523
129213	121317	Permanent Draft	109692	2799818
130448	122510	Permanent Draft	106558	4088731
130451	122513	Permanent Draft	109769	4122681
130461	122523	Permanent Draft	109961	2901184
130308	122377	Permanent Draft	106016	5095132
130474	122536	Permanent Draft	109957	5682874
130477	122539	Permanent Draft	106964	5979858
130487	122546	Permanent Draft	106234	4054177
130488	122547	Permanent Draft	106235	4051806
130489	122548	Permanent Draft	106237	4049145
130490	122549	Permanent Draft	109076	3813284
130492	122551	Permanent Draft	106245	4051357
125464	119539	Permanent Draft	102194	4397626
125465	119540	Permanent Draft	102157	6603920
125466	119541	Permanent Draft	102081	6579467
125467	119542	Permanent Draft	102099	7722067
124536	118976	Permanent Draft	100860	2991496
124537	118977	Complete and Published	100897	4428727
124540	118980	Permanent Draft	100712	1978346
124542	118982	Permanent Draft	104745	2883994
124543	118983	Permanent Draft	100579	7092330
124544	118984	Permanent Draft	100794	3103789
203675	118990	Complete and Published	175277	2021861
124550	118990	Permanent Draft	100718	1869073
130754	122793	Permanent Draft	109913	1901019
130755	122794	Permanent Draft	109923	1702201
130757	122796	Permanent Draft	109912	1888005
130758	122797	Permanent Draft	109911	1796899
130759	122798	Permanent Draft	109823	1815720
130761	122800	Permanent Draft	109910	1705122
129386	121490	Permanent Draft	109175	7002594
129387	121491	Permanent Draft	109232	7211131
129388	121492	Permanent Draft	109399	7005277
129389	121493	Permanent Draft	109172	7119839
129391	121495	Permanent Draft	109173	6994687
129392	121496	Permanent Draft	109400	7127521
129393	121497	Permanent Draft	109227	7082743
127202	120045	Permanent Draft	104664	5786922
127203	120046	Permanent Draft	104665	5868669
125320	119395	Permanent Draft	102428	2940342
125321	119396	Permanent Draft	102433	2946678
125322	119397	Permanent Draft	102376	3609602
125325	119400	Permanent Draft	102261	3430132
125326	119401	Permanent Draft	102342	4747796
125327	119402	Permanent Draft	102362	3866076
125328	119403	Permanent Draft	102392	2942136
125329	119404	Permanent Draft	102394	2887628
125333	119408	Permanent Draft	102254	3715735
125394	119469	Permanent Draft	102304	4300070
125395	119470	Permanent Draft	102276	4000316
203385	118991	Complete and Published	175106	2004337
124551	118991	Permanent Draft	100726	1943477
124555	118995	Permanent Draft	100853	3231771
124563	119003	Permanent Draft	100811	4441322
129480	121584	Permanent Draft	109664	4967283
129481	121585	Permanent Draft	109598	4968701
129485	121589	Permanent Draft	109605	4962306
129486	121590	Permanent Draft	109552	4957067
129487	121591	Permanent Draft	109637	4959561
129490	121594	Permanent Draft	109550	4957836
129394	121498	Permanent Draft	109404	6975469
129395	121499	Permanent Draft	109233	7133696
129419	121523	Permanent Draft	109421	7093650
129451	121555	Permanent Draft	109420	7085793
129452	121556	Permanent Draft	109197	7082138
129453	121557	Permanent Draft	109241	7078124
129454	121558	Permanent Draft	109196	7082104
129603	121707	Permanent Draft	109566	4952286
129604	121708	Permanent Draft	109650	4930994
129605	121709	Permanent Draft	109617	4959835
129619	121723	Permanent Draft	109571	4938737
125334	119409	Permanent Draft	102303	7576528
125335	119410	Permanent Draft	102387	4753721
125337	119412	Permanent Draft	102268	5680060
124269	118709	Permanent Draft	100737	6199639
124270	118710	Permanent Draft	100717	6280702
124271	118711	Permanent Draft	100753	5901895
124272	118712	Permanent Draft	100747	6249064
205806	118718	Complete and Published	175627	1726250
124279	118719	Permanent Draft	100547	7465959
132113	118720	Permanent Draft	112066	2254063
125396	119471	Permanent Draft	102315	4414563
125397	119472	Permanent Draft	102279	4454691
125399	119474	Permanent Draft	102281	4403081
125400	119475	Permanent Draft	102282	3946283
125401	119476	Permanent Draft	102283	3230251
125402	119477	Permanent Draft	102453	3898185
125403	119478	Permanent Draft	102284	3943835
125407	119482	Permanent Draft	102424	3784018
125408	119483	Permanent Draft	102425	3462693
125409	119484	Permanent Draft	102287	3783593
125410	119485	Permanent Draft	102255	4001394
124389	118829	Permanent Draft	100589	4824327
129492	121596	Permanent Draft	109562	4964171
129493	121597	Permanent Draft	109584	4953151
129494	121598	Permanent Draft	109654	4955734
129495	121599	Permanent Draft	109665	4957829
130080	122184	Permanent Draft	109291	4339195
130081	122185	Permanent Draft	109331	4359009
130082	122186	Permanent Draft	109318	4350678
130083	122187	Permanent Draft	109319	4377449
130086	122190	Permanent Draft	109330	4366305
130087	122191	Permanent Draft	109301	4388515
130089	122193	Permanent Draft	109304	4341626
130090	122194	Permanent Draft	109229	4352889
129620	121724	Permanent Draft	109618	4932505
129621	121725	Permanent Draft	109581	4946205
129623	121727	Permanent Draft	109551	4845922
129624	121728	Permanent Draft	109589	4929782
129625	121729	Permanent Draft	109560	5032406
129626	121730	Permanent Draft	109585	4939175
130246	122315	Permanent Draft	109042	5009648
130247	122316	Permanent Draft	109041	5078814
130248	122317	Permanent Draft	109040	5008680
130249	122318	Permanent Draft	109039	4986689
130250	122319	Permanent Draft	109038	5029855
130253	122322	Permanent Draft	109036	5047159
132125	118723	Permanent Draft	112073	2263778
124285	118725	Permanent Draft	100820	2043356
124286	118726	Complete and Published	100950	2317164
124286	118726	Complete and Published	111301	2379037
124291	118731	Permanent Draft	166682	2371600
124390	118830	Permanent Draft	100613	4965473
124391	118831	Permanent Draft	100614	5061957
124392	118832	Permanent Draft	100615	5124278
124396	118836	Permanent Draft	100591	5195340
124397	118837	Permanent Draft	100592	5246460
124400	118840	Permanent Draft	100616	4928167
124408	118848	Permanent Draft	100596	5086862
124409	118849	Permanent Draft	100641	4907585
124410	118850	Permanent Draft	100642	5062223
124413	118853	Permanent Draft	100643	5030084
124415	118855	Permanent Draft	100621	5085708
124417	118857	Permanent Draft	100600	5068878
124419	118859	Permanent Draft	100622	4458194
124422	118862	Permanent Draft	100645	4949555
130091	122195	Permanent Draft	109293	4377018
130093	122197	Permanent Draft	109199	4362406
130095	122199	Permanent Draft	106360	4347708
130096	122200	Permanent Draft	109302	4361303
130097	122201	Permanent Draft	106284	4361099
130626	122674	Permanent Draft	109104	4207604
130627	122675	Permanent Draft	109100	4095108
130646	122688	Permanent Draft	106258	3346500
130651	122693	Permanent Draft	106243	3811187
130652	122694	Permanent Draft	109096	3923653
130653	122695	Permanent Draft	109090	4051893
130656	122698	Permanent Draft	109084	3338910
130254	122323	Permanent Draft	109035	5061000
130255	122324	Permanent Draft	109034	5056595
130257	122326	Permanent Draft	109032	5041592
130258	122327	Permanent Draft	109031	5004628
130259	122328	Permanent Draft	109030	4937519
130260	122329	Permanent Draft	109029	5061785
130261	122330	Permanent Draft	109023	5113167
130264	122333	Permanent Draft	109020	5028428
130762	122801	Permanent Draft	109921	1724084
130763	122802	Permanent Draft	109909	1731743
130764	122803	Permanent Draft	109920	1753131
130765	122804	Permanent Draft	109919	1657492
130768	122807	Permanent Draft	109907	1720104
127204	120047	Permanent Draft	104666	4654543
127206	120049	Permanent Draft	104692	6346135
127207	120050	Permanent Draft	104694	5853067
127208	120051	Permanent Draft	104670	6133138
127209	120052	Permanent Draft	104702	4642093
127210	120053	Permanent Draft	104695	6091955
127212	120055	Permanent Draft	104704	3796005
124426	118866	Permanent Draft	100625	5103984
130658	122700	Permanent Draft	109083	3524984
130659	122701	Permanent Draft	109086	3217344
130660	122702	Permanent Draft	109079	3586457
130663	122705	Permanent Draft	109088	3856540
129226	121330	Permanent Draft	109680	2799619
129227	121331	Permanent Draft	109672	2800647
129228	121332	Permanent Draft	109693	2799107
129229	121333	Permanent Draft	109687	2804921
129231	121335	Permanent Draft	109700	2795100
129232	121336	Permanent Draft	109691	2770746
129233	121337	Permanent Draft	109741	2721191
129234	121338	Permanent Draft	109675	2760953
129236	121340	Permanent Draft	109676	2794247
129634	121738	Permanent Draft	109655	4932369
129635	121739	Permanent Draft	109646	4922231
129636	121740	Permanent Draft	109636	4938379
129637	121741	Permanent Draft	109620	4941024
129664	121768	Permanent Draft	109658	5065714
129679	121783	Permanent Draft	109641	4883903
129680	121784	Permanent Draft	109555	4978310
130266	122335	Permanent Draft	109005	5016030
130267	122336	Permanent Draft	109004	5085328
130268	122337	Permanent Draft	109003	4982316
130269	122338	Permanent Draft	109002	5008345
127213	120056	Permanent Draft	104682	5644909
127214	120057	Permanent Draft	104683	4992198
127215	120058	Permanent Draft	104697	6841916
127216	120059	Permanent Draft	104698	7087425
127218	120061	Permanent Draft	104724	5476267
127219	120062	Permanent Draft	104685	3141501
125339	119414	Permanent Draft	102253	3894571
125340	119415	Permanent Draft	102384	3893704
125341	119416	Permanent Draft	102360	3961764
125342	119417	Permanent Draft	102359	6376752
125346	119421	Permanent Draft	102289	5689447
125347	119422	Permanent Draft	102293	6283121
129496	121600	Permanent Draft	109557	4966103
129239	121343	Permanent Draft	109681	2704045
129240	121344	Permanent Draft	110555	2791842
129250	121354	Permanent Draft	110602	7034641
129296	121400	Permanent Draft	109411	7199281
129315	121419	Permanent Draft	109409	7128143
129497	121601	Permanent Draft	109624	4956350
129499	121603	Permanent Draft	109642	4964566
129501	121605	Permanent Draft	109575	4954787
129508	121612	Permanent Draft	110444	4960050
129524	121628	Permanent Draft	109568	4955767
129525	121629	Permanent Draft	109564	5016154
130770	122809	Permanent Draft	109905	1723725
130778	122817	Permanent Draft	109831	1839389
130782	122821	Permanent Draft	106610	1767359
130784	122823	Permanent Draft	109825	1774006
130785	122824	Permanent Draft	109826	1610386
130788	122827	Permanent Draft	106602	1662178
130789	122828	Permanent Draft	110782	1753824
130790	122829	Permanent Draft	110788	1722978
130791	122830	Permanent Draft	110787	1752950
129457	121561	Permanent Draft	109182	7073856
129459	121563	Permanent Draft	109429	7074895
129460	121564	Permanent Draft	109212	7074088
129461	121565	Permanent Draft	109414	7077620
125348	119423	Permanent Draft	102309	5538830
125349	119424	Permanent Draft	102327	7476079
125350	119425	Permanent Draft	102329	6530331
125353	119428	Permanent Draft	102399	4105523
125354	119429	Permanent Draft	102347	4108248
125355	119430	Permanent Draft	102350	4022070
124293	118733	Complete and Published	100906	2563723
124294	118734	Permanent Draft	100651	4494486
124297	118737	Permanent Draft	100772	1448163
124301	118741	Permanent Draft	100552	5375137
125412	119487	Permanent Draft	102297	4192908
125415	119490	Permanent Draft	102395	4566645
125416	119491	Permanent Draft	102365	5169088
125417	119492	Permanent Draft	102374	5217728
125418	119493	Permanent Draft	102270	4483623
125419	119494	Permanent Draft	102197	5811388
125422	119497	Permanent Draft	102212	6756331
129527	121631	Permanent Draft	109593	4961966
129528	121632	Permanent Draft	109631	4961249
129529	121633	Permanent Draft	109621	4911020
129530	121634	Permanent Draft	109604	4932072
130114	122218	Permanent Draft	109207	4360548
130115	122219	Permanent Draft	109167	4346476
130116	122220	Permanent Draft	109290	4339190
130117	122221	Permanent Draft	109284	4350755
130120	122224	Permanent Draft	109297	4358984
130121	122225	Permanent Draft	109300	4371335
130122	122226	Permanent Draft	109314	4344176
130123	122227	Permanent Draft	109303	4349180
129462	121566	Permanent Draft	109428	7074317
129463	121567	Permanent Draft	109248	7080733
129465	121569	Permanent Draft	109246	7078693
129466	121570	Permanent Draft	109184	7080213
129467	121571	Permanent Draft	109402	7154454
129468	121572	Permanent Draft	109176	7144781
129471	121575	Permanent Draft	109179	7038146
129472	121576	Permanent Draft	109166	7113816
129473	121577	Permanent Draft	109597	4957776
129629	121733	Permanent Draft	109613	4929106
129632	121736	Permanent Draft	109629	4906312
124302	118742	Permanent Draft	100553	5448804
124303	118743	Permanent Draft	100849	3181831
124310	118750	Permanent Draft	100568	3292414
124311	118751	Permanent Draft	100572	3107249
124312	118752	Permanent Draft	100565	2727522
124313	118753	Permanent Draft	100558	4967512
124316	118756	Permanent Draft	100567	3637768
124319	118759	Permanent Draft	100563	3509662
124320	118760	Permanent Draft	100564	3689534
125423	119498	Permanent Draft	102214	6820941
125424	119499	Permanent Draft	102233	5676132
125425	119500	Permanent Draft	102096	5140275
125427	119502	Permanent Draft	102199	5006805
125429	119504	Permanent Draft	102223	3919167
124428	118868	Permanent Draft	100626	5471612
124432	118872	Permanent Draft	100650	4753127
124433	118873	Permanent Draft	100604	5005735
124434	118874	Permanent Draft	100627	5394147
124435	118875	Permanent Draft	100628	5222439
124439	118879	Permanent Draft	101150	5173748
124440	118880	Permanent Draft	101151	5218741
124441	118881	Permanent Draft	100548	2684190
130124	122228	Permanent Draft	109324	4352038
130125	122229	Permanent Draft	109294	4354075
130126	122230	Permanent Draft	109220	4370902
130128	122232	Permanent Draft	109296	4374856
130129	122233	Permanent Draft	109327	4349234
130664	122706	Permanent Draft	109103	4036599
130665	122707	Permanent Draft	109106	3499323
130666	122708	Permanent Draft	109107	3234376
130671	122711	Permanent Draft	109807	5156488
130672	122712	Permanent Draft	109804	5121555
130673	122713	Permanent Draft	109805	5061179
130674	122714	Permanent Draft	109813	4997435
128711	120815	Permanent Draft	109322	2031220
128712	120816	Permanent Draft	109223	2035715
128713	120817	Permanent Draft	110244	2033086
