species_tax_id,species,host,data_source,pathogen
126385,Providencia alcalifaciens,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
130796,Crossiella equi,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
131081,Corynebacterium capitovis,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
131109,Actinomyces bowdenii,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
131110,Actinomyces radingae,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
131111,Actinomyces turicensis,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
131112,Arcanobacterium phocae,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
131318,Corynebacterium felinum,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
132132,Desulfomicrobium orale,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
132249,Nocardia veterana,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
132919,Rhodococcus jostii,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
132933,Actinomyces funkei,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
133448,Citrobacter youngae,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
133549,Mycobacterium shottsii,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
133926,Olsenella uli,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
134034,Corynebacterium freneyi,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
134533,Acinetobacter parvus,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
134601,Mycobacterium goodii,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
134605,Fusobacterium equinum,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
134821,Ureaplasma parvum,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
134962,Nocardia soli,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
134964,Nocardia africana,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
134984,Nocardia fluminea,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
135079,Selenomonas dianae,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
135080,Selenomonas flueggei,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
135082,Selenomonas infelix,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
135083,Selenomonas noxia,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
135487,Nocardia cyriacigeorgica,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
136093,Globicatella sulfidifaciens,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
136241,Mycoplasma haemocanis,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
136468,Vibrio lentus,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
136857,Corynebacterium testudinoris,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
137732,Granulicatella elegans,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
137733,Granulicatella balaenopterae,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
137838,Clostridium neonatale,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
138595,Olsenella profusa,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
138851,Treponema parvum,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
140100,Vibrio albensis,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
141349,Mycobacterium lentiflavum,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
141692,Nocardiopsis halophila,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
141693,Nocardiopsis kunsanensis,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
142058,Anaplasma ovis,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
142461,Vibrio ichthyoenteri,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
142649,Mycoplasma phocicerebrale,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
142651,Mycoplasma phocidae,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
143361,Filifactor alocis,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
143393,[Eubacterium] sulci,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
144185,Leifsonia aquatica,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
145285,Nocardia ignorata,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
146017,Mycobacterium boenickei,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
146018,Mycobacterium neworleansense,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
146020,Mycobacterium brisbanense,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
146827,Corynebacterium simulans,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
150033,Enterococcus ratti,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
150055,Streptococcus lutetiensis,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
150240,Gemella cuniculi,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
150336,Clostridium thiosulfatireducens,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
152297,Pseudoalteromonas issachenkonii,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
152480,Burkholderia ambifaria,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
152500,Burkholderia dolosa,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
152794,Corynebacterium efficiens,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
153376,Pseudonocardia zijingensis,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
153622,Vibrio agarivorans,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
153971,Mycobacterium palustre,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
154654,Mycobacterium montefiorense,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
155085,Staphylococcus lutrae,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
155192,Bartonella capreoli,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
155194,Bartonella bovis,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
156892,Actinomyces marimammalium,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
156976,Corynebacterium riegelii,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
156977,Microbacterium resistens,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
156978,Corynebacterium imitans,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
158484,Cedecea davisae,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
158822,Cedecea neteri,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
158823,Cedecea lapagei,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
158836,Enterobacter hormaechei,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
158850,Providencia rustigianii,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
158877,Yokenella regensburgei,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
161890,Corynebacterium mastitidis,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
161895,Corynebacterium phocae,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
161896,Corynebacterium camporealensis,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
161902,Corynebacterium sundsvallense,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
162496,Glutamicibacter creatinolyticus,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
163603,Actinomadura latina,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
165694,Bartonella schoenbuchensis,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
169292,Corynebacterium aurimucosum,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
169960,Arthrobacter gandavensis,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
170994,Brevibacterium paucivorans,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
171279,Mycoplasma anatis,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
171280,Mycoplasma buteonis,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
171632,Mycoplasma ovis,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
176090,Streptococcus sinensis,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
178338,Sedimentibacter hongkongensis,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
178339,Actinomyces hongkongensis,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
179995,Anaerobiospirillum thomasii,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
183417,Proteus hauseri,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
184870,Varibaculum cambriense,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
187101,Sneathia amnii,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
187327,Acidaminococcus intestini,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
190146,Actinotignum urinale,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
190147,Mycobacterium manitobense,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
194702,Cardiobacterium valvarum,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
195930,Cupriavidus respiraculi,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
197575,Haemophilus aegyptius,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
202789,Actinobaculum massiliense,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
203264,Corynebacterium suicordis,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
203482,Volucribacter psittacicida,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
204516,Bacteroides massiliensis,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
206506,Kerstersia gyiorum,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
208224,Enterobacter kobei,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
208962,Escherichia albertii,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
209247,Nocardia yamanashiensis,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
209249,Nocardia niigatensis,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
209252,Nocardia asiatica,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
214473,Staphylococcus nepalensis,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
218538,Dialister invisus,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
218821,Amycolatopsis pretoriensis,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
218823,Amycolatopsis kentuckyensis,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
220926,Mycoplasma coccoides,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
220927,Mycobacterium saskatchewanense,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
222805,Mycobacterium chimaera,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
223392,Rhodococcus gordoniae,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
225992,Comamonas kerstersii,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
228230,Mycobacterium canariasense,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
228599,Nocardia higoensis,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
228600,Nocardia araoensis,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
228601,Nocardia pneumoniae,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
228602,Nocardia arthritidis,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
228654,Psychrobacter pulmonis,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
228909,Mycobacterium hackensackense,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
230658,Paraeggerthella hongkongensis,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
232444,Brevibacterium sanguinis,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
234828,Corynebacterium caspium,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
242230,Eggerthella sinensis,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
242750,Prevotella bergensis,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
243701,Pasteurella caballi,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
244366,Klebsiella variicola,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
244830,Anaerospora hongkongensis,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
252130,Uruburuella suis,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
254785,Streptococcus halichoeri,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
254786,Streptococcus castoreus,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
255507,Arcobacter cibarius,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
256731,Volucribacter amazonae,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
257281,Nocardia concava,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
257758,Streptococcus pseudopneumoniae,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
258224,Corynebacterium resistens,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
258533,Mycobacterium cosmeticum,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
261477,Nocardia kruczakiae,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
263819,Yersinia aleksiciae,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
264635,Acholeplasma granularum,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
264636,Acholeplasma hippikon,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
265175,Kingella potus,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
265949,Mycobacterium pseudoshottsii,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
279262,Nocardia mexicana,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
286804,Segniliparus rugosus,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
290052,Acetivibrio ethanolgignens,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
290053,Bacteroides helcogenes,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
290231,Nocardia exalbida,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
291112,Photorhabdus asymbiotica,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
291645,Bacteroides nordii,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
300029,Nocardia elegans,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
302449,Corynebacterium tuscaniense,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
308354,Staphylococcus simiae,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
310300,Bacteroides pyogenes,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
312285,Trueperella bialowiezensis,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
312286,Trueperella bonasi,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
313439,Streptococcus massiliensis,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
315405,Streptococcus gallolyticus,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
319706,Mycobacterium phocaicum,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
319939,Pseudomonas otitidis,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
321325,Williamsia deligens,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
321846,Pseudomonas simiae,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
324767,Bacillus infantis,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
324768,Bacillus idriensis,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
328814,Alistipes shahii,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
339268,Mycobacterium colombiense,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
342002,Mycobacterium arupense,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
343510,Legionella impletisoli,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
346045,Amycolatopsis benzoatilytica,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
351628,Clostridium schirmacherense,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
354243,Mycobacterium kumamotonense,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
358742,[Clostridium] aldenense,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
361101,Streptococcus pseudoporcinus,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
367190,Yersinia similis,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
368603,Morganella psychrotolerans,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
371601,Bacteroides xylanisolvens,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
371674,Moryella indoligenes,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
376727,Legionella yabuuchiae,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
380674,Avibacterium endocarditidis,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
386911,Mycobacterium seoulense,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
386913,Mycobacterium senuense,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
392828,Actinomadura chibensis,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
393921,Porphyromonas crevioricanis,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
394935,Chromobacterium haemolyticum,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
404941,Mycobacterium salmoniphilum,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
411567,Peptoniphilus gorbachii,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
411570,Peptoniphilus olsenii,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
413497,Cronobacter dublinensis,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
413501,Cronobacter muytjensii,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
413502,Cronobacter turicensis,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
413503,Cronobacter malonaticus,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
419208,Veillonella denticariosi,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
425468,Mycobacterium arosiense,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
431269,Mycobacterium setense,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
439219,Streptococcus henryi,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
439220,Streptococcus caballi,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
444597,Mycobacterium insubricum,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
451644,Mycobacterium conceptionense,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
455432,Nocardia terpenica,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
472158,Nocardia altamirensis,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
480035,Nocardia wallacei,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
480036,Nocardia blacklockiae,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
590652,Mycobacterium paraseoulense,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
592724,Bartonella talpae,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
657445,Francisella noatunensis,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
671224,Selenomonas artemidis,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
984991,Mycoplasma parvum,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
1056807,Morococcus cerebrosus,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
1312736,Cytophaga allerginae,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
1653839,Borrelia venezuelensis,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
1653870,Moraxella saccharolytica,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
1389922,Achromobacter mucicolens,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
1445614,Actinotignum sanguinis,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
659824,Mycobacterium hippocampi,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
341199,Nocardia kroppenstedtii,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
1712031,Streptobacillus notomytis,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
409998,Leptospira wolffii,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
470868,Achromobacter marplatensis,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
1548018,Helicobacter saguini,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
1677920,Helicobacter jaachi,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
1906744,Rodentibacter heylii,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
24,Shewanella putrefaciens,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
139,Borreliella burgdorferi,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
140,Borrelia hermsii,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
144,Borrelia coriaceae,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
158,Treponema denticola,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
159,Brachyspira hyodysenteriae,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
164,Treponema pectinovorum,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
173,Leptospira interrogans,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
174,Leptospira borgpetersenii,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
195,Campylobacter coli,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
196,Campylobacter fetus,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
197,Campylobacter jejuni,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
198,Campylobacter hyointestinalis,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
199,Campylobacter concisus,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
200,Campylobacter curvus,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
201,Campylobacter lari,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
202,Campylobacter mucosalis,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
203,Campylobacter rectus,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
206,Campylobacter sputorum,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
210,Helicobacter pylori,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
213,Helicobacter cinaedi,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
215,Helicobacter fennelliae,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
216,Helicobacter muridarum,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
238,Elizabethkingia meningoseptica,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
250,Chryseobacterium gleum,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
253,Chryseobacterium indologenes,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
256,Myroides odoratus,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
258,Sphingobacterium spiritivorum,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
259,Sphingobacterium thalpophilum,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
287,Pseudomonas aeruginosa,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
292,Burkholderia cepacia,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
300,Pseudomonas mendocina,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
303,Pseudomonas putida,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
329,Ralstonia pickettii,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
446,Legionella pneumophila,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
447,Fluoribacter bozemanae,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
449,Legionella hackeliae,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
450,Legionella longbeachae,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
451,Tatlockia micdadei,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
453,Legionella feeleii,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
456,Legionella jordanis,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
463,Fluoribacter dumoffii,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
464,Fluoribacter gormanii,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
466,Legionella maceachernii,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
470,Acinetobacter baumannii,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
471,Acinetobacter calcoaceticus,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
476,Moraxella bovis,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
477,Moraxella lacunata,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
478,Moraxella nonliquefaciens,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
480,Moraxella catarrhalis,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
484,Neisseria flavescens,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
485,Neisseria gonorrhoeae,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
487,Neisseria meningitidis,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
488,Neisseria mucosa,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
490,Neisseria sicca,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
502,Kingella denitrificans,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
504,Kingella kingae,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
505,Kingella oralis,NA,cogem_consensus_list_pasteur_microbe_bugphyzz,TRUE
